dep(sent-2, Congress-1)
punct(due-6, .-30)

det(chancellor-2, The-1)
nsubj(used-5, chancellor-2)
advmod(used-5, sometimes-3)
aux(used-5, has-4)
root(ROOT-0, used-5)
det(occasion-7, the-6)
dobj(used-5, occasion-7)
aux(announce-9, to-8)
vmod(used-5, announce-9)
amod(changes-13, major-10)
amod(changes-13, economic-11)
nn(changes-13, policy-12)
dobj(announce-9, changes-13)
punct(used-5, .-14)

dep(expect-4, Economists-1)
aux(expect-4, do-2)
neg(expect-4, n't-3)
root(ROOT-0, expect-4)
det(changes-7, any-5)
amod(changes-7, such-6)
dobj(expect-4, changes-7)
prep(changes-7, in-8)
det(year-10, this-9)
poss(address-12, year-10)
possessive(year-10, 's-11)
pobj(in-8, address-12)
punct(expect-4, ,-13)
prep(expect-4, given-14)
nn(Lawson-16, Mr.-15)
poss(reluctance-19, Lawson-16)
possessive(Lawson-16, 's-17)
amod(reluctance-19, apparent-18)
pobj(given-14, reluctance-19)
aux(adjust-21, to-20)
vmod(reluctance-19, adjust-21)
dep(adjust-21, policy-22)
advmod(reluctance-19, currently-23)
punct(expect-4, .-24)

advmod(retreated-6, Meanwhile-1)
punct(retreated-6, ,-2)
amod(bonds-5, Japanese-3)
nn(bonds-5, government-4)
nsubj(retreated-6, bonds-5)
root(ROOT-0, retreated-6)
prep(retreated-6, in-7)
amod(trading-9, quiet-8)
pobj(in-7, trading-9)
punct(retreated-6, ,-10)
dep(retreated-6, stymied-11)
prep(stymied-11, by-12)
det(dollar-14, the-13)
poss(resiliency-16, dollar-14)
possessive(dollar-14, 's-15)
pobj(by-12, resiliency-16)
punct(retreated-6, .-17)

poss(bond-6, Japan-1)
possessive(Japan-1, 's-2)
nn(bond-6, bellwether-3)
number(%-5, 4.6-4)
amod(bond-6, %-5)
nsubj(ended-9, bond-6)
amod(bond-6, due-7)
number(due-7, 1998-8)
root(ROOT-0, ended-9)
prep(ended-9, on-10)
poss(screens-13, brokers-11)
possessive(brokers-11, '-12)
pobj(on-10, screens-13)
prep(ended-9, at-14)
pobj(at-14, 95.75-15)
aux(yield-17, to-16)
dep(95.75-15, yield-17)
num(%-19, 5.315-18)
dobj(yield-17, %-19)
punct(ended-9, .-20)

prep(stayed-6, In-1)
nn(Germany-3, West-2)
pobj(In-1, Germany-3)
punct(stayed-6, ,-4)
dep(stayed-6, investors-5)
root(ROOT-0, stayed-6)
prep(stayed-6, on-7)
det(sidelines-9, the-8)
pobj(on-7, sidelines-9)
mark(searched-14, as-10)
det(market-13, the-11)
nn(market-13, bond-12)
nsubj(searched-14, market-13)
advcl(stayed-6, searched-14)
prep(searched-14, for-15)
dep(for-15, direction-16)
punct(stayed-6, .-17)

det(government-2, The-1)
poss(issue-6, government-2)
possessive(government-2, 's-3)
number(%-5, 7-4)
amod(issue-6, %-5)
nsubj(fell-10, issue-6)
amod(issue-6, due-7)
tmod(due-7, October-8)
num(October-8, 1999-9)
root(ROOT-0, fell-10)
num(point-12, 0.05-11)
dobj(fell-10, point-12)
prep(fell-10, to-13)
dep(to-13, 99.90-14)
aux(yield-16, to-15)
vmod(fell-10, yield-16)
num(%-18, 7.01-17)
dobj(yield-16, %-18)
punct(fell-10, .-19)

det(Wall-3, The-1)
nn(Wall-3, Berlin-2)
root(ROOT-0, Wall-3)
advmod(Wall-3, still-4)
dep(Wall-3, stands-5)
punct(Wall-3, .-6)

cc(fallen-8, But-1)
det(man-3, the-2)
nsubj(fallen-8, man-3)
dep(built-5, who-4)
dep(man-3, built-5)
dep(built-5, it-6)
dep(fallen-8, has-7)
root(ROOT-0, fallen-8)
punct(fallen-8, .-9)

nn(Germany-2, East-1)
nsubj(removed-4, Germany-2)
dep(removed-4, yesterday-3)
root(ROOT-0, removed-4)
nn(Honecker-6, Erich-5)
dobj(removed-4, Honecker-6)
punct(Honecker-6, ,-7)
appos(Honecker-6, one-8)
prep(one-8, of-9)
det(holdouts-12, the-10)
amod(holdouts-12, staunchest-11)
pobj(of-9, holdouts-12)
prep(holdouts-12, against-13)
det(reform-15, the-14)
pobj(against-13, reform-15)
vmod(reform-15, rumbling-16)
prep(rumbling-16, through-17)
det(world-20, the-18)
amod(world-20, Communist-19)
pobj(through-17, world-20)
punct(Honecker-6, ,-21)
prep(removed-4, in-22)
det(effort-24, an-23)
pobj(in-22, effort-24)
aux(win-26, to-25)
vmod(effort-24, win-26)
advmod(win-26, back-27)
det(confidence-29, the-28)
dobj(win-26, confidence-29)
prep(confidence-29, of-30)
poss(citizens-34, its-31)
advmod(rebellious-33, increasingly-32)
amod(citizens-34, rebellious-33)
pobj(of-30, citizens-34)
punct(removed-4, .-35)

cc(ushers-15, But-1)
mark(move-6, while-2)
dep(move-6, it-3)
cop(move-6, was-4)
det(move-6, a-5)
advcl(ushers-15, move-6)
dep(stunned-8, that-7)
dep(move-6, stunned-8)
det(bloc-11, the-9)
nn(bloc-11, East-10)
dobj(stunned-8, bloc-11)
punct(ushers-15, ,-12)
dep(ushers-15, it-13)
advmod(ushers-15, hardly-14)
root(ROOT-0, ushers-15)
advmod(ushers-15, in-16)
det(era-18, an-17)
dobj(ushers-15, era-18)
prep(era-18, of-19)
dep(of-19, reform-20)
punct(ushers-15, ---21)
advmod(ushers-15, at-22)
pobj(at-22, least-23)
advmod(at-22, anytime-24)
advmod(at-22, soon-25)
punct(ushers-15, .-26)

dep(replaced-4, For-1)
det(Politburo-3, the-2)
nsubj(replaced-4, Politburo-3)
root(ROOT-0, replaced-4)
nn(Honecker-6, Mr.-5)
dobj(replaced-4, Honecker-6)
punct(Honecker-6, ,-7)
dep(led-10, who-8)
aux(led-10, had-9)
dep(Honecker-6, led-10)
nn(Germany-12, East-11)
dobj(led-10, Germany-12)
prep(led-10, for-13)
num(years-15, 18-14)
pobj(for-13, years-15)
cc(led-10, and-16)
prep(headed-19, before-17)
dep(before-17, that-18)
conj(led-10, headed-19)
poss(apparatus-22, its-20)
nn(apparatus-22, security-21)
dobj(headed-19, apparatus-22)
punct(Honecker-6, ,-23)
prep(replaced-4, with-24)
det(man-26, a-25)
pobj(with-24, man-26)
vmod(man-26, cut-27)
prep(cut-27, of-28)
det(cloth-31, the-29)
amod(cloth-31, same-30)
pobj(of-28, cloth-31)
punct(man-26, :-32)
nn(Krenz-34, Egon-33)
dep(man-26, Krenz-34)
punct(Krenz-34, ,-35)
det(chief-40, the-36)
advmod(recent-38, most-37)
amod(chief-40, recent-38)
nn(chief-40, internal-security-39)
appos(Krenz-34, chief-40)
cc(chief-40, and-41)
det(protege-45, a-42)
nn(protege-45, longtime-43)
nn(protege-45, Honecker-44)
conj(chief-40, protege-45)
punct(replaced-4, .-46)

nn(Germany-2, East-1)
nsubj(Poland-10, Germany-2)
punct(clear-6, ,-3)
dep(clear-6, it-4)
cop(clear-6, is-5)
parataxis(Poland-10, clear-6)
punct(clear-6, ,-7)
cop(Poland-10, is-8)
neg(Poland-10, no-9)
root(ROOT-0, Poland-10)
punct(Poland-10, ,-11)
advmod(shares-17, where-12)
det(Party-15, the-13)
nn(Party-15, Communist-14)
nsubj(shares-17, Party-15)
advmod(shares-17, now-16)
rcmod(Poland-10, shares-17)
dep(shares-17, power-18)
prep(shares-17, with-19)
det(union-24, the-20)
advmod(elected-22, democratically-21)
amod(union-24, elected-22)
nn(union-24, Solidarity-23)
pobj(with-19, union-24)
punct(Poland-10, .-25)

cc(Hungary-5, Nor-1)
dep(Hungary-5, is-2)
dep(Hungary-5, it-3)
det(Hungary-5, a-4)
root(ROOT-0, Hungary-5)
punct(Hungary-5, ,-6)
advmod(approved-11, where-7)
dep(approved-11, yesterday-8)
det(parliament-10, the-9)
nsubj(approved-11, parliament-10)
dep(Hungary-5, approved-11)
amod(changes-13, constitutional-12)
dobj(approved-11, changes-13)
vmod(changes-13, meant-14)
aux(help-16, to-15)
xcomp(meant-14, help-16)
ccomp(help-16, turn-17)
det(nation-20, the-18)
amod(nation-20, Communist-19)
dobj(turn-17, nation-20)
prep(turn-17, into-21)
det(democracy-24, a-22)
amod(democracy-24, multiparty-23)
pobj(into-21, democracy-24)
punct(Hungary-5, .-25)

advmod(has-8, Still-1)
punct(has-8, ,-2)
det(change-4, any-3)
nsubj(has-8, change-4)
prep(change-4, in-5)
nn(Germany-7, East-6)
pobj(in-5, Germany-7)
root(ROOT-0, has-8)
amod(implications-10, enormous-9)
dobj(has-8, implications-10)
punct(has-8, ,-11)
prep(has-8, for-12)
preconj(East-14, both-13)
pobj(for-12, East-14)
cc(East-14, and-15)
conj(East-14, West-16)
punct(has-8, .-17)

dep(raises-2, It-1)
root(ROOT-0, raises-2)
det(hopes-5, the-3)
amod(hopes-5, long-cherished-4)
dobj(raises-2, hopes-5)
prep(hopes-5, of-6)
amod(Germans-8, many-7)
pobj(of-6, Germans-8)
prep(hopes-5, for-9)
pobj(for-9, reunification-10)
punct(reunification-10, ---11)
det(prospect-13, a-12)
dep(reunification-10, prospect-13)
mark(alarms-17, that-14)
advmod(equally-16, almost-15)
advmod(alarms-17, equally-16)
dep(prospect-13, alarms-17)
amod(leaders-19, political-18)
dobj(alarms-17, leaders-19)
prep(leaders-19, in-20)
nn(Washington-23, Moscow-21)
punct(Washington-23, ,-22)
pobj(in-20, Washington-23)
cc(Washington-23, and-24)
nn(Europe-26, Western-25)
conj(Washington-23, Europe-26)
punct(raises-2, .-27)

nn(Krenz-2, Mr.-1)
nsubjpass(named-7, Krenz-2)
punct(Krenz-2, ,-3)
num(Krenz-2, 52-4)
punct(Krenz-2, ,-5)
auxpass(named-7, was-6)
root(ROOT-0, named-7)
det(chief-11, the-8)
amod(chief-11, new-9)
nn(chief-11, party-10)
xcomp(named-7, chief-11)
advmod(minutes-13, just-12)
dep(convened-21, minutes-13)
mark(convened-21, after-14)
det(Party-16, the-15)
poss(Committee-20, Party-16)
possessive(Party-16, 's-17)
amod(Committee-20, 163-member-18)
nn(Committee-20, Central-19)
nsubj(convened-21, Committee-20)
advcl(named-7, convened-21)
prep(convened-21, in-22)
nn(Berlin-24, East-23)
pobj(in-22, Berlin-24)
punct(named-7, .-25)

mark(claimed-8, Although-1)
det(ADN-7, the-2)
amod(German-4, East-3)
amod(ADN-7, German-4)
nn(ADN-7, news-5)
nn(ADN-7, agency-6)
nsubj(claimed-8, ADN-7)
advcl(said-29, claimed-8)
nn(Honecker-10, Mr.-9)
nsubj(asked-12, Honecker-10)
aux(asked-12, had-11)
ccomp(claimed-8, asked-12)
aux(relieved-15, to-13)
auxpass(relieved-15, be-14)
xcomp(asked-12, relieved-15)
prep(relieved-15, of-16)
poss(duties-18, his-17)
pobj(of-16, duties-18)
prep(relieved-15, for-19)
punct(for-19, ``-20)
nn(reasons-22, health-21)
pobj(for-19, reasons-22)
punct(said-29, ,-23)
punct(said-29, ''-24)
amod(German-26, West-25)
amod(sources-28, German-26)
nn(sources-28, government-27)
nsubj(said-29, sources-28)
root(ROOT-0, said-29)
det(Politburo-32, the-30)
amod(Politburo-32, 26-man-31)
nsubj(asked-34, Politburo-32)
aux(asked-34, had-33)
ccomp(said-29, asked-34)
prep(asked-34, for-35)
poss(resignation-37, his-36)
pobj(for-35, resignation-37)
prep(asked-34, at-38)
det(meeting-41, a-39)
amod(meeting-41, separate-40)
pobj(at-38, meeting-41)
amod(Tuesday-43, late-42)
dep(meeting-41, Tuesday-43)
punct(said-29, .-44)

punct(hospitalized-6, -LRB--1)
nn(Honecker-3, Mr.-2)
nsubjpass(hospitalized-6, Honecker-3)
auxpass(hospitalized-6, was-4)
advmod(hospitalized-6, twice-5)
root(ROOT-0, hospitalized-6)
det(summer-8, this-7)
tmod(hospitalized-6, summer-8)
prep(hospitalized-6, for-9)
det(ailment-13, a-10)
nn(ailment-13, gall-11)
nn(ailment-13, bladder-12)
pobj(for-9, ailment-13)
cc(hospitalized-6, and-14)
poss(condition-17, his-15)
amod(condition-17, physical-16)
nsubj(subject-21, condition-17)
aux(subject-21, has-18)
cop(subject-21, been-19)
det(subject-21, the-20)
conj(hospitalized-6, subject-21)
prep(subject-21, of-22)
amod(speculation-24, intense-23)
pobj(of-22, speculation-24)
prep(speculation-24, in-25)
det(media-28, the-26)
amod(media-28, Western-27)
pobj(in-25, media-28)
punct(hospitalized-6, .-29)
punct(hospitalized-6, -RRB--30)

dep(said-2, ADN-1)
root(ROOT-0, said-2)
nn(Honecker-4, Mr.-3)
nsubjpass(relieved-22, Honecker-4)
punct(Honecker-4, ,-5)
det(Stalinist-8, a-6)
amod(Stalinist-8, hard-line-7)
appos(Honecker-4, Stalinist-8)
dep(supervised-12, who-9)
prep(supervised-12, in-10)
dep(in-10, 1961-11)
dep(Stalinist-8, supervised-12)
det(construction-14, the-13)
dobj(supervised-12, construction-14)
prep(construction-14, of-15)
det(Wall-18, the-16)
nn(Wall-18, Berlin-17)
pobj(of-15, Wall-18)
punct(Honecker-4, ,-19)
advmod(relieved-22, also-20)
auxpass(relieved-22, was-21)
ccomp(said-2, relieved-22)
prep(relieved-22, of-23)
poss(title-25, his-24)
pobj(of-23, title-25)
prep(title-25, as-26)
pobj(as-26, head-27)
prep(head-27, of-28)
dep(of-28, state-29)
cc(title-25, and-30)
poss(position-32, his-31)
conj(title-25, position-32)
prep(position-32, as-33)
pobj(as-33, chief-34)
prep(chief-34, of-35)
det(military-37, the-36)
pobj(of-35, military-37)
punct(said-2, .-38)

nn(Krenz-2, Mr.-1)
nsubjpass(expected-4, Krenz-2)
auxpass(expected-4, is-3)
root(ROOT-0, expected-4)
aux(named-8, to-5)
auxpass(named-8, be-6)
advmod(named-8, formally-7)
xcomp(expected-4, named-8)
prep(named-8, to-9)
det(positions-12, all-10)
num(positions-12, three-11)
pobj(to-9, positions-12)
mark(convenes-18, once-13)
det(nation-15, the-14)
poss(parliament-17, nation-15)
possessive(nation-15, 's-16)
nsubj(convenes-18, parliament-17)
advcl(named-8, convenes-18)
advmod(week-21, later-19)
det(week-21, this-20)
tmod(convenes-18, week-21)
punct(expected-4, .-22)

nn(Honecker-2, Mr.-1)
poss(fall-5, Honecker-2)
possessive(Honecker-2, 's-3)
amod(fall-5, ignoble-4)
nsubj(culminates-6, fall-5)
root(ROOT-0, culminates-6)
advmod(decades-9, nearly-7)
num(decades-9, two-8)
dobj(culminates-6, decades-9)
prep(decades-9, of-10)
amod(leadership-12, iron-handed-11)
pobj(of-10, leadership-12)
prep(built-23, during-13)
dep(during-13, which-14)
nn(Honecker-16, Mr.-15)
nsubj(built-23, Honecker-16)
punct(Honecker-16, ,-17)
advmod(old-21, now-18)
num(years-20, 77-19)
npadvmod(old-21, years-20)
amod(Honecker-16, old-21)
punct(Honecker-16, ,-22)
rcmod(decades-9, built-23)
nn(Germany-25, East-24)
dobj(built-23, Germany-25)
prep(built-23, into-26)
det(nation-31, the-27)
advmod(advanced-30, most-28)
advmod(advanced-30, economically-29)
amod(nation-31, advanced-30)
pobj(into-26, nation-31)
prep(nation-31, in-32)
det(bloc-35, the-33)
nn(bloc-35, Soviet-34)
pobj(in-32, bloc-35)
punct(culminates-6, .-36)

poss(grip-2, His-1)
nsubj(unraveled-5, grip-2)
prep(grip-2, on-3)
dep(on-3, power-4)
root(ROOT-0, unraveled-5)
det(summer-7, this-6)
tmod(unraveled-5, summer-7)
mark(fled-22, as-8)
nsubj(fled-22, thousands-9)
prep(thousands-9, of-10)
poss(countrymen-12, his-11)
pobj(of-10, countrymen-12)
punct(thousands-9, ,-13)
vmod(thousands-9, dissatisfied-14)
prep(dissatisfied-14, by-15)
det(harshness-17, the-16)
pobj(by-15, harshness-17)
prep(harshness-17, of-18)
poss(rule-20, his-19)
pobj(of-18, rule-20)
punct(thousands-9, ,-21)
advcl(unraveled-5, fled-22)
prep(fled-22, to-23)
det(West-25, the-24)
pobj(to-23, West-25)
punct(unraveled-5, .-26)

dep(more-2, Thousands-1)
nsubj(taken-4, more-2)
aux(taken-4, have-3)
root(ROOT-0, taken-4)
prep(taken-4, to-5)
det(streets-7, the-6)
pobj(to-5, streets-7)
prep(taken-4, in-8)
det(month-11, the-9)
amod(month-11, last-10)
pobj(in-8, month-11)
prep(taken-4, in-12)
nn(Germany-14, East-13)
poss(wave-17, Germany-14)
possessive(Germany-14, 's-15)
amod(wave-17, largest-16)
pobj(in-12, wave-17)
prep(wave-17, of-18)
amod(unrest-20, domestic-19)
pobj(of-18, unrest-20)
prep(wave-17, since-21)
det(workers-23, a-22)
poss(uprising-25, workers-23)
possessive(workers-23, '-24)
pobj(since-21, uprising-25)
prep(uprising-25, in-26)
dep(in-26, 1953-27)
punct(taken-4, .-28)

prep(took-7, In-1)
dep(In-1, Washington-2)
punct(took-7, ,-3)
det(administration-6, the-4)
nn(administration-6, Bush-5)
nsubj(took-7, administration-6)
root(ROOT-0, took-7)
det(view-13, a-8)
advmod(cautious-10, characteristically-9)
amod(view-13, cautious-10)
cc(cautious-10, and-11)
conj(cautious-10, skeptical-12)
dobj(took-7, view-13)
prep(view-13, of-14)
det(change-17, the-15)
nn(change-17, leadership-16)
pobj(of-14, change-17)
punct(took-7, .-18)

det(line-3, The-1)
amod(line-3, official-2)
nsubj(was-4, line-3)
root(ROOT-0, was-4)
aux(offer-6, to-5)
xcomp(was-4, offer-6)
amod(ties-8, warmer-7)
dobj(offer-6, ties-8)
prep(offer-6, to-9)
nn(Krenz-11, Mr.-10)
pobj(to-9, Krenz-11)
punct(offer-6, ,-12)
prep(offer-6, provided-13)
dep(willing-16, he-14)
cop(willing-16, is-15)
pcomp(provided-13, willing-16)
aux(institute-18, to-17)
xcomp(willing-16, institute-18)
dep(institute-18, reforms-19)
punct(was-4, .-20)

cc(have-4, But-1)
nn(officials-3, U.S.-2)
nsubj(have-4, officials-3)
root(ROOT-0, have-4)
amod(doubts-6, strong-5)
dobj(have-4, doubts-6)
mark(reformer-11, that-7)
dep(reformer-11, he-8)
cop(reformer-11, is-9)
det(reformer-11, a-10)
ccomp(doubts-6, reformer-11)
punct(have-4, .-12)

nn(Bush-2, President-1)
nsubj(told-3, Bush-2)
root(ROOT-0, told-3)
dep(told-3, reporters-4)
punct(told-3, :-5)
punct(told-3, ``-6)
mark(reflects-14, Whether-7)
det(change-12, that-8)
punct(change-12, -LCB--9)
det(change-12, the-10)
nn(change-12, leadership-11)
nsubj(reflects-14, change-12)
punct(change-12, -RCB--13)
ccomp(think-24, reflects-14)
det(change-16, a-15)
dobj(reflects-14, change-16)
prep(change-16, in-17)
amod(relations-19, East-West-18)
pobj(in-17, relations-19)
punct(think-24, ,-20)
dep(think-24, I-21)
aux(think-24, do-22)
neg(think-24, n't-23)
ccomp(told-3, think-24)
advmod(think-24, so-25)
punct(told-3, .-26)

mark(been-5, Because-1)
nn(Krenz-3, Mr.-2)
nsubj(been-5, Krenz-3)
aux(been-5, has-4)
root(ROOT-0, been-5)
advmod(much-7, very-6)
advmod(in-8, much-7)
prep(been-5, in-8)
pobj(in-8, accord-9)
prep(accord-9, with-10)
det(policies-12, the-11)
pobj(with-10, policies-12)
prep(policies-12, of-13)
dep(of-13, Honecker-14)
punct(been-5, .-15)
punct(been-5, ''-16)

num(expert-4, One-1)
amod(expert-4, top-2)
nn(expert-4, U.S.-3)
nsubj(added-8, expert-4)
prep(expert-4, on-5)
nn(Germany-7, East-6)
pobj(on-5, Germany-7)
root(ROOT-0, added-8)
punct(added-8, :-9)
punct(added-8, ``-10)
dep(is-12, There-11)
ccomp(added-8, is-12)
neg(champion-15, no-13)
amod(champion-15, clear-cut-14)
dep(is-12, champion-15)
prep(champion-15, of-16)
dep(of-16, reform-17)
punct(champion-15, ,-18)
mark(know-21, that-19)
dep(know-21, we-20)
dep(champion-15, know-21)
prep(know-21, of-22)
punct(champion-15, ,-23)
prep(champion-15, in-24)
det(leadership-28, the-25)
amod(German-27, East-26)
amod(leadership-28, German-27)
pobj(in-24, leadership-28)
punct(added-8, .-29)
punct(added-8, ''-30)

advmod(said-5, Indeed-1)
punct(said-5, ,-2)
nn(Krenz-4, Mr.-3)
nsubj(said-5, Krenz-4)
root(ROOT-0, said-5)
prep(said-5, on-6)
amod(German-8, East-7)
amod(television-9, German-8)
pobj(on-6, television-9)
amod(night-11, last-10)
tmod(said-5, night-11)
mark(sharing-17, that-12)
dep(sharing-17, there-13)
aux(sharing-17, will-14)
cop(sharing-17, be-15)
neg(sharing-17, no-16)
ccomp(said-5, sharing-17)
prep(sharing-17, of-18)
dep(of-18, power-19)
prep(sharing-17, with-20)
amod(groups-22, pro-democracy-21)
pobj(with-20, groups-22)
punct(said-5, .-23)

dep(said-2, He-1)
root(ROOT-0, said-2)
punct(said-2, ,-3)
mark(is-6, while-4)
dep(is-6, dialogue-5)
advcl(exist-12, is-6)
dep(is-6, important-7)
punct(exist-12, ,-8)
amod(forums-10, enough-9)
nsubj(exist-12, forums-10)
advmod(exist-12, already-11)
ccomp(said-2, exist-12)
punct(exist-12, ``-13)
prep(express-20, in-14)
dep(in-14, which-15)
amod(interests-17, different-16)
nsubj(express-20, interests-17)
punct(express-20, ''-18)
aux(express-20, can-19)
ccomp(exist-12, express-20)
dep(express-20, themselves-21)
punct(said-2, .-22)

det(removal-2, The-1)
nsubj(result-9, removal-2)
prep(removal-2, of-3)
nn(Honecker-5, Mr.-4)
pobj(of-3, Honecker-5)
cop(result-9, was-6)
advmod(result-9, apparently-7)
det(result-9, the-8)
root(ROOT-0, result-9)
prep(result-9, of-10)
amod(infighting-12, bitter-11)
pobj(of-10, infighting-12)
prep(infighting-12, within-13)
det(ranks-16, the-14)
amod(ranks-16, top-15)
pobj(within-13, ranks-16)
prep(ranks-16, of-17)
det(party-20, the-18)
amod(party-20, Communist-19)
pobj(of-17, party-20)
punct(result-9, .-21)

prep(fought-15, According-1)
pcomp(According-1, to-2)
amod(German-4, West-3)
amod(sources-6, German-4)
nn(sources-6, government-5)
pobj(to-2, sources-6)
punct(fought-15, ,-7)
nn(Honecker-9, Mr.-8)
nsubj(fought-15, Honecker-9)
cc(Honecker-9, and-10)
amod(members-14, several-11)
amod(members-14, senior-12)
nn(members-14, Politburo-13)
conj(Honecker-9, members-14)
root(ROOT-0, fought-15)
prep(fought-15, over-16)
det(week-19, the-17)
amod(week-19, last-18)
pobj(over-16, week-19)
aux(delay-21, to-20)
xcomp(fought-15, delay-21)
det(decisions-23, any-22)
dobj(delay-21, decisions-23)
prep(decisions-23, about-24)
det(change-27, a-25)
nn(change-27, leadership-26)
pobj(about-24, change-27)
punct(fought-15, .-28)

cc(lost-21, But-1)
punct(lost-21, ,-2)
prep(lost-21, with-3)
amod(demonstrations-5, public-4)
nsubj(growing-9, demonstrations-5)
prep(demonstrations-5, in-6)
det(country-8, the-7)
pobj(in-6, country-8)
pcomp(with-3, growing-9)
prep(growing-9, in-10)
pobj(in-10, size-11)
cc(size-11, and-12)
conj(size-11, intensity-13)
punct(lost-21, ,-14)
nn(Honecker-16, Mr.-15)
nsubj(lost-21, Honecker-16)
cc(Honecker-16, and-17)
amod(allies-20, several-18)
amod(allies-20, key-19)
conj(Honecker-16, allies-20)
ccomp(say-28, lost-21)
advmod(lost-21, out-22)
prep(lost-21, in-23)
det(battle-25, this-24)
pobj(in-23, battle-25)
punct(say-28, ,-26)
dep(say-28, officials-27)
root(ROOT-0, say-28)
punct(say-28, .-29)

det(allies-2, Those-1)
nsubj(included-3, allies-2)
root(ROOT-0, included-3)
nn(Mittag-7, Politburo-4)
dep(Mittag-7, members-5)
nn(Mittag-7, Guenter-6)
dobj(included-3, Mittag-7)
punct(Mittag-7, ,-8)
dep(headed-12, who-9)
aux(headed-12, has-10)
advmod(headed-12, long-11)
dep(Mittag-7, headed-12)
amod(affairs-14, economic-13)
dobj(headed-12, affairs-14)
punct(Mittag-7, ,-15)
cc(Mittag-7, and-16)
nn(Hermann-18, Joachim-17)
conj(Mittag-7, Hermann-18)
punct(Hermann-18, ,-19)
dep(Hermann-18, chief-20)
prep(chief-20, of-21)
nn(policy-23, information-22)
pobj(of-21, policy-23)
punct(included-3, .-24)

det(men-2, Both-1)
nsubjpass(relieved-5, men-2)
auxpass(relieved-5, were-3)
advmod(relieved-5, also-4)
root(ROOT-0, relieved-5)
prep(relieved-5, of-6)
poss(duties-8, their-7)
pobj(of-6, duties-8)
dep(relieved-5, yesterday-9)
punct(relieved-5, .-10)

mark(may-4, Although-1)
amod(resignations-3, other-2)
nsubj(may-4, resignations-3)
advcl('s-8, may-4)
dep(may-4, follow-5)
punct('s-8, ,-6)
nsubj('s-8, it-7)
root(ROOT-0, 's-8)
advmod('s-8, still-9)
neg('s-8, not-10)
dep('s-8, clear-11)
prep(alter-21, to-12)
det(extent-14, what-13)
pobj(to-12, extent-14)
det(change-16, the-15)
nsubj(alter-21, change-16)
prep(change-16, in-17)
nn(personnel-19, party-18)
pobj(in-17, personnel-19)
aux(alter-21, will-20)
ccomp('s-8, alter-21)
det(government-23, the-22)
poss(resistance-25, government-23)
