advmod(comes-3, When-1)
advmod(vulnerable-13, once-10)
det(vulnerable-13, the-11)
advmod(vulnerable-13, most-12)
rcmod(members-5, vulnerable-13)
prep(vulnerable-13, of-14)
dep(of-14, incumbents-15)
punct(members-5, ,-16)
aux(become-18, have-17)
root(ROOT-0, become-18)
advmod(immune-20, virtually-19)
acomp(become-18, immune-20)
prep(immune-20, to-21)
dep(to-21, defeat-22)
punct(become-18, .-23)

det(exception-3, The-1)
num(exception-3, one-2)
nsubj(defeat-10, exception-3)
prep(exception-3, to-4)
det(trend-7, this-5)
amod(trend-7, recent-6)
pobj(to-4, trend-7)
cop(defeat-10, was-8)
det(defeat-10, the-9)
root(ROOT-0, defeat-10)
prep(defeat-10, of-11)
pobj(of-11, 13-12)
prep(13-12, of-13)
det(Republicans-17, the-14)
num(Republicans-17, 52-15)
nn(Republicans-17, freshman-16)
pobj(of-13, Republicans-17)
dep(Republicans-17, brought-18)
prep(brought-18, into-19)
dep(into-19, office-20)
prep(brought-18, in-21)
dep(in-21, 1980-22)
prep(brought-18, by-23)
det(revolution-26, the-24)
nn(revolution-26, Reagan-25)
pobj(by-23, revolution-26)
cc(brought-18, and-27)
conj(brought-18, running-28)
prep(running-28, for-29)
dep(for-29, re-election-30)
prep(running-28, in-31)
dep(in-31, 1982-32)
punct(defeat-10, .-33)

mark(placed-4, Because-1)
det(freshmen-3, these-2)
nsubj(placed-4, freshmen-3)
advcl(vulnerable-26, placed-4)
advmod(more-6, far-5)
amod(emphasis-7, more-6)
dobj(placed-4, emphasis-7)
prep(placed-4, on-8)
poss(role-11, their-9)
amod(role-11, partisan-10)
pobj(on-8, role-11)
punct(role-11, ---12)
dep(role-11, spreading-13)
det(revolution-16, the-14)
nn(revolution-16, Reagan-15)
dobj(spreading-13, revolution-16)
punct(role-11, ---17)
prep(placed-4, in-18)
amod(policy-20, national-19)
pobj(in-18, policy-20)
amod(policy-20, making-21)
punct(vulnerable-26, ,-22)
dep(vulnerable-26, they-23)
cop(vulnerable-26, were-24)
advmod(vulnerable-26, more-25)
root(ROOT-0, vulnerable-26)
prep(vulnerable-26, to-27)
dep(to-27, defeat-28)
punct(vulnerable-26, .-29)

dep(indicates-5, Fourth-1)
punct(indicates-5, ,-2)
det(theory-4, the-3)
nsubj(indicates-5, theory-4)
root(ROOT-0, indicates-5)
advmod(have-11, why-6)
det(Party-9, the-7)
nn(Party-9, Republican-8)
nsubj(have-11, Party-9)
aux(have-11, may-10)
ccomp(indicates-5, have-11)
det(time-14, a-12)
amod(time-14, difficult-13)
dobj(have-11, time-14)
dep(time-14, attracting-15)
amod(candidates-17, viable-16)
dobj(attracting-15, candidates-17)
prep(candidates-17, for-18)
amod(office-20, congressional-19)
pobj(for-18, office-20)
punct(indicates-5, .-21)

amod(candidates-2, Potential-1)
nsubjpass(discouraged-5, candidates-2)
aux(discouraged-5, may-3)
auxpass(discouraged-5, be-4)
root(ROOT-0, discouraged-5)
prep(discouraged-5, from-6)
pcomp(from-6, running-7)
advmod(discouraged-5, less-8)
prep(discouraged-5, by-9)
det(salary-12, the-10)
amod(salary-12, congressional-11)
pobj(by-9, salary-12)
prep(discouraged-5, than-13)
pcomp(than-13, by-14)
det(prospect-16, the-15)
pobj(by-14, prospect-16)
prep(prospect-16, of-17)
pobj(of-17, defeat-18)
prep(defeat-18, at-19)
det(hands-21, the-20)
pobj(at-19, hands-21)
prep(hands-21, of-22)
det(opponent-25, a-23)
amod(opponent-25, Democratic-24)
pobj(of-22, opponent-25)
punct(discouraged-5, .-26)

prep(hindered-30, To-1)
det(extent-3, the-2)
pobj(To-1, extent-3)
mark(realize-12, that-4)
amod(candidates-7, potential-5)
nn(candidates-7, Republican-6)
nsubj(realize-12, candidates-7)
cc(candidates-7, and-8)
poss(backers-11, their-9)
amod(backers-11, financial-10)
conj(candidates-7, backers-11)
ccomp(extent-3, realize-12)
mark(works-20, that-13)
det(prisoner-16, the-14)
amod(prisoner-16, congressional-15)
poss(game-19, prisoner-16)
possessive(prisoner-16, 's-17)
nn(game-19, dilemma-18)
nsubj(works-20, game-19)
ccomp(realize-12, works-20)
prep(works-20, to-21)
poss(disadvantage-23, their-22)
pobj(to-21, disadvantage-23)
punct(hindered-30, ,-24)
det(Party-27, the-25)
nn(Party-27, Republican-26)
nsubjpass(hindered-30, Party-27)
aux(hindered-30, will-28)
auxpass(hindered-30, be-29)
root(ROOT-0, hindered-30)
prep(hindered-30, in-31)
poss(attempts-33, its-32)
pobj(in-31, attempts-33)
aux(field-35, to-34)
vmod(attempts-33, field-35)
det(slate-38, a-36)
amod(slate-38, competitive-37)
dobj(field-35, slate-38)
prep(slate-38, of-39)
amod(candidates-41, congressional-40)
pobj(of-39, candidates-41)
punct(hindered-30, .-42)

dep(provide-6, Fifth-1)
punct(provide-6, ,-2)
det(theory-4, the-3)
nsubj(provide-6, theory-4)
aux(provide-6, may-5)
root(ROOT-0, provide-6)
advmod(reason-11, at-7)
pobj(at-7, least-8)
det(reason-11, a-9)
amod(reason-11, partial-10)
dobj(provide-6, reason-11)
prep(reason-11, for-12)
advmod(pronounced-19, why-13)
nn(splitting-15, ticket-14)
nsubjpass(pronounced-19, splitting-15)
aux(pronounced-19, has-16)
auxpass(pronounced-19, been-17)
advmod(pronounced-19, particularly-18)
pcomp(for-12, pronounced-19)
prep(pronounced-19, in-20)
det(South-22, the-21)
pobj(in-20, South-22)
punct(provide-6, .-23)

prep(had-44, To-1)
det(extent-3, the-2)
pobj(To-1, extent-3)
mark(held-11, that-4)
amod(legislators-6, Democratic-5)
nsubj(held-11, legislators-6)
prep(legislators-6, from-7)
det(South-9, the-8)
pobj(from-7, South-9)
aux(held-11, have-10)
ccomp(extent-3, held-11)
det(share-14, a-12)
amod(share-14, disproportionate-13)
dobj(held-11, share-14)
prep(share-14, of-15)
dep(of-15, power-16)
prep(held-11, in-17)
dep(in-17, Congress-18)
prep(held-11, since-19)
dep(since-19, 1932-20)
cc(held-11, and-21)
aux(able-24, have-22)
cop(able-24, been-23)
conj(held-11, able-24)
aux(translate-26, to-25)
xcomp(able-24, translate-26)
amod(clout-28, such-27)
dobj(translate-26, clout-28)
prep(translate-26, into-29)
advmod(more-31, relatively-30)
amod(benefits-33, more-31)
amod(benefits-33, local-32)
pobj(into-29, benefits-33)
prep(benefits-33, for-34)
poss(constituencies-37, their-35)
amod(constituencies-37, respective-36)
pobj(for-34, constituencies-37)
punct(had-44, ,-38)
nsubj(had-44, voters-39)
prep(voters-39, in-40)
det(South-42, the-41)
pobj(in-40, South-42)
aux(had-44, have-43)
root(ROOT-0, had-44)
det(incentive-48, an-45)
advmod(strong-47, especially-46)
amod(incentive-48, strong-47)
dobj(had-44, incentive-48)
aux(keep-50, to-49)
vmod(incentive-48, keep-50)
amod(Democrats-52, such-51)
dobj(keep-50, Democrats-52)
prep(keep-50, in-53)
dep(in-53, office-54)
punct(had-44, .-55)

advmod(suggests-5, Finally-1)
punct(suggests-5, ,-2)
det(theory-4, the-3)
nsubj(suggests-5, theory-4)
root(ROOT-0, suggests-5)
advmod(fared-10, why-6)
dep(fared-10, Republicans-7)
advmod(fared-10, generally-8)
aux(fared-10, have-9)
ccomp(suggests-5, fared-10)
advmod(fared-10, better-11)
prep(fared-10, in-12)
nn(races-14, Senate-13)
pobj(in-12, races-14)
prep(fared-10, than-15)
pcomp(than-15, in-16)
pobj(in-16, campaigns-17)
prep(campaigns-17, for-18)
det(House-20, the-19)
pobj(for-18, House-20)
punct(suggests-5, .-21)

mark(matters-4, Since-1)
amod(benefit-seeking-3, local-2)
nsubj(matters-4, benefit-seeking-3)
advcl(pattern-23, matters-4)
advmod(matters-4, more-5)
cc(matters-4, and-6)
amod(making-9, national-7)
nn(making-9, policy-8)
nsubj(matters-10, making-9)
conj(matters-4, matters-10)
advmod(matters-10, less-11)
prep(matters-4, in-12)
det(chamber-15, the-13)
amod(chamber-15, lower-14)
pobj(in-12, chamber-15)
prep(chamber-15, of-16)
dep(of-16, Congress-17)
punct(pattern-23, ,-18)
dep(pattern-23, this-19)
cop(pattern-23, is-20)
advmod(pattern-23, precisely-21)
det(pattern-23, the-22)
root(ROOT-0, pattern-23)
dep(expect-26, one-24)
aux(expect-26, would-25)
rcmod(pattern-23, expect-26)
mark(willing-31, if-27)
dep(willing-31, Republicans-28)
cop(willing-31, are-29)
advmod(willing-31, less-30)
advcl(expect-26, willing-31)
aux(engage-33, to-32)
xcomp(willing-31, engage-33)
prep(engage-33, in-34)
amod(benefit-seeking-36, local-35)
pobj(in-34, benefit-seeking-36)
prep(willing-31, than-37)
poss(counterparts-40, their-38)
amod(counterparts-40, Democratic-39)
pobj(than-37, counterparts-40)
punct(pattern-23, .-41)

root(ROOT-0, Is-1)
dep(Is-1, there-2)
det(support-5, any-3)
amod(support-5, empirical-4)
dep(Is-1, support-5)
prep(support-5, for-6)
det(theory-8, this-7)
pobj(for-6, theory-8)
punct(Is-1, ?-9)

num(pieces-2, Three-1)
nsubj(corroborate-5, pieces-2)
prep(pieces-2, of-3)
dep(of-3, evidence-4)
root(ROOT-0, corroborate-5)
det(assumption-8, the-6)
amod(assumption-8, key-7)
dobj(corroborate-5, assumption-8)
mark(willing-14, that-9)
amod(legislators-11, Democratic-10)
nsubj(willing-14, legislators-11)
cop(willing-14, are-12)
advmod(willing-14, more-13)
ccomp(assumption-8, willing-14)
aux(engage-16, to-15)
xcomp(willing-14, engage-16)
prep(engage-16, in-17)
amod(benefit-seeking-19, local-18)
pobj(in-17, benefit-seeking-19)
prep(willing-14, than-20)
poss(colleagues-23, their-21)
amod(colleagues-23, Republican-22)
pobj(than-20, colleagues-23)
punct(corroborate-5, .-24)

dep(find-9, First-1)
punct(find-9, ,-2)
nn(Bennett-5, economists-3)
nn(Bennett-5, James-4)
nsubj(find-9, Bennett-5)
cc(Bennett-5, and-6)
nn(DiLorenzo-8, Thomas-7)
conj(Bennett-5, DiLorenzo-8)
root(ROOT-0, find-9)
mark(turn-13, that-10)
nn(senators-12, GOP-11)
nsubj(turn-13, senators-12)
ccomp(find-9, turn-13)
dep(turn-13, back-14)
quantmod(10-16, roughly-15)
num(%-17, 10-16)
dep(more-18, %-17)
dobj(turn-13, more-18)
prep(more-18, of-19)
poss(budgets-24, their-20)
amod(budgets-24, allocated-21)
amod(budgets-24, personal-22)
nn(budgets-24, staff-23)
pobj(of-19, budgets-24)
mark(do-27, than-25)
dep(do-27, Democrats-26)
dep(more-18, do-27)
punct(find-9, .-28)

prep(indicates-16, To-1)
det(extent-3, the-2)
pobj(To-1, extent-3)
mark(involves-11, that-4)
det(duty-7, the-5)
amod(duty-7, primary-6)
nsubj(involves-11, duty-7)
prep(duty-7, of-8)
amod(staff-10, personal-9)
pobj(of-8, staff-10)
ccomp(extent-3, involves-11)
amod(benefit-seeking-13, local-12)
dobj(involves-11, benefit-seeking-13)
punct(indicates-16, ,-14)
dep(indicates-16, this-15)
root(ROOT-0, indicates-16)
mark(leads-20, that-17)
amod(philosophy-19, political-18)
nsubj(leads-20, philosophy-19)
ccomp(indicates-16, leads-20)
amod(Republicans-22, congressional-21)
dobj(leads-20, Republicans-22)
aux(pay-24, to-23)
xcomp(leads-20, pay-24)
amod(attention-26, less-25)
dobj(pay-24, attention-26)
prep(attention-26, to-27)
amod(concerns-30, narrow-28)
nn(concerns-30, constituent-29)
pobj(to-27, concerns-30)
punct(indicates-16, .-31)

dep(have-12, Second-1)
punct(have-12, ,-2)
mark(is-7, if-3)
det(assumption-6, the-4)
amod(assumption-6, key-5)
nsubj(is-7, assumption-6)
dep(have-12, is-7)
dep(is-7, valid-8)
punct(have-12, ,-9)
dep(have-12, Democrats-10)
aux(have-12, should-11)
root(ROOT-0, have-12)
amod(rates-15, lower-13)
nn(rates-15, attendance-14)
dobj(have-12, rates-15)
prep(rates-15, on-16)
nn(votes-18, roll-call-17)
pobj(on-16, votes-18)
mark(do-21, than-19)
dep(do-21, Republicans-20)
dep(rates-15, do-21)
prep(have-12, to-22)
det(extent-24, the-23)
pobj(to-22, extent-24)
mark(reflect-28, that-25)
amod(votes-27, such-26)
nsubj(reflect-28, votes-27)
ccomp(extent-24, reflect-28)
amod(making-31, national-29)
nn(making-31, policy-30)
dobj(reflect-28, making-31)
cc(reflect-28, and-32)
mark(takes-38, that-33)
csubj(takes-38, participating-34)
prep(participating-34, in-35)
amod(votes-37, such-36)
pobj(in-35, votes-37)
conj(reflect-28, takes-38)
dep(takes-38, away-39)
prep(takes-38, from-40)
det(time-42, the-41)
pobj(from-40, time-42)
det(legislator-44, a-43)
nsubj(devote-47, legislator-44)
aux(devote-47, could-45)
advmod(devote-47, otherwise-46)
rcmod(time-42, devote-47)
prep(devote-47, to-48)
amod(benefit-seeking-50, local-49)
pobj(to-48, benefit-seeking-50)
punct(have-12, .-51)

dep(is-2, This-1)
root(ROOT-0, is-2)
advmod(is-2, indeed-3)
dep(indicate-7, what-4)
det(data-6, the-5)
nsubj(indicate-7, data-6)
ccomp(is-2, indicate-7)
punct(indicate-7, ,-8)
advmod(in-10, particularly-9)
prep(indicate-7, in-10)
det(case-12, the-11)
pobj(in-10, case-12)
prep(case-12, of-13)
det(House-15, the-14)
pobj(of-13, House-15)
punct(is-2, .-16)

det(rate-5, The-1)
amod(rate-5, Democratic-2)
nn(rate-5, House-3)
nn(rate-5, attendance-4)
nsubj(exceeded-8, rate-5)
aux(exceeded-8, has-6)
neg(exceeded-8, not-7)
root(ROOT-0, exceeded-8)
det(rate-13, the-9)
amod(rate-13, Republican-10)
nn(rate-13, House-11)
nn(rate-13, attendance-12)
dobj(exceeded-8, rate-13)
prep(exceeded-8, since-14)
dep(since-14, 1959-15)
punct(exceeded-8, .-16)

advmod(allocate-10, Finally-1)
punct(allocate-10, ,-2)
mark(shown-4, as-3)
dep(allocate-10, shown-4)
prep(shown-4, in-5)
det(table-7, the-6)
pobj(in-5, table-7)
punct(allocate-10, ,-8)
dep(allocate-10, Democrats-9)
root(ROOT-0, allocate-10)
det(proportion-13, a-11)
amod(proportion-13, higher-12)
dobj(allocate-10, proportion-13)
prep(proportion-13, of-14)
poss(staffs-17, their-15)
amod(staffs-17, personal-16)
pobj(of-14, staffs-17)
prep(allocate-10, to-18)
nn(offices-20, district-19)
pobj(to-18, offices-20)
punct(offices-20, ---21)
advmod(matter-26, where-22)
amod(duties-25, local-23)
nn(duties-25, benefit-seeking-24)
nsubj(matter-26, duties-25)
dep(offices-20, matter-26)
advmod(matter-26, more-27)
cc(matter-26, and-28)
amod(activities-32, national-29)
nn(activities-32, policy-30)
nn(activities-32, making-31)
nsubj(matter-33, activities-32)
conj(matter-26, matter-33)
advmod(matter-33, less-34)
advmod(matter-26, relative-35)
prep(relative-35, to-36)
nn(offices-38, Washington-37)
pobj(to-36, offices-38)
punct(allocate-10, .-39)

det(examination-2, An-1)
nsubj(reveals-29, examination-2)
prep(examination-2, of-3)
pobj(of-3, changes-4)
prep(changes-4, in-5)
amod(decisions-8, personal-6)
nn(decisions-8, staffing-7)
pobj(in-5, decisions-8)
prep(changes-4, in-9)
det(Senate-11, the-10)
pobj(in-9, Senate-11)
prep(changes-4, between-12)
pobj(between-12, 1986-13)
cc(1986-13, and-14)
conj(1986-13, 1987-15)
punct(changed-22, -LRB--16)
advmod(changed-22, when-17)
nsubj(changed-22, control-18)
prep(control-18, of-19)
det(body-21, that-20)
pobj(of-19, body-21)
dep(changes-4, changed-22)
nn(hands-24, party-23)
dobj(changed-22, hands-24)
punct(changed-22, -RRB--25)
punct(reveals-29, ,-26)
advmod(reveals-29, moreover-27)
punct(reveals-29, ,-28)
root(ROOT-0, reveals-29)
mark(attributed-42, that-30)
det(differences-34, the-31)
amod(differences-34, personal-32)
nn(differences-34, staffing-33)
nsubjpass(attributed-42, differences-34)
vmod(differences-34, noted-35)
prep(noted-35, in-36)
det(table-38, the-37)
pobj(in-36, table-38)
aux(attributed-42, can-39)
neg(attributed-42, not-40)
auxpass(attributed-42, be-41)
ccomp(reveals-29, attributed-42)
prep(attributed-42, to-43)
det(control-46, the-44)
amod(control-46, disproportionate-45)
pobj(to-43, control-46)
dep(exercise-48, Democrats-47)
rcmod(control-46, exercise-48)
punct(exercise-48, ,-49)
mwe(to-51, due-50)
prep(exercise-48, to-51)
poss(status-54, their-52)
amod(status-54, majority-party-53)
pobj(to-51, status-54)
punct(exercise-48, ,-55)
prep(exercise-48, over-56)
amod(resources-58, other-57)
pobj(over-56, resources-58)
mwe(as-60, such-59)
prep(resources-58, as-60)
nn(staff-62, committee-61)
pobj(as-60, staff-62)
punct(reveals-29, .-63)

det(piece-3, An-1)
amod(piece-3, additional-2)
root(ROOT-0, piece-3)
prep(piece-3, of-4)
dep(of-4, evidence-5)
prep(piece-3, from-6)
det(Senate-8, the-7)
pobj(from-6, Senate-8)
punct(piece-3, :-9)
vmod(turns-40, Holding-10)
amod(factors-12, other-11)
dep(Holding-10, factors-12)
dep(factors-12, constant-13)
punct(Holding-10, ,-14)
mwe(as-16, such-15)
prep(Holding-10, as-16)
nn(advantages-18, incumbency-17)
pobj(as-16, advantages-18)
cc(advantages-18, and-19)
amod(factors-21, regional-20)
conj(advantages-18, factors-21)
punct(turns-40, ,-22)
det(difference-24, the-23)
nsubj(turns-40, difference-24)
prep(difference-24, between-25)
amod(votes-27, popular-26)
pobj(between-25, votes-27)
prep(votes-27, for-28)
amod(candidates-33, Republican-29)
amod(candidates-33, presidential-30)
cc(presidential-30, and-31)
conj(presidential-30, senatorial-32)
pobj(for-28, candidates-33)
prep(difference-24, in-34)
pobj(in-34, states-35)
dep(states-35, conducting-36)
det(election-39, a-37)
nn(election-39, Senate-38)
dobj(conducting-36, election-39)
dep(piece-3, turns-40)
dep(turns-40, out-41)
aux(function-46, to-42)
cop(function-46, be-43)
det(function-46, a-44)
amod(function-46, positive-45)
xcomp(turns-40, function-46)
prep(function-46, of-47)
advmod(onerous-49, how-48)
dep(is-56, onerous-49)
det(government-52, the-50)
amod(government-52, federal-51)
poss(burden-55, government-52)
possessive(government-52, 's-53)
nn(burden-55, tax-54)
nsubj(is-56, burden-55)
pcomp(of-47, is-56)
prep(is-56, per-57)
dep(per-57, state-58)
punct(hits-64, -LRB--59)
det(rate-63, a-60)
amod(rate-63, progressive-61)
nn(rate-63, tax-62)
nsubj(hits-64, rate-63)
parataxis(function-46, hits-64)
amod(states-66, higher-income-65)
dobj(hits-64, states-66)
advmod(hits-64, harder-67)
punct(hits-64, -RRB--68)
punct(piece-3, .-69)

ccomp(looked-10, Put-1)
advmod(simply-3, more-2)
advmod(Put-1, simply-3)
punct(looked-10, ,-4)
nn(candidates-6, GOP-5)
nsubjpass(looked-10, candidates-6)
prep(candidates-6, for-7)
dep(for-7, president-8)
auxpass(looked-10, are-9)
root(ROOT-0, looked-10)
prep(looked-10, on-11)
advmod(kindly-13, more-12)
advmod(looked-10, kindly-13)
prep(looked-10, by-14)
dep(by-14, voters-15)
prep(looked-10, than-16)
amod(candidates-18, Republican-17)
pobj(than-16, candidates-18)
prep(candidates-18, for-19)
det(Senate-21, the-20)
pobj(for-19, Senate-21)
advmod(severe-29, when-22)
det(prisoner-24, the-23)
poss(dilemma-26, prisoner-24)
possessive(prisoner-24, 's-25)
nsubj(severe-29, dilemma-26)
cop(severe-29, is-27)
advmod(severe-29, more-28)
ccomp(looked-10, severe-29)
punct(looked-10, .-30)

advmod(appears-5, Moreover-1)
punct(appears-5, ,-2)
nn(splitting-4, ticket-3)
nsubj(appears-5, splitting-4)
root(ROOT-0, appears-5)
aux(take-7, to-6)
xcomp(appears-5, take-7)
det(pattern-11, the-8)
amod(pattern-11, same-9)
amod(pattern-11, peculiar-10)
dobj(take-7, pattern-11)
prep(take-7, at-12)
det(level-16, the-13)
nn(level-16, state-14)
nn(level-16, government-15)
pobj(at-12, level-16)
mark(does-19, as-17)
dep(does-19, it-18)
advcl(take-7, does-19)
prep(does-19, at-20)
det(level-23, the-21)
amod(level-23, federal-22)
pobj(at-20, level-23)
punct(appears-5, .-24)

nn(government-2, State-1)
nsubjpass(split-6, government-2)
auxpass(split-6, is-3)
advmod(typically-5, more-4)
advmod(split-6, typically-5)
root(ROOT-0, split-6)
prep(split-6, along-7)
amod(lines-9, Republican-governor/Democratic-legislature-8)
pobj(along-7, lines-9)
prep(split-6, than-10)
det(reverse-12, the-11)
pobj(than-10, reverse-12)
punct(split-6, .-13)

det(investigation-4, A-1)
amod(investigation-4, cross-state-2)
amod(investigation-4, econometric-3)
nsubj(reveals-8, investigation-4)
punct(reveals-8, ,-5)
advmod(reveals-8, furthermore-6)
punct(reveals-8, ,-7)
root(ROOT-0, reveals-8)
mark(function-42, that-9)
punct(function-42, ,-10)
vmod(function-42, holding-11)
amod(factors-13, other-12)
dep(holding-11, factors-13)
dep(factors-13, constant-14)
punct(function-42, ,-15)
det(difference-17, the-16)
nsubj(function-42, difference-17)
prep(difference-17, between-18)
det(state-20, a-19)
poss(vote-23, state-20)
possessive(state-20, 's-21)
amod(vote-23, major-party-22)
nsubj(going-24, vote-23)
pobj(between-18, going-24)
prep(going-24, to-25)
det(candidate-29, the-26)
amod(candidate-29, Republican-27)
amod(candidate-29, gubernatorial-28)
pobj(to-25, candidate-29)
cc(going-24, and-30)
det(share-33, the-31)
amod(share-33, Republican-32)
conj(going-24, share-33)
prep(share-33, of-34)
det(house-38, the-35)
amod(house-38, lower-36)
nn(house-38, state-37)
pobj(of-34, house-38)
cop(function-42, is-39)
det(function-42, a-40)
amod(function-42, positive-41)
ccomp(reveals-8, function-42)
prep(function-42, of-43)
det(rate-47, the-44)
nn(rate-47, state-45)
nn(rate-47, tax-46)
pobj(of-43, rate-47)
punct(reveals-8, .-48)

prep(have-27, In-1)
dep(In-1, sum-2)
punct(have-27, ,-3)
prep(have-27, at-4)
predet(levels-11, both-5)
det(levels-11, the-6)
amod(levels-11, federal-7)
cc(federal-7, and-8)
conj(federal-7, state-9)
nn(levels-11, government-10)
pobj(at-4, levels-11)
advmod(part-14, at-12)
pobj(at-12, least-13)
nsubj(have-27, part-14)
prep(part-14, of-15)
det(behavior-19, the-16)
advmod(irrational-18, seemingly-17)
amod(behavior-19, irrational-18)
pobj(of-15, behavior-19)
dep(display-21, voters-20)
rcmod(behavior-19, display-21)
prep(display-21, in-22)
