nn(Cos.-4, Marsh-1)
num(%-8, 8.62-7)
dep(TRUST-5, %-8)
punct(TRUST-5, .-9)

amod(rate-3, Annualized-1)
amod(rate-3, average-2)
root(ROOT-0, rate-3)
prep(rate-3, of-4)
dep(of-4, return-5)
prep(rate-3, after-6)
dep(after-6, expenses-7)
prep(rate-3, for-8)
det(days-12, the-9)
amod(days-12, past-10)
num(days-12, 30-11)
pobj(for-8, days-12)
punct(rate-3, ;-13)
neg(rate-3, not-14)
det(forecast-16, a-15)
dep(rate-3, forecast-16)
prep(forecast-16, of-17)
amod(returns-19, future-18)
pobj(of-17, returns-19)
punct(rate-3, .-20)

nsubj(told-8, Securities-1)
cc(Securities-1, and-2)
nn(Breeden-7, Exchange-3)
nn(Breeden-7, Commission-4)
nn(Breeden-7, Chairman-5)
nn(Breeden-7, Richard-6)
conj(Securities-1, Breeden-7)
root(ROOT-0, told-8)
det(subcommittee-11, a-9)
amod(subcommittee-11, congressional-10)
dobj(told-8, subcommittee-11)
mark(consider-15, that-12)
dep(consider-15, he-13)
aux(consider-15, would-14)
ccomp(told-8, consider-15)
xcomp(consider-15, imposing-16)
punct(breakers-19, ``-17)
nn(breakers-19, circuit-18)
dobj(imposing-16, breakers-19)
punct(breakers-19, ''-20)
aux(halt-22, to-21)
vmod(imposing-16, halt-22)
nn(trading-24, program-23)
dobj(halt-22, trading-24)
prep(halt-22, at-25)
amod(times-27, volatile-26)
pobj(at-25, times-27)
punct(told-8, .-28)

nn(Breeden-2, Mr.-1)
nsubj(said-16, Breeden-2)
punct(said-16, ,-3)
prep(said-16, in-4)
poss(testimony-7, his-5)
amod(testimony-7, first-6)
pobj(in-4, testimony-7)
prep(testimony-7, to-8)
dep(to-8, Congress-9)
prep(testimony-7, since-10)
pcomp(since-10, taking-11)
det(post-14, the-12)
nn(post-14, SEC-13)
dobj(taking-11, post-14)
punct(said-16, ,-15)
root(ROOT-0, said-16)
det(agency-18, the-17)
nsubj(studying-20, agency-18)
aux(studying-20, is-19)
ccomp(said-16, studying-20)
det(plunge-26, the-21)
dep(plunge-26, Friday-22)
det(Friday-22, the-23)
amod(Friday-22, 13th-24)
nn(plunge-26, market-25)
dobj(studying-20, plunge-26)
punct(plunge-26, ,-27)
prep(plunge-26, including-28)
advmod(affected-33, how-29)
amod(breakers-32, current-30)
nn(breakers-32, circuit-31)
nsubj(affected-33, breakers-32)
pcomp(including-28, affected-33)
det(market-35, the-34)
iobj(affected-33, market-35)
det(day-37, that-36)
dobj(affected-33, day-37)
cc(day-37, and-38)
det(Monday-41, the-39)
amod(Monday-41, following-40)
conj(day-37, Monday-41)
punct(said-16, .-42)

prep(willing-9, After-1)
det(study-3, the-2)
pobj(After-1, study-3)
punct(willing-9, ,-4)
det(SEC-6, the-5)
nsubj(willing-9, SEC-6)
aux(willing-9, would-7)
cop(willing-9, be-8)
ccomp(added-23, willing-9)
aux(consider-11, to-10)
xcomp(willing-9, consider-11)
ccomp(consider-11, adding-12)
amod(breakers-15, new-13)
nn(breakers-15, circuit-14)
dobj(adding-12, breakers-15)
cc(adding-12, or-16)
conj(adding-12, fine-tuning-17)
det(ones-20, the-18)
amod(ones-20, current-19)
dobj(fine-tuning-17, ones-20)
punct(added-23, ,-21)
dep(added-23, he-22)
root(ROOT-0, added-23)
punct(added-23, .-24)

nn(breakers-2, Circuit-1)
nsubj(curb-18, breakers-2)
punct(breakers-2, ,-3)
vmod(breakers-2, designed-4)
aux(give-6, to-5)
xcomp(designed-4, give-6)
det(markets-8, the-7)
iobj(give-6, markets-8)
det(breather-10, a-9)
dobj(give-6, breather-10)
prep(give-6, in-11)
pobj(in-11, cases-12)
prep(cases-12, of-13)
amod(movements-16, sharp-14)
nn(movements-16, price-15)
pobj(of-13, movements-16)
punct(breakers-2, ,-17)
root(ROOT-0, curb-18)
dobj(curb-18, trading-19)
prep(trading-19, of-20)
pobj(of-20, futures-21)
cc(futures-21, or-22)
conj(futures-21, stocks-23)
prep(curb-18, at-24)
amod(points-27, various-25)
nn(points-27, trigger-26)
pobj(at-24, points-27)
punct(curb-18, .-28)

prep(kicked-13, At-1)
amod(points-3, certain-2)
pobj(At-1, points-3)
prep(points-3, during-4)
det(drop-9, the-5)
dep(drop-9, Friday-6)
det(Friday-6, the-7)
amod(Friday-6, 13th-8)
pobj(during-4, drop-9)
punct(kicked-13, ,-10)
nn(breakers-12, circuit-11)
nsubj(kicked-13, breakers-12)
root(ROOT-0, kicked-13)
dep(kicked-13, in-14)
prep(kicked-13, on-15)
det(market-18, the-16)
nn(market-18, futures-17)
pobj(on-15, market-18)
punct(kicked-13, ,-19)
xcomp(kicked-13, slowing-20)
dep(slowing-20, trading-21)
prep(slowing-20, at-22)
dep(at-22, times-23)
punct(kicked-13, .-24)

det(breaker-3, A-1)
nn(breaker-3, circuit-2)
nsubjpass(tripped-16, breaker-3)
dep(closed-7, that-4)
aux(closed-7, would-5)
aux(closed-7, have-6)
dep(breaker-3, closed-7)
dep(closed-7, down-8)
det(Exchange-13, the-9)
nn(Exchange-13, New-10)
nn(Exchange-13, York-11)
nn(Exchange-13, Stock-12)
dobj(closed-7, Exchange-13)
auxpass(tripped-16, was-14)
neg(tripped-16, n't-15)
root(ROOT-0, tripped-16)
punct(tripped-16, .-17)

nn(Markey-3, Rep.-1)
nn(Markey-3, Edward-2)
nsubj(pushing-20, Markey-3)
punct(D.-5, -LRB--4)
dep(Markey-3, D.-5)
punct(D.-5, ,-6)
dep(D.-5, Mass.-7)
punct(D.-5, -RRB--8)
punct(Markey-3, ,-9)
appos(Markey-3, chairman-10)
prep(chairman-10, of-11)
det(Telecommunications-14, the-12)
nn(Telecommunications-14, House-13)
pobj(of-11, Telecommunications-14)
cc(Telecommunications-14, and-15)
nn(Subcommittee-17, Finance-16)
conj(Telecommunications-14, Subcommittee-17)
punct(Markey-3, ,-18)
aux(pushing-20, is-19)
root(ROOT-0, pushing-20)
det(idea-22, the-21)
dobj(pushing-20, idea-22)
prep(idea-22, of-23)
det(breaker-26, a-24)
nn(breaker-26, circuit-25)
pobj(of-23, breaker-26)
prep(breaker-26, for-27)
amod(trading-30, computer-driven-28)
nn(trading-30, program-29)
pobj(for-27, trading-30)
prep(pushing-20, in-31)
pobj(in-31, hopes-32)
dep(curb-35, that-33)
aux(curb-35, would-34)
ccomp(hopes-32, curb-35)
punct(turmoil-37, ``-36)
dobj(curb-35, turmoil-37)
punct(turmoil-37, ''-38)
prep(turmoil-37, in-39)
det(marketplace-41, the-40)
pobj(in-39, marketplace-41)
punct(pushing-20, .-42)

dep(argued-2, He-1)
root(ROOT-0, argued-2)
mark(pushing-11, that-3)
nsubj(pushing-11, program-trading-4)
prep(program-trading-4, by-5)
quantmod(15-7, roughly-6)
num(institutions-9, 15-7)
amod(institutions-9, big-8)
pobj(by-5, institutions-9)
aux(pushing-11, is-10)
ccomp(argued-2, pushing-11)
dep(pushing-11, around-12)
det(markets-14, the-13)
dobj(pushing-11, markets-14)
cc(pushing-11, and-15)
conj(pushing-11, scaring-16)
amod(investors-18, individual-17)
dobj(scaring-16, investors-18)
punct(argued-2, .-19)

nn(Breeden-2, Mr.-1)
nsubj(reject-5, Breeden-2)
aux(reject-5, did-3)
neg(reject-5, n't-4)
root(ROOT-0, reject-5)
det(proposal-7, the-6)
dobj(reject-5, proposal-7)
punct(reject-5, .-8)

mark(completed-9, After-1)
det(study-4, the-2)
nn(study-4, SEC-3)
nsubjpass(completed-9, study-4)
prep(study-4, of-5)
det(drop-7, the-6)
pobj(of-5, drop-7)
auxpass(completed-9, is-8)
advcl(happy-18, completed-9)
punct(said-12, ,-10)
dep(said-12, he-11)
parataxis(happy-18, said-12)
punct(said-12, ,-13)
punct(happy-18, ``-14)
dep(happy-18, I-15)
cop(happy-18, 'm-16)
advmod(happy-18, perfectly-17)
root(ROOT-0, happy-18)
aux(work-20, to-19)
xcomp(happy-18, work-20)
prep(work-20, with-21)
det(committee-23, this-22)
pobj(with-21, committee-23)
punct(work-20, ...-24)
prep(work-20, in-25)
pcomp(in-25, identifying-26)
mark(need-29, whether-27)
dep(need-29, we-28)
ccomp(identifying-26, need-29)
amod(devices-31, other-30)
dobj(need-29, devices-31)
punct(devices-31, ,-32)
punct(devices-31, ''-33)
mwe(as-35, such-34)
prep(devices-31, as-35)
det(curb-38, a-36)
nn(curb-38, program-trading-37)
pobj(as-35, curb-38)
punct(happy-18, .-39)

nn(Breeden-2, Mr.-1)
nsubj(backed-3, Breeden-2)
root(ROOT-0, backed-3)
dobj(backed-3, most-4)
prep(most-4, of-5)
det(provisions-7, the-6)
pobj(of-5, provisions-7)
prep(provisions-7, in-8)
det(bill-11, a-9)
amod(bill-11, market-reform-10)
pobj(in-8, bill-11)
mark(brought-15, that-12)
det(SEC-14, the-13)
nsubj(brought-15, SEC-14)
dep(bill-11, brought-15)
prep(brought-15, to-16)
det(subcommittee-18, the-17)
pobj(to-16, subcommittee-18)
amod(year-20, last-19)
tmod(brought-15, year-20)
prep(brought-15, under-21)
nn(Ruder-24, then-chairman-22)
nn(Ruder-24, David-23)
pobj(under-21, Ruder-24)
punct(backed-3, .-25)

det(measure-2, The-1)
nsubjpass(expected-4, measure-2)
auxpass(expected-4, is-3)
root(ROOT-0, expected-4)
aux(move-6, to-5)
xcomp(expected-4, move-6)
prep(move-6, through-7)
det(Congress-9, this-8)
pobj(through-7, Congress-9)
punct(expected-4, .-10)

cc(opposed-6, But-1)
det(chairman-4, the-2)
amod(chairman-4, new-3)
nsubj(opposed-6, chairman-4)
advmod(opposed-6, vehemently-5)
root(ROOT-0, opposed-6)
det(provision-8, a-7)
dobj(opposed-6, provision-8)
prep(provision-8, in-9)
det(bill-11, the-10)
pobj(in-9, bill-11)
dep(give-14, that-12)
aux(give-14, would-13)
dep(provision-8, give-14)
det(agency-16, the-15)
iobj(give-14, agency-16)
det(right-18, the-17)
dobj(give-14, right-18)
aux(close-20, to-19)
vmod(right-18, close-20)
det(markets-22, the-21)
dobj(close-20, markets-22)
prep(close-20, at-23)
pobj(at-23, times-24)
prep(times-24, of-25)
dep(of-25, stress-26)
punct(opposed-6, .-27)

nn(Breeden-2, Mr.-1)
nsubj(contended-3, Breeden-2)
root(ROOT-0, contended-3)
mark(worsen-13, that-4)
nsubj(worsen-13, uncertainty-5)
prep(uncertainty-5, over-6)
advmod(act-11, when-7)
det(SEC-9, the-8)
nsubj(act-11, SEC-9)
aux(act-11, might-10)
pcomp(over-6, act-11)
aux(worsen-13, could-12)
ccomp(contended-3, worsen-13)
dobj(worsen-13, volatility-14)
prep(volatility-14, in-15)
det(markets-17, the-16)
pobj(in-15, markets-17)
punct(contended-3, .-18)

dep(argued-2, He-1)
root(ROOT-0, argued-2)
mark(allows-8, that-3)
det(system-7, the-4)
amod(system-7, current-5)
nn(system-7, circuit-breaker-6)
nsubj(allows-8, system-7)
ccomp(argued-2, allows-8)
dep(know-11, investors-9)
aux(know-11, to-10)
xcomp(allows-8, know-11)
punct(know-11, ``-12)
advmod(when-14, precisely-13)
advmod(occur-21, when-14)
cc(when-14, and-15)
dep(when-14, where-16)
det(interruptions-19, any-17)
nn(interruptions-19, trading-18)
nsubj(occur-21, interruptions-19)
aux(occur-21, will-20)
ccomp(know-11, occur-21)
cc(occur-21, and-22)
advmod(long-24, how-23)
advmod(last-27, long-24)
dep(last-27, they-25)
aux(last-27, will-26)
conj(occur-21, last-27)
punct(argued-2, .-28)
punct(argued-2, ''-29)

nn(Breeden-2, Mr.-1)
nsubj(offered-3, Breeden-2)
root(ROOT-0, offered-3)
amod(support-5, strong-4)
dobj(offered-3, support-5)
prep(support-5, for-6)
num(provisions-9, two-7)
amod(provisions-9, other-8)
pobj(for-6, provisions-9)
prep(provisions-9, in-10)
det(bill-12, the-11)
pobj(in-10, bill-12)
punct(offered-3, .-13)

dep(force-3, One-1)
aux(force-3, would-2)
root(ROOT-0, force-3)
nn(houses-5, brokerage-4)
dobj(force-3, houses-5)
aux(provide-7, to-6)
xcomp(force-3, provide-7)
det(SEC-9, the-8)
iobj(provide-7, SEC-9)
amod(information-11, detailed-10)
dobj(provide-7, information-11)
prep(information-11, about-12)
pobj(about-12, loans-13)
dep(loans-13, made-14)
prep(made-14, by-15)
poss(companies-18, their-16)
nn(companies-18, holding-17)
pobj(by-15, companies-18)
punct(force-3, .-19)

amod(loans-2, Such-1)
nsubjpass(used-5, loans-2)
advmod(used-5, often-3)
auxpass(used-5, are-4)
root(ROOT-0, used-5)
aux(finance-7, to-6)
xcomp(used-5, finance-7)
amod(buy-outs-9, leveraged-8)
dobj(finance-7, buy-outs-9)
punct(used-5, ,-10)
cc(used-5, and-11)
det(agency-13, the-12)
nsubjpass(worried-15, agency-13)
auxpass(worried-15, is-14)
conj(used-5, worried-15)
mark(create-22, that-16)
det(drop-20, a-17)
amod(drop-20, sharp-18)
nn(drop-20, market-19)
nsubj(create-22, drop-20)
aux(create-22, could-21)
ccomp(worried-15, create-22)
nn(problems-24, capital-23)
dobj(create-22, problems-24)
prep(problems-24, for-25)
det(firms-27, the-26)
pobj(for-25, firms-27)
punct(used-5, .-28)

dep(backed-3, He-1)
advmod(backed-3, also-2)
root(ROOT-0, backed-3)
det(rule-5, a-4)
dobj(backed-3, rule-5)
aux(require-7, to-6)
vmod(rule-5, require-7)
amod(traders-9, large-8)
dobj(require-7, traders-9)
aux(report-11, to-10)
xcomp(require-7, report-11)
dep(report-11, transactions-12)
prep(report-11, on-13)
det(basis-16, a-14)
amod(basis-16, systematic-15)
pobj(on-13, basis-16)
punct(backed-3, .-17)

det(information-2, That-1)
nsubj(critical-8, information-2)
punct(argued-5, ,-3)
dep(argued-5, he-4)
parataxis(critical-8, argued-5)
punct(argued-5, ,-6)
cop(critical-8, is-7)
root(ROOT-0, critical-8)
prep(critical-8, to-9)
pcomp(to-9, reconstructing-10)
amod(moves-13, sharp-11)
nn(moves-13, market-12)
dobj(reconstructing-10, moves-13)
punct(moves-13, ,-14)
mwe(as-16, such-15)
prep(moves-13, as-16)
det(one-18, the-17)
pobj(as-16, one-18)
quantmod(two-20, nearly-19)
num(weeks-21, two-20)
npadvmod(ago-22, weeks-21)
advmod(one-18, ago-22)
punct(critical-8, .-23)

prep(sold-20, In-1)
det(sale-5, a-2)
amod(sale-5, rare-3)
nn(sale-5, package-4)
pobj(In-1, sale-5)
prep(sale-5, of-6)
poss(estate-9, its-7)
amod(estate-9, real-8)
pobj(of-6, estate-9)
punct(sold-20, ,-10)
nn(Corp.-13, K-11)
nn(Corp.-13, mart-12)
nsubj(sold-20, Corp.-13)
punct(Corp.-13, ,-14)
nn(Mich.-17, Troy-15)
punct(Mich.-17, ,-16)
appos(Corp.-13, Mich.-17)
punct(Mich.-17, ,-18)
aux(sold-20, has-19)
root(ROOT-0, sold-20)
dobj(sold-20, 17-21)
prep(17-21, of-22)
poss(centers-26, its-23)
nn(centers-26, strip-24)
nn(centers-26, shopping-25)
pobj(of-22, centers-26)
prep(sold-20, to-27)
det(partnership-30, a-28)
amod(partnership-30, limited-29)
pobj(to-27, partnership-30)
vmod(partnership-30, led-31)
prep(led-31, by-32)
nn(Pilevsky-37, New-33)
nn(Pilevsky-37, York-34)
nn(Pilevsky-37, developer-35)
nn(Pilevsky-37, Philip-36)
pobj(by-32, Pilevsky-37)
punct(sold-20, ,-38)
prep(sold-20, according-39)
pcomp(according-39, to-40)
pobj(to-40, sources-41)
amod(sources-41, familiar-42)
prep(familiar-42, with-43)
det(transaction-45, the-44)
pobj(with-43, transaction-45)
punct(sold-20, .-46)

dep(estimate-2, They-1)
root(ROOT-0, estimate-2)
det(value-4, the-3)
dobj(estimate-2, value-4)
prep(value-4, of-5)
det(transaction-7, the-6)
pobj(of-5, transaction-7)
prep(estimate-2, at-8)
dep($-11, close-9)
dep($-11, to-10)
pobj(at-8, $-11)
number(million-13, 100-12)
num($-11, million-13)
punct(estimate-2, .-14)

nn(officials-3, K-1)
nn(officials-3, mart-2)
nsubj(comment-9, officials-3)
cc(officials-3, and-4)
nn(Pilevsky-6, Mr.-5)
conj(officials-3, Pilevsky-6)
aux(comment-9, would-7)
neg(comment-9, n't-8)
root(ROOT-0, comment-9)
prep(comment-9, on-10)
det(sale-12, the-11)
pobj(on-10, sale-12)
punct(comment-9, .-13)

nn(mart-2, K-1)
nsubj(announced-5, mart-2)
advmod(announced-5, previously-3)
aux(announced-5, had-4)
root(ROOT-0, announced-5)
dep(report-8, it-6)
aux(report-8, would-7)
ccomp(announced-5, report-8)
poss(decline-12, its-9)
amod(decline-12, third-10)
amod(decline-12, consecutive-11)
dobj(report-8, decline-12)
prep(decline-12, in-13)
amod(earnings-15, quarterly-14)
pobj(in-13, earnings-15)
prep(decline-12, for-16)
det(period-18, the-17)
pobj(for-16, period-18)
vmod(period-18, ended-19)
tmod(ended-19, yesterday-20)
punct(yesterday-20, ,-21)
det(day-24, the-22)
amod(day-24, same-23)
dep(yesterday-20, day-24)
det(deal-28, the-25)
amod(deal-28, real-26)
nn(deal-28, estate-27)
nsubjpass(completed-30, deal-28)
auxpass(completed-30, was-29)
rcmod(day-24, completed-30)
punct(announced-5, .-31)

dep(estimating-3, Analysts-1)
aux(estimating-3, are-2)
root(ROOT-0, estimating-3)
amod(earnings-5, third-quarter-4)
nsubj(drop-7, earnings-5)
aux(drop-7, will-6)
ccomp(estimating-3, drop-7)
amod(%-10, between-8)
num(%-10, 13-9)
dobj(drop-7, %-10)
cc(%-10, and-11)
num(%-13, 20-12)
conj(%-10, %-13)
prep(drop-7, to-14)
quantmod(55-18, about-15)
number(55-18, 50-16)
dep(55-18, to-17)
num(cents-19, 55-18)
pobj(to-14, cents-19)
prep(cents-19, per-20)
dep(per-20, share-21)
punct(cents-19, ,-22)
prep(cents-19, compared-23)
pcomp(compared-23, with-24)
num(cents-26, 63-25)
pobj(with-24, cents-26)
prep(cents-26, per-27)
dep(per-27, share-28)
prep(cents-26, in-29)
det(quarter-32, the-30)
amod(quarter-32, year-ago-31)
pobj(in-29, quarter-32)
punct(estimating-3, .-33)

nsubj(is-2, It-1)
root(ROOT-0, is-2)
dep(is-2, unclear-3)
det(effect-5, what-4)
dobj(have-13, effect-5)
det(sale-7, the-6)
nsubj(have-13, sale-7)
prep(sale-7, of-8)
det(centers-11, the-9)
nn(centers-11, shopping-10)
pobj(of-8, centers-11)
aux(have-13, will-12)
ccomp(is-2, have-13)
prep(have-13, on-14)
dep(on-14, earnings-15)
punct(is-2, .-16)

nn(mart-2, K-1)
nsubj(developed-3, mart-2)
root(ROOT-0, developed-3)
det(centers-5, the-4)
dobj(developed-3, centers-5)
punct(centers-5, ,-6)
dep(range-8, which-7)
dep(centers-5, range-8)
prep(range-8, in-9)
dep(in-9, size-10)
prep(range-8, from-11)
quantmod(150,000-13, about-12)
num(feet-15, 150,000-13)
amod(feet-15, square-14)
pobj(from-11, feet-15)
prep(from-11, to-16)
advmod(over-18, just-17)
quantmod(250,000-19, over-18)
num(feet-21, 250,000-19)
amod(feet-21, square-20)
pobj(to-16, feet-21)
punct(developed-3, .-22)

dep(anchored-3, Most-1)
auxpass(anchored-3, are-2)
root(ROOT-0, anchored-3)
prep(anchored-3, by-4)
det(store-8, a-5)
nn(store-8, K-6)
nn(store-8, mart-7)
pobj(by-4, store-8)
punct(anchored-3, .-9)

det(retailer-2, The-1)
nsubj(lease-5, retailer-2)
advmod(lease-5, reportedly-3)
aux(lease-5, will-4)
root(ROOT-0, lease-5)
poss(stores-7, its-6)
dobj(lease-5, stores-7)
advmod(lease-5, back-8)
prep(lease-5, from-9)
det(developer-11, the-10)
pobj(from-9, developer-11)
punct(developer-11, ,-12)
dobj(expand-16, who-13)
dep(developer-11, plans-14)
aux(expand-16, to-15)
xcomp(plans-14, expand-16)
det(centers-19, the-17)
amod(centers-19, small-18)
dobj(expand-16, centers-19)
punct(lease-5, .-20)

det(centers-2, The-1)
nsubj(comprise-3, centers-2)
root(ROOT-0, comprise-3)
det(total-5, a-4)
dobj(comprise-3, total-5)
prep(total-5, of-6)
quantmod(million-9, about-7)
number(million-9, 1.6-8)
num(feet-11, million-9)
amod(feet-11, square-10)
pobj(of-6, feet-11)
prep(feet-11, of-12)
amod(space-14, retail-13)
pobj(of-12, space-14)
punct(comprise-3, .-15)

dep(spread-3, They-1)
auxpass(spread-3, are-2)
root(ROOT-0, spread-3)
prep(spread-3, around-4)
det(country-6, the-5)
pobj(around-4, country-6)
cc(spread-3, and-7)
conj(spread-3, include-8)
dobj(include-8, locations-9)
prep(locations-9, in-10)
pobj(in-10, California-11)
punct(California-11, ,-12)
conj(California-11, Florida-13)
punct(California-11, ,-14)
conj(California-11, Washington-15)
cc(California-11, and-16)
conj(California-11, Arizona-17)
punct(spread-3, .-18)

nn(Pilevsky-2, Mr.-1)
nsubj(owns-18, Pilevsky-2)
punct(Pilevsky-2, ,-3)
dep(heads-5, who-4)
dep(Pilevsky-2, heads-5)
nn(Corp.-9, Philips-6)
nn(Corp.-9, International-7)
nn(Corp.-9, Holding-8)
dobj(heads-5, Corp.-9)
punct(Corp.-9, ,-10)
det(company-16, a-11)
amod(York-based-13, New-12)
amod(company-16, York-based-13)
amod(company-16, real-14)
nn(company-16, estate-15)
appos(Corp.-9, company-16)
punct(Pilevsky-2, ,-17)
root(ROOT-0, owns-18)
advmod(than-20, more-19)
quantmod(dozen-22, than-20)
quantmod(dozen-22, a-21)
num(centers-25, dozen-22)
amod(centers-25, other-23)
nn(centers-25, shopping-24)
dobj(owns-18, centers-25)
prep(tenant-32, in-26)
dep(in-26, which-27)
nn(mart-29, K-28)
nsubj(tenant-32, mart-29)
cop(tenant-32, is-30)
det(tenant-32, a-31)
rcmod(centers-25, tenant-32)
punct(owns-18, .-33)

det(company-2, The-1)
nsubj(is-3, company-2)
root(ROOT-0, is-3)
dep(is-3, active-4)
prep(is-3, in-5)
nn(development-9, office-6)
cc(office-6, and-7)
conj(office-6, residential-8)
pobj(in-5, development-9)
prep(development-9, in-10)
nn(York-12, New-11)
pobj(in-10, York-12)
punct(is-3, .-13)

advmod(controls-7, However-1)
punct(controls-7, ,-2)
advmod(controls-7, nationally-3)
punct(controls-7, ,-4)
nn(Pilevsky-6, Mr.-5)
nsubj(controls-7, Pilevsky-6)
root(ROOT-0, controls-7)
prep(controls-7, through-8)
amod(partnerships-10, limited-9)
pobj(through-8, partnerships-10)
quantmod(85-12, about-11)
num(centers-14, 85-12)
nn(centers-14, shopping-13)
dobj(controls-7, centers-14)
prep(centers-14, with-15)
quantmod(million-18, about-16)
number(million-18, 17-17)
num(feet-20, million-18)
amod(feet-20, square-19)
pobj(with-15, feet-20)
punct(controls-7, .-21)

nn(mart-2, K-1)
nsubj(runs-3, mart-2)
root(ROOT-0, runs-3)
num(stores-7, 2,200-4)
nn(stores-7, K-5)
nn(stores-7, mart-6)
dobj(runs-3, stores-7)
punct(runs-3, ,-8)
advmod(runs-3, primarily-9)
prep(runs-3, in-10)
amod(facilities-12, leased-11)
pobj(in-10, facilities-12)
punct(runs-3, .-13)

det(company-2, The-1)
nsubj(sells-4, company-2)
advmod(sells-4, typically-3)
root(ROOT-0, sells-4)
det(centers-6, the-5)
dobj(sells-4, centers-6)
dep(develops-8, it-7)
rcmod(centers-6, develops-8)
punct(sells-4, ,-9)
cc(sells-4, but-10)
aux(sold-13, has-11)
advmod(sold-13, usually-12)
conj(sells-4, sold-13)
quantmod(one-15, only-14)
dobj(sold-13, one-15)
cc(one-15, or-16)
conj(one-15, several-17)
prep(sold-13, at-18)
det(time-20, a-19)
pobj(at-18, time-20)
punct(sells-4, .-21)

dep(fighting-3, Motorola-1)
aux(fighting-3, is-2)
root(ROOT-0, fighting-3)
advmod(fighting-3, back-4)
prep(fighting-3, against-5)
nn(mail-7, junk-6)
pobj(against-5, mail-7)
punct(fighting-3, .-8)

advmod(much-2, So-1)
nsubj(poured-6, much-2)
prep(much-2, of-3)
det(stuff-5, the-4)
pobj(of-3, stuff-5)
root(ROOT-0, poured-6)
prep(poured-6, into-7)
poss(offices-13, its-8)
dep(offices-13, Austin-9)
punct(Austin-9, ,-10)
dep(Austin-9, Texas-11)
punct(Austin-9, ,-12)
pobj(into-7, offices-13)
mark(stopped-20, that-14)
poss(rooms-17, its-15)
nn(rooms-17, mail-16)
nsubj(stopped-20, rooms-17)
advmod(rooms-17, there-18)
advmod(stopped-20, simply-19)
ccomp(poured-6, stopped-20)
xcomp(stopped-20, delivering-21)
dep(delivering-21, it-22)
punct(poured-6, .-23)

advmod(go-11, Now-1)
punct(go-11, ,-2)
nsubj(go-11, thousands-3)
prep(thousands-3, of-4)
nn(catalogs-7, mailers-5)
punct(catalogs-7, ,-6)
pobj(of-4, catalogs-7)
cc(catalogs-7, and-8)
nn(pitches-10, sales-9)
conj(catalogs-7, pitches-10)
root(ROOT-0, go-11)
advmod(into-13, straight-12)
prep(go-11, into-13)
det(trash-15, the-14)
pobj(into-13, trash-15)
punct(go-11, .-16)

punct(says-26, ``-1)
dep(have-6, We-2)
advmod(have-6, just-3)
aux(have-6, do-4)
neg(have-6, n't-5)
ccomp(says-26, have-6)
det(staff-8, the-7)
dobj(have-6, staff-8)
aux(deliver-11, to-9)
punct(deliver-11, -LCB--10)
vmod(staff-8, deliver-11)
punct(deliver-11, -RCB--12)
dep(deliver-11, it-13)
punct(have-6, ,-14)
cc(have-6, nor-15)
aux(have-18, do-16)
dep(have-18, we-17)
conj(have-6, have-18)
det(space-20, the-19)
dobj(have-18, space-20)
cc(space-20, or-21)
det(time-23, the-22)
conj(space-20, time-23)
punct(says-26, ,-24)
punct(says-26, ''-25)
root(ROOT-0, says-26)
det(spokesman-28, a-27)
nsubj(says-26, spokesman-28)
prep(spokesman-28, for-29)
det(company-36, the-30)
dep(company-36, Schaumburg-31)
punct(Schaumburg-31, ,-32)
dep(Schaumburg-31, Ill.-33)
punct(Schaumburg-31, ,-34)
nn(company-36, electronics-35)
pobj(for-29, company-36)
punct(company-36, ,-37)
dep(has-39, which-38)
