advmod(Monday-7, No-1)
prep(quarter-4, of-5)
dep(of-5, 1987-6)
punct(spurted-10, ,-7)
det(economy-9, the-8)
nsubj(spurted-10, economy-9)
root(ROOT-0, spurted-10)
prep(spurted-10, at-11)
det(rate-15, an-12)
amod(rate-15, inflation-adjusted-13)
amod(rate-15, annual-14)
pobj(at-11, rate-15)
prep(rate-15, of-16)
num(%-18, 5.3-17)
pobj(of-16, %-18)
punct(spurted-10, .-19)

det(consensus-2, The-1)
nsubj(is-5, consensus-2)
prep(consensus-2, among-3)
dep(among-3, economists-4)
root(ROOT-0, is-5)
mark(grew-8, that-6)
dep(grew-8, it-7)
ccomp(is-5, grew-8)
det(%-14, a-9)
advmod(sluggish-12, much-10)
advmod(sluggish-12, more-11)
amod(%-14, sluggish-12)
num(%-14, 2.3-13)
dobj(grew-8, %-14)
prep(grew-8, in-15)
det(quarter-18, the-16)
amod(quarter-18, third-17)
pobj(in-15, quarter-18)
prep(quarter-18, of-19)
dep(of-19, 1989-20)
punct(quarter-18, ,-21)
dep(ended-23, which-22)
dep(quarter-18, ended-23)
num(weeks-25, two-24)
npadvmod(ago-26, weeks-25)
advmod(ended-23, ago-26)
punct(is-5, .-27)

det(plunge-2, The-1)
nsubj(happening-8, plunge-2)
prep(plunge-2, in-3)
nn(prices-5, stock-4)
pobj(in-3, prices-5)
punct(happening-8, ``-6)
aux(happening-8, is-7)
ccomp(says-21, happening-8)
prep(happening-8, at-9)
det(time-11, a-10)
pobj(at-9, time-11)
advmod(slowed-17, when-12)
det(economy-14, the-13)
nsubj(slowed-17, economy-14)
aux(slowed-17, has-15)
advmod(slowed-17, already-16)
rcmod(time-11, slowed-17)
dep(slowed-17, down-18)
punct(says-21, ,-19)
punct(says-21, ''-20)
root(ROOT-0, says-21)
nn(Chimerine-24, economist-22)
nn(Chimerine-24, Lawrence-23)
nsubj(says-21, Chimerine-24)
prep(Chimerine-24, of-25)
nn(Group-27, WEFA-26)
pobj(of-25, Group-27)
punct(Group-27, ,-28)
det(company-36, a-29)
dep(company-36, Bala-30)
nn(Bala-30, Cynwyd-31)
punct(Bala-30, ,-32)
dep(Bala-30, Pa.-33)
punct(Bala-30, ,-34)
nn(company-36, forecasting-35)
appos(Group-27, company-36)
punct(says-21, .-37)

punct(gone-8, ``-1)
det(lot-3, A-2)
nsubj(gone-8, lot-3)
prep(lot-3, of-4)
amod(demand-6, pent-up-5)
pobj(of-4, demand-6)
dep(gone-8, is-7)
root(ROOT-0, gone-8)
punct(gone-8, .-9)
punct(gone-8, ''-10)

nn(spending-2, Consumer-1)
nsubj(drop-4, spending-2)
aux(drop-4, did-3)
ccomp(recalls-26, drop-4)
prep(drop-4, in-5)
det(months-7, the-6)
pobj(in-5, months-7)
prep(months-7, following-8)
nn(Monday-10, Black-9)
pobj(following-8, Monday-10)
num(Monday-10, 1987-11)
punct(slightly-16, ---12)
punct(slightly-16, ``-13)
cc(slightly-16, but-14)
advmod(slightly-16, only-15)
dep(drop-4, slightly-16)
cc(slightly-16, and-17)
conj(slightly-16, for-18)
det(period-21, a-19)
amod(period-21, short-20)
pobj(for-18, period-21)
prep(period-21, of-22)
dep(of-22, time-23)
punct(recalls-26, ,-24)
punct(recalls-26, ''-25)
root(ROOT-0, recalls-26)
nn(Zarnowitz-28, Mr.-27)
nsubj(recalls-26, Zarnowitz-28)
punct(Zarnowitz-28, ,-29)
det(student-32, a-30)
amod(student-32, longtime-31)
appos(Zarnowitz-28, student-32)
prep(student-32, of-33)
nn(cycles-35, business-34)
pobj(of-33, cycles-35)
punct(recalls-26, .-36)

punct(offset-4, ``-1)
dep(offset-4, That-2)
auxpass(offset-4, was-3)
root(ROOT-0, offset-4)
prep(offset-4, by-5)
pobj(by-5, strength-6)
advmod(strength-6, elsewhere-7)
punct(offset-4, .-8)

punct(severe-8, -LCB--1)
det(effects-3, The-2)
nsubj(severe-8, effects-3)
punct(severe-8, -RCB--4)
cop(severe-8, were-5)
advmod(less-7, much-6)
advmod(severe-8, less-7)
root(ROOT-0, severe-8)
cc(severe-8, and-9)
advmod(prolonged-11, less-10)
conj(severe-8, prolonged-11)
mark(feared-15, than-12)
dep(feared-15, some-13)
aux(feared-15, had-14)
ccomp(severe-8, feared-15)
cc(feared-15, or-16)
conj(feared-15, expected-17)
punct(severe-8, .-18)

punct(insufficient-14, ''-1)
dep(insufficient-14, Today-2)
punct(frets-5, ,-3)
dep(frets-5, he-4)
parataxis(insufficient-14, frets-5)
punct(frets-5, ,-6)
nsubj(insufficient-14, exports-7)
cc(exports-7, and-8)
nn(spending-11, business-9)
nn(spending-11, investment-10)
conj(exports-7, spending-11)
aux(insufficient-14, may-12)
cop(insufficient-14, be-13)
root(ROOT-0, insufficient-14)
aux(pick-16, to-15)
xcomp(insufficient-14, pick-16)
dep(pick-16, up-17)
det(slack-19, the-18)
dobj(pick-16, slack-19)
mark(sink-23, if-20)
nn(prices-22, stock-21)
nsubj(sink-23, prices-22)
advcl(insufficient-14, sink-23)
det(week-25, this-24)
tmod(sink-23, week-25)
cc(sink-23, and-26)
mark(retrench-29, if-27)
dep(retrench-29, consumers-28)
conj(sink-23, retrench-29)
prep(retrench-29, in-30)
dep(in-30, reaction-31)
punct(insufficient-14, .-32)

dep('s-2, What-1)
advcl(abated-11, 's-2)
dep('s-2, more-3)
punct(abated-11, ,-4)
det(binge-8, the-5)
amod(binge-8, corporate-6)
nn(binge-8, borrowing-7)
nsubj(abated-11, binge-8)
aux(abated-11, has-9)
neg(abated-11, n't-10)
root(ROOT-0, abated-11)
prep(abated-11, in-12)
det(years-16, the-13)
amod(years-16, past-14)
num(years-16, two-15)
pobj(in-12, years-16)
punct(abated-11, .-17)

punct(notes-27, ``-1)
dep(had-4, We-2)
aux(had-4, 've-3)
ccomp(notes-27, had-4)
num(years-7, two-5)
amod(years-7, more-6)
dobj(had-4, years-7)
prep(years-7, of-8)
amod(accumulation-10, significant-9)
pobj(of-8, accumulation-10)
prep(accumulation-10, of-11)
dep(of-11, debt-12)
punct(had-4, ...-13)
advmod(at-15, just-14)
prep(had-4, at-15)
det(time-17, the-16)
pobj(at-15, time-17)
advmod(squeezed-22, when-18)
dep(squeezed-22, earnings-19)
aux(squeezed-22, are-20)
auxpass(squeezed-22, being-21)
dep(time-17, squeezed-22)
punct(notes-27, ,-23)
punct(notes-27, ''-24)
nn(Chimerine-26, Mr.-25)
nsubj(notes-27, Chimerine-26)
root(ROOT-0, notes-27)
punct(notes-27, .-28)

det(more-2, The-1)
dep(relies-5, more-2)
det(company-4, a-3)
nsubj(relies-5, company-4)
root(ROOT-0, relies-5)
prep(relies-5, on-6)
amod(money-8, borrowed-7)
pobj(on-6, money-8)
punct(relies-5, ,-9)
det(greater-11, the-10)
dep(sensitivity-13, greater-11)
poss(sensitivity-13, its-12)
dep(relies-5, sensitivity-13)
prep(sensitivity-13, to-14)
det(slowdown-17, an-15)
amod(slowdown-17, economic-16)
pobj(to-14, slowdown-17)
punct(relies-5, .-18)

det(company-2, A-1)
nsubj(withstand-9, company-2)
prep(company-2, with-3)
det(sheet-7, a-4)
amod(sheet-7, strong-5)
nn(sheet-7, balance-6)
pobj(with-3, sheet-7)
aux(withstand-9, can-8)
root(ROOT-0, withstand-9)
det(storm-12, an-10)
amod(storm-12, unanticipated-11)
dobj(withstand-9, storm-12)
punct(withstand-9, ;-13)
det(company-17, a-14)
advmod(leveraged-16, highly-15)
amod(company-17, leveraged-16)
nsubj(end-19, company-17)
aux(end-19, may-18)
parataxis(withstand-9, end-19)
dep(end-19, up-20)
prep(end-19, in-21)
nn(court-23, bankruptcy-22)
pobj(in-21, court-23)
punct(withstand-9, .-24)

det(Fed-2, The-1)
nsubj(knows-7, Fed-2)
punct(knows-7, ,-3)
prep(knows-7, of-4)
dep(of-4, course-5)
punct(knows-7, ,-6)
root(ROOT-0, knows-7)
dep(knows-7, that-8)
advmod(well-10, very-9)
advmod(knows-7, well-10)
punct(knows-7, ---11)
dep(knows-7, hence-12)
poss(readiness-14, its-13)
dep(knows-7, readiness-14)
aux(pump-16, to-15)
vmod(readiness-14, pump-16)
dep(pump-16, credit-17)
prep(pump-16, into-18)
det(economy-20, the-19)
pobj(into-18, economy-20)
det(morning-22, this-21)
tmod(pump-16, morning-22)
punct(knows-7, .-23)

cc(risks-9, But-1)
punct(risks-9, ,-2)
prep(risks-9, in-3)
det(process-5, the-4)
pobj(in-3, process-5)
punct(risks-9, ,-6)
det(Fed-8, the-7)
nsubj(risks-9, Fed-8)
root(ROOT-0, risks-9)
xcomp(risks-9, reigniting-10)
dep(reigniting-10, inflation-11)
punct(risks-9, .-12)

advmod(before-2, Even-1)
prep(arguing-13, before-2)
poss(events-5, Friday-3)
possessive(Friday-3, 's-4)
pobj(before-2, events-5)
punct(arguing-13, ,-6)
nn(Friedman-11, Harvard-7)
nn(Friedman-11, University-8)
nn(Friedman-11, economist-9)
nn(Friedman-11, Benjamin-10)
nsubj(arguing-13, Friedman-11)
aux(arguing-13, was-12)
root(ROOT-0, arguing-13)
mark(able-20, that-14)
det(Fed-16, the-15)
nsubj(able-20, Fed-16)
aux(able-20, wo-17)
neg(able-20, n't-18)
cop(able-20, be-19)
ccomp(arguing-13, able-20)
aux(live-22, to-21)
xcomp(able-20, live-22)
dep(live-22, up-23)
prep(live-22, to-24)
poss(words-27, its-25)
amod(words-27, tough-26)
pobj(to-24, words-27)
prep(words-27, on-28)
pcomp(on-28, eliminating-29)
dep(eliminating-29, inflation-30)
mwe(of-32, because-31)
prep(live-22, of-32)
poss(responsibility-34, its-33)
pobj(of-32, responsibility-34)
aux(protect-36, to-35)
vmod(responsibility-34, protect-36)
amod(markets-39, fragile-37)
amod(markets-39, financial-38)
nn(banks-41, markets-39)
punct(banks-41, ,-40)
dobj(protect-36, banks-41)
cc(banks-41, and-42)
advmod(leveraged-44, highly-43)
amod(corporations-45, leveraged-44)
conj(banks-41, corporations-45)
punct(arguing-13, .-46)

det(threat-3, The-1)
amod(threat-3, biggest-2)
nsubj(is-10, threat-3)
prep(threat-3, on-4)
det(horizon-7, the-5)
amod(horizon-7, economic-6)
pobj(on-4, horizon-7)
advmod(now-9, right-8)
advmod(threat-3, now-9)
ccomp(reasons-15, is-10)
neg(is-10, n't-11)
dep(is-10, recession-12)
punct(reasons-15, ,-13)
dep(reasons-15, he-14)
root(ROOT-0, reasons-15)
punct(reasons-15, ;-16)
dep(outbreak-20, it-17)
cop(outbreak-20, 's-18)
det(outbreak-20, an-19)
parataxis(reasons-15, outbreak-20)
prep(outbreak-20, of-21)
amod(inflation-23, uncontrolled-22)
pobj(of-21, inflation-23)
punct(reasons-15, .-24)

prep(move-14, In-1)
det(end-3, the-2)
pobj(In-1, end-3)
punct(suggested-8, ,-4)
det(collapse-7, the-5)
num(collapse-7, 1987-6)
nsubj(suggested-8, collapse-7)
parataxis(move-14, suggested-8)
punct(suggested-8, ,-9)
det(economy-11, the-10)
nsubj(move-14, economy-11)
aux(move-14, does-12)
neg(move-14, n't-13)
root(ROOT-0, move-14)
prep(move-14, in-15)
pobj(in-15, lockstep-16)
prep(lockstep-16, with-17)
nn(prices-19, stock-18)
pobj(with-17, prices-19)
punct(move-14, .-20)

det(economy-2, The-1)
nsubj(depend-7, economy-2)
aux(depend-7, does-3)
punct(depend-7, ,-4)
advmod(depend-7, however-5)
punct(depend-7, ,-6)
root(ROOT-0, depend-7)
prep(depend-7, on-8)
det(confidence-10, the-9)
pobj(on-8, confidence-10)
prep(confidence-10, of-11)
nn(consumers-14, businesses-12)
punct(consumers-14, ,-13)
pobj(of-11, consumers-14)
cc(consumers-14, and-15)
amod(investors-17, foreign-16)
conj(consumers-14, investors-17)
punct(depend-7, .-18)

det(panic-2, A-1)
nsubj(inspire-9, panic-2)
prep(panic-2, on-3)
nn(Street-5, Wall-4)
pobj(on-3, Street-5)
aux(inspire-9, does-6)
neg(inspire-9, n't-7)
advmod(inspire-9, exactly-8)
root(ROOT-0, inspire-9)
dep(inspire-9, confidence-10)
punct(inspire-9, .-11)

dep(suggested-2, Surveys-1)
root(ROOT-0, suggested-2)
mark(was-6, that-3)
nn(confidence-5, consumer-4)
nsubj(was-6, confidence-5)
ccomp(suggested-2, was-6)
dep(was-6, high-7)
prep(was-6, before-8)
dep(before-8, Friday-9)
punct(suggested-2, .-10)

det(drop-3, A-1)
amod(drop-3, 190-point-2)
nsubj(likely-6, drop-3)
cop(likely-6, is-4)
neg(likely-6, n't-5)
root(ROOT-0, likely-6)
aux(make-8, to-7)
xcomp(likely-6, make-8)
dobj(make-8, much-9)
prep(much-9, of-10)
det(dent-12, a-11)
pobj(of-10, dent-12)
punct(likely-6, ;-13)
parataxis(likely-6, multiply-14)
dep(multiply-14, that-15)
det(times-18, a-16)
amod(times-18, few-17)
npadvmod(over-19, times-18)
advmod(multiply-14, over-19)
punct(multiply-14, ,-20)
advmod(multiply-14, though-21)
punct(multiply-14, ,-22)
cc(multiply-14, and-23)
dep(will-25, it-24)
conj(multiply-14, will-25)
punct(likely-6, .-26)

mark(are-19, If-1)
det(reactions-3, the-2)
nsubj(are-19, reactions-3)
prep(reactions-3, of-4)
pobj(of-4, executives-5)
dep(executives-5, gathered-6)
dep(gathered-6, Saturday-7)
prep(gathered-6, at-8)
nn(Springs-10, Hot-9)
nn(Va.-12, Springs-10)
punct(Va.-12, ,-11)
pobj(at-8, Va.-12)
punct(Va.-12, ,-13)
prep(gathered-6, for-14)
det(meetings-18, the-15)
nn(meetings-18, Business-16)
nn(meetings-18, Council-17)
pobj(for-14, meetings-18)
advcl(rattled-27, are-19)
dep(are-19, typical-20)
punct(rattled-27, ,-21)
nn(leaders-23, business-22)
nsubjpass(rattled-27, leaders-23)
auxpass(rattled-27, were-24)
neg(rattled-27, n't-25)
advmod(rattled-27, overly-26)
root(ROOT-0, rattled-27)
prep(rattled-27, by-28)
poss(decline-31, Friday-29)
possessive(Friday-29, 's-30)
pobj(by-28, decline-31)
punct(rattled-27, .-32)

cc(suggests-18, And-1)
mark(become-5, if-2)
amod(investors-4, foreign-3)
nsubj(become-5, investors-4)
advcl(suggests-18, become-5)
det(tad-7, a-6)
npadvmod(more-8, tad-7)
advmod(cautious-9, more-8)
acomp(become-5, cautious-9)
punct(suggests-18, ---10)
advmod(suggests-18, well-11)
punct(suggests-18, ,-12)
det(dollar-14, the-13)
poss(strength-17, dollar-14)
possessive(dollar-14, 's-15)
amod(strength-17, recent-16)
nsubj(suggests-18, strength-17)
root(ROOT-0, suggests-18)
mark(stand-23, that-19)
det(U.S.-21, the-20)
nsubj(stand-23, U.S.-21)
aux(stand-23, can-22)
ccomp(suggests-18, stand-23)
dep(stand-23, it-24)
punct(suggests-18, .-25)

prep(is-14, On-1)
det(line-4, the-2)
amod(line-4, bottom-3)
pobj(On-1, line-4)
punct(is-14, ,-5)
det(fact-9, the-6)
advmod(comforting-8, most-7)
amod(fact-9, comforting-8)
nsubj(is-14, fact-9)
prep(fact-9, for-10)
det(outlook-13, the-11)
amod(outlook-13, economic-12)
pobj(for-10, outlook-13)
root(ROOT-0, is-14)
mark(been-18, that-15)
dep(been-18, we-16)
aux(been-18, 've-17)
ccomp(is-14, been-18)
prep(been-18, through-19)
dep(through-19, this-20)
advmod(been-18, before-21)
punct(is-14, .-22)

num(years-2, Two-1)
npadvmod(ago-3, years-2)
advmod(crash-14, ago-3)
punct(crash-14, ,-4)
advmod(point-8, about-5)
det(point-8, the-6)
amod(point-8, only-7)
nsubj(crash-14, point-8)
prep(point-8, of-9)
dep(of-9, comparison-10)
cop(crash-14, was-11)
det(crash-14, the-12)
num(crash-14, 1929-13)
root(ROOT-0, crash-14)
cc(crash-14, and-15)
det(Depression-18, the-16)
amod(Depression-18, subsequent-17)
conj(crash-14, Depression-18)
punct(crash-14, .-19)

det(doomsayers-2, The-1)
nsubj(had-3, doomsayers-2)
root(ROOT-0, had-3)
det(audience-6, a-4)
amod(audience-6, receptive-5)
dobj(had-3, audience-6)
punct(had-3, .-7)

det(prosperity-2, The-1)
nsubj(permits-7, prosperity-2)
dep(followed-4, that-3)
dep(prosperity-2, followed-4)
nn(Monday-6, Black-5)
tmod(followed-4, Monday-6)
root(ROOT-0, permits-7)
det(view-11, a-8)
advmod(optimistic-10, more-9)
amod(view-11, optimistic-10)
dobj(permits-7, view-11)
dep(permits-7, today-12)
punct(permits-7, .-13)

prep(taking-10, At-1)
det(least-4, the-2)
advmod(least-4, very-3)
pobj(At-1, least-4)
punct(taking-10, ,-5)
det(establishment-7, the-6)
nsubj(taking-10, establishment-7)
advmod(establishment-7, here-8)
aux(taking-10, is-9)
root(ROOT-0, taking-10)
dep(taking-10, comfort-11)
prep(taking-10, from-12)
det(nation-14, the-13)
poss(success-16, nation-14)
possessive(nation-14, 's-15)
pobj(from-12, success-16)
prep(success-16, in-17)
pcomp(in-17, handling-18)
det(go-around-21, the-19)
amod(go-around-21, last-20)
dobj(handling-18, go-around-21)
punct(taking-10, .-22)

mark(observed-10, As-1)
nn(Bentsen-4, Sen.-2)
nn(Bentsen-4, Lloyd-3)
nsubj(observed-10, Bentsen-4)
punct(D.-6, -LRB--5)
dep(Bentsen-4, D.-6)
punct(D.-6, ,-7)
dep(D.-6, Texas-8)
punct(D.-6, -RRB--9)
advcl(avoided-16, observed-10)
dep(observed-10, yesterday-11)
punct(avoided-16, ,-12)
punct(avoided-16, ``-13)
det(Fed-15, The-14)
nsubj(avoided-16, Fed-15)
root(ROOT-0, avoided-16)
det(meltdown-18, a-17)
iobj(avoided-16, meltdown-18)
amod(time-20, last-19)
dobj(avoided-16, time-20)
punct(avoided-16, .-21)

dep(sophisticated-4, They-1)
cop(sophisticated-4, are-2)
advmod(sophisticated-4, more-3)
root(ROOT-0, sophisticated-4)
det(time-6, this-5)
dep(sophisticated-4, time-6)
punct(sophisticated-4, .-7)

det(industry-3, The-1)
nn(industry-3, chemical-2)
nsubjpass(expected-5, industry-3)
auxpass(expected-5, is-4)
root(ROOT-0, expected-5)
aux(report-7, to-6)
xcomp(expected-5, report-7)
mark(eroded-10, that-8)
dep(eroded-10, profits-9)
ccomp(report-7, eroded-10)
prep(eroded-10, in-11)
det(quarter-14, the-12)
amod(quarter-14, third-13)
pobj(in-11, quarter-14)
mwe(of-16, because-15)
prep(eroded-10, of-16)
amod(prices-18, skidding-17)
pobj(of-16, prices-18)
prep(prices-18, in-19)
det(end-22, the-20)
nn(end-22, commodity-21)
pobj(in-19, end-22)
prep(end-22, of-23)
det(business-25, the-24)
pobj(of-23, business-25)
punct(expected-5, .-26)

nsubj(seen-18, Producers-1)
prep(Producers-1, of-2)
nn(chemicals-4, commodity-3)
pobj(of-2, chemicals-4)
punct(chemicals-4, ,-5)
det(chemicals-8, the-6)
amod(chemicals-8, basic-7)
appos(chemicals-4, chemicals-8)
vmod(chemicals-8, produced-9)
prep(produced-9, in-10)
amod(volumes-12, huge-11)
pobj(in-10, volumes-12)
prep(produced-9, for-13)
amod(manufacturers-15, other-14)
pobj(for-13, manufacturers-15)
punct(chemicals-4, ,-16)
aux(seen-18, have-17)
root(ROOT-0, seen-18)
amod(cutting-21, sharp-19)
nn(cutting-21, inventory-20)
dobj(seen-18, cutting-21)
prep(cutting-21, by-22)
dep(by-22, buyers-23)
punct(seen-18, .-24)

advmod(beneficiaries-4, Once-1)
det(beneficiaries-4, the-2)
amod(beneficiaries-4, chief-3)
ccomp(reporting-18, beneficiaries-4)
prep(beneficiaries-4, of-5)
det(industry-7, the-6)
poss(boom-11, industry-7)
possessive(industry-7, 's-8)
advmod(fading-10, now-9)
amod(boom-11, fading-10)
pobj(of-5, boom-11)
punct(reporting-18, ,-12)
det(producers-14, these-13)
nsubj(reporting-18, producers-14)
advmod(reporting-18, also-15)
aux(reporting-18, will-16)
aux(reporting-18, be-17)
root(ROOT-0, reporting-18)
prep(reporting-18, against-19)
advmod(strong-21, exceptionally-20)
amod(performances-22, strong-21)
pobj(against-19, performances-22)
prep(performances-22, in-23)
det(quarter-27, the-24)
num(quarter-27, 1988-25)
amod(quarter-27, third-26)
pobj(in-23, quarter-27)
punct(reporting-18, .-28)

punct(says-20, ``-1)
prep(quarter-13, For-2)
pobj(For-2, some-3)
prep(some-3, of-4)
det(companies-6, these-5)
pobj(of-4, companies-6)
punct(quarter-13, ,-7)
dep(quarter-13, this-8)
aux(quarter-13, will-9)
cop(quarter-13, be-10)
det(quarter-13, the-11)
amod(quarter-13, first-12)
ccomp(says-20, quarter-13)
prep(quarter-13, with-14)
amod(comparisons-17, year-to-year-15)
amod(comparisons-17, negative-16)
pobj(with-14, comparisons-17)
punct(says-20, ,-18)
punct(says-20, ''-19)
root(ROOT-0, says-20)
nn(Bogner-22, Leonard-21)
nsubj(says-20, Bogner-22)
punct(Bogner-22, ,-23)
det(analyst-27, a-24)
nn(analyst-27, chemical-25)
nn(analyst-27, industry-26)
appos(Bogner-22, analyst-27)
prep(analyst-27, at-28)
nn(Research-31, Prudential-29)
nn(Research-31, Bache-30)
pobj(at-28, Research-31)
punct(says-20, .-32)

punct(first-6, ``-1)
dep(first-6, This-2)
aux(first-6, could-3)
cop(first-6, be-4)
det(first-6, the-5)
root(ROOT-0, first-6)
prep(first-6, of-7)
num(quarters-12, five-8)
cc(five-8, or-9)
conj(five-8, six-10)
amod(quarters-12, down-11)
pobj(of-7, quarters-12)
punct(first-6, .-13)
punct(first-6, ''-14)

advmod(prominent-3, Perhaps-1)
advmod(prominent-3, most-2)
ccomp(expected-22, prominent-3)
punct(expected-22, ,-4)
nn(Co.-7, Dow-5)
nn(Co.-7, Chemical-6)
nsubjpass(expected-22, Co.-7)
punct(Co.-7, ,-8)
dep(racked-14, which-9)
prep(racked-14, as-10)
pcomp(as-10, of-11)
dep(of-11, midyear-12)
aux(racked-14, had-13)
dep(Co.-7, racked-14)
dep(racked-14, up-15)
num(quarters-19, eight-16)
amod(quarters-19, consecutive-17)
amod(quarters-19, record-18)
dobj(racked-14, quarters-19)
punct(Co.-7, ,-20)
auxpass(expected-22, is-21)
root(ROOT-0, expected-22)
aux(report-24, to-23)
xcomp(expected-22, report-24)
mark(decreased-27, that-25)
dep(decreased-27, profit-26)
ccomp(report-24, decreased-27)
prep(decreased-27, in-28)
det(quarter-31, the-29)
amod(quarter-31, latest-30)
pobj(in-28, quarter-31)
prep(decreased-27, from-32)
det(year-34, a-33)
npadvmod(earlier-35, year-34)
pcomp(from-32, earlier-35)
punct(decreased-27, ,-36)
advcl(decreased-27, if-37)
advmod(if-37, only-38)
dep(if-37, by-39)
det(shade-41, a-40)
pobj(by-39, shade-41)
punct(expected-22, .-42)

mark(diversified-5, Though-1)
dep(diversified-5, Dow-2)
aux(diversified-5, has-3)
advmod(diversified-5, aggressively-4)
advcl(has-15, diversified-5)
prep(diversified-5, into-6)
nn(chemicals-8, specialty-7)
pobj(into-6, chemicals-8)
cc(chemicals-8, and-9)
conj(chemicals-8, pharmaceuticals-10)
punct(has-15, ,-11)
det(company-13, the-12)
nsubj(has-15, company-13)
advmod(has-15, still-14)
root(ROOT-0, has-15)
det(stake-18, a-16)
amod(stake-18, big-17)
dobj(has-15, stake-18)
prep(stake-18, in-19)
pobj(in-19, polyethylene-20)
punct(polyethylene-20, ,-21)
dep(used-24, which-22)
auxpass(used-24, is-23)
ccomp(polyethylene-20, used-24)
prep(used-24, in-25)
pobj(in-25, packaging-26)
cc(packaging-26, and-27)
conj(packaging-26, housewares-28)
punct(has-15, .-29)

poss(estimates-4, Analysts-1)
possessive(Analysts-1, '-2)
amod(estimates-4, third-quarter-3)
nsubj(are-12, estimates-4)
prep(estimates-4, for-5)
det(company-11, the-6)
dep(company-11, Midland-7)
punct(Midland-7, ,-8)
dep(Midland-7, Mich.-9)
punct(Midland-7, ,-10)
pobj(for-5, company-11)
root(ROOT-0, are-12)
prep(are-12, between-13)
pobj(between-13, $-14)
num($-14, 3.20-15)
det(share-17, a-16)
dep($-14, share-17)
cc($-14, and-18)
conj($-14, $-19)
num($-19, 3.30-20)
det(share-22, a-21)
dep($-19, share-22)
punct(are-12, ,-23)
prep(are-12, compared-24)
pcomp(compared-24, with-25)
pobj(with-25, $-26)
num($-26, 3.36-27)
det(year-29, a-28)
npadvmod(ago-30, year-29)
advmod($-26, ago-30)
punct(ago-30, ,-31)
