aux(suggesting-8, Is-1)
pcomp(after-30, pushing-31)
dep(pushing-31, them-32)
dep(pushing-31, up-33)
prep(pushing-31, for-34)
det(year-36, a-35)
pobj(for-34, year-36)
punct(shown-4, .-37)

root(ROOT-0, Sales-1)
prep(Sales-1, of-2)
amod(homes-4, new-3)
pobj(of-2, homes-4)
dep(Sales-1, rose-5)
cc(Sales-1, and-6)
conj(Sales-1, inventories-7)
prep(inventories-7, of-8)
dep(of-8, houses-9)
punct(inventories-7, ,-10)
dep(been-13, which-11)
aux(been-13, had-12)
ccomp(inventories-7, been-13)
dep(been-13, climbing-14)
punct(inventories-7, ,-15)
dep(inventories-7, dropped-16)
punct(Sales-1, .-17)

cc(waned-11, But-1)
amod(month-3, last-2)
tmod(waned-11, month-3)
amod(construction-5, new-4)
nsubj(waned-11, construction-5)
prep(construction-5, in-6)
det(types-8, all-7)
pobj(in-6, types-8)
prep(types-8, of-9)
dep(of-9, homes-10)
root(ROOT-0, waned-11)
punct(waned-11, ,-12)
prep(waned-11, from-13)
nn(houses-15, single-family-14)
pobj(from-13, houses-15)
prep(from-13, to-16)
amod(complexes-19, large-17)
nn(complexes-19, apartment-18)
pobj(to-16, complexes-19)
punct(waned-11, .-20)

punct(said-12, ``-1)
dep(weak-6, It-2)
cop(weak-6, 's-3)
advmod(much-5, pretty-4)
advmod(weak-6, much-5)
ccomp(said-12, weak-6)
prep(weak-6, across-7)
det(board-9, the-8)
pobj(across-7, board-9)
punct(said-12, ,-10)
punct(said-12, ''-11)
root(ROOT-0, said-12)
nn(Regalia-14, Martin-13)
nsubj(said-12, Regalia-14)
punct(Regalia-14, ,-15)
nn(economist-17, chief-16)
appos(Regalia-14, economist-17)
prep(economist-17, of-18)
det(Council-21, the-19)
nn(Council-21, National-20)
pobj(of-18, Council-21)
prep(Council-21, of-22)
nn(Institutions-24, Savings-23)
pobj(of-22, Institutions-24)
punct(said-12, .-25)

nn(Regalia-2, Mr.-1)
nsubj(said-3, Regalia-2)
root(ROOT-0, said-3)
det(industry-5, the-4)
nsubj(reluctant-8, industry-5)
aux(reluctant-8, may-6)
cop(reluctant-8, be-7)
ccomp(said-3, reluctant-8)
aux(step-10, to-9)
xcomp(reluctant-8, step-10)
dep(step-10, up-11)
dep(step-10, building-12)
prep(reluctant-8, at-13)
det(moment-15, the-14)
pobj(at-13, moment-15)
prep(reluctant-8, for-16)
pobj(for-16, fear-17)
det(inventories-19, the-18)
nsubj(increase-24, inventories-19)
prep(inventories-19, of-20)
amod(homes-22, unsold-21)
pobj(of-20, homes-22)
aux(increase-24, will-23)
ccomp(fear-17, increase-24)
advmod(increase-24, again-25)
punct(said-3, .-26)

det(reason-2, Another-1)
nsubj(be-11, reason-2)
prep(reason-2, for-3)
det(weakness-5, the-4)
pobj(for-3, weakness-5)
punct(said-8, ,-6)
dep(said-8, he-7)
parataxis(be-11, said-8)
punct(said-8, ,-9)
aux(be-11, may-10)
root(ROOT-0, be-11)
mark(hit-16, that-12)
nn(rates-14, mortgage-13)
nsubj(hit-16, rates-14)
aux(hit-16, have-15)
ccomp(be-11, hit-16)
det(plateau-18, a-17)
dobj(hit-16, plateau-18)
mark(began-21, since-19)
dep(began-21, they-20)
advcl(hit-16, began-21)
xcomp(began-21, edging-22)
dep(edging-22, down-23)
prep(edging-22, after-24)
det(peak-26, a-25)
pobj(after-24, peak-26)
prep(peak-26, in-27)
dep(in-27, March-28)
punct(be-11, .-29)

prep(started-9, In-1)
dep(In-1, August-2)
punct(started-9, ,-3)
nsubj(started-9, rates-4)
prep(rates-4, on-5)
amod(mortgages-8, 30-year-6)
amod(mortgages-8, fixed-rate-7)
pobj(on-5, mortgages-8)
root(ROOT-0, started-9)
xcomp(started-9, creeping-10)
dep(creeping-10, up-11)
det(bit-13, a-12)
dobj(creeping-10, bit-13)
punct(started-9, ,-14)
cc(started-9, but-15)
dep(inched-17, they-16)
conj(started-9, inched-17)
dep(inched-17, down-18)
advmod(inched-17, again-19)
prep(inched-17, through-20)
dep(through-20, September-21)
punct(started-9, .-22)

punct(said-14, ``-1)
dep(peeled-6, Rates-2)
aux(peeled-6, have-3)
neg(peeled-6, n't-4)
advmod(peeled-6, really-5)
ccomp(said-14, peeled-6)
dep(peeled-6, off-7)
det(much-9, that-8)
dobj(peeled-6, much-9)
punct(said-14, ,-10)
punct(said-14, ''-11)
nn(Regalia-13, Mr.-12)
nsubj(said-14, Regalia-13)
root(ROOT-0, said-14)
punct(said-14, .-15)

punct(settled-6, ``-1)
dep(settled-6, We-2)
aux(settled-6, 've-3)
dep(of-5, kind-4)
advmod(settled-6, of-5)
root(ROOT-0, settled-6)
advmod(settled-6, now-7)
prep(settled-6, into-8)
det(environment-11, an-9)
amod(environment-11, interest-rate-10)
pobj(into-8, environment-11)
dep(high-15, that-12)
cop(high-15, 's-13)
advmod(high-15, fairly-14)
dep(environment-11, high-15)
punct(settled-6, .-16)
punct(settled-6, ''-17)

nsubjpass(begun-3, Work-1)
auxpass(begun-3, was-2)
root(ROOT-0, begun-3)
prep(begun-3, on-4)
amod(homes-7, single-5)
nn(homes-7, family-6)
pobj(on-4, homes-7)
punct(core-10, ---8)
det(core-10, the-9)
dep(homes-7, core-10)
prep(core-10, of-11)
det(market-14, the-12)
nn(market-14, housing-13)
pobj(of-11, market-14)
punct(core-10, ---15)
prep(begun-3, at-16)
det(rate-19, an-17)
amod(rate-19, annual-18)
pobj(at-16, rate-19)
prep(rate-19, of-20)
dep(of-20, 971,000-21)
prep(begun-3, in-22)
dep(in-22, September-23)
punct(begun-3, ,-24)
det(drop-26, a-25)
dobj(begun-3, drop-26)
prep(drop-26, of-27)
num(%-29, 2.1-28)
pobj(of-27, %-29)
prep(drop-26, from-30)
det(month-33, the-31)
amod(month-33, previous-32)
pobj(from-30, month-33)
punct(begun-3, .-34)

dep(followed-2, That-1)
root(ROOT-0, followed-2)
det(decline-6, a-3)
number(%-5, 3.3-4)
amod(decline-6, %-5)
dobj(followed-2, decline-6)
prep(decline-6, in-7)
dep(in-7, August-8)
punct(followed-2, .-9)

nsubj(slipped-8, Construction-1)
prep(Construction-1, of-2)
pobj(of-2, apartments-3)
cc(apartments-3, and-4)
amod(dwellings-7, other-5)
amod(dwellings-7, multi-family-6)
conj(apartments-3, dwellings-7)
root(ROOT-0, slipped-8)
num(%-10, 2.2-9)
dobj(slipped-8, %-10)
prep(slipped-8, to-11)
det(rate-14, an-12)
amod(rate-14, annual-13)
pobj(to-11, rate-14)
prep(rate-14, of-15)
dep(of-15, 1,022,000-16)
prep(slipped-8, following-17)
det(decline-21, a-18)
number(%-20, 3.5-19)
amod(decline-21, %-20)
pobj(following-17, decline-21)
prep(decline-21, in-22)
dep(in-22, August-23)
punct(slipped-8, .-24)

det(number-2, The-1)
nsubj(dropped-10, number-2)
prep(number-2, of-3)
nn(permits-5, building-4)
pobj(of-3, permits-5)
vmod(permits-5, issued-6)
prep(permits-5, for-7)
amod(construction-9, future-8)
pobj(for-7, construction-9)
root(ROOT-0, dropped-10)
num(%-12, 2.4-11)
dobj(dropped-10, %-12)
prep(dropped-10, to-13)
det(rate-17, a-14)
num(rate-17, 1,296,000-15)
amod(rate-17, annual-16)
pobj(to-13, rate-17)
prep(dropped-10, after-18)
pcomp(after-18, rising-19)
num(%-21, 3.7-20)
dobj(rising-19, %-21)
prep(rising-19, in-22)
dep(in-22, August-23)
punct(dropped-10, .-24)

predet(numbers-3, All-1)
det(numbers-3, the-2)
nsubjpass(adjusted-5, numbers-3)
auxpass(adjusted-5, were-4)
root(ROOT-0, adjusted-5)
prep(adjusted-5, for-6)
amod(variations-9, normal-7)
amod(variations-9, seasonal-8)
pobj(for-6, variations-9)
prep(variations-9, in-10)
nn(activity-12, building-11)
pobj(in-10, activity-12)
punct(adjusted-5, .-13)

det(numbers-4, The-1)
nn(numbers-4, housing-2)
dep(numbers-4, starts-3)
nsubj(one-9, numbers-4)
punct(one-9, ,-5)
advmod(one-9, however-6)
punct(one-9, ,-7)
cop(one-9, are-8)
root(ROOT-0, one-9)
prep(one-9, of-10)
det(precise-13, the-11)
amod(precise-13, least-12)
pobj(of-10, precise-13)
prep(precise-13, of-14)
det(government-16, the-15)
poss(indicators-19, government-16)
possessive(government-16, 's-17)
amod(indicators-19, economic-18)
pobj(of-14, indicators-19)
cc(one-9, and-20)
auxpass(revised-23, are-21)
advmod(revised-23, often-22)
conj(one-9, revised-23)
advmod(revised-23, significantly-24)
mark(collected-29, as-25)
amod(information-27, more-26)
nsubjpass(collected-29, information-27)
auxpass(collected-29, is-28)
advcl(revised-23, collected-29)
punct(one-9, .-30)

nn(Inc.-5, Shearson-1)
nn(Inc.-5, Lehman-2)
nn(Inc.-5, Hutton-3)
nn(Inc.-5, Holdings-4)
nsubj(posted-6, Inc.-5)
root(ROOT-0, posted-6)
det(turnaround-10, a-7)
amod(turnaround-10, sharp-8)
nn(turnaround-10, third-quarter-9)
dobj(posted-6, turnaround-10)
prep(turnaround-10, from-11)
det(year-13, a-12)
npadvmod(earlier-14, year-13)
pcomp(from-11, earlier-14)
punct(posted-6, ,-15)
cc(posted-6, but-16)
amod(income-18, net-17)
nsubj(dropped-21, income-18)
aux(dropped-21, would-19)
aux(dropped-21, have-20)
conj(posted-6, dropped-21)
prep(dropped-21, from-22)
det(quarter-25, the-23)
amod(quarter-25, second-24)
pobj(from-22, quarter-25)
prep(dropped-21, without-26)
det(gain-32, a-27)
amod(gain-32, $-28)
number(million-30, 37-29)
num($-28, million-30)
amod(gain-32, after-tax-31)
pobj(without-26, gain-32)
punct(posted-6, .-33)

det(firm-3, The-1)
nn(firm-3, securities-2)
nsubj(posted-4, firm-3)
root(ROOT-0, posted-4)
nn(net-6, third-quarter-5)
dobj(posted-4, net-6)
prep(net-6, of-7)
pobj(of-7, $-8)
number(million-10, 66-9)
num($-8, million-10)
punct($-8, ,-11)
cc($-8, or-12)
num(cents-14, 64-13)
conj($-8, cents-14)
det(share-16, a-15)
dep(cents-14, share-16)
punct($-8, ,-17)
prep(net-6, compared-18)
pcomp(compared-18, with-19)
det(loss-23, a-20)
amod(loss-23, restated-21)
amod(loss-23, year-earlier-22)
pobj(with-19, loss-23)
prep(loss-23, of-24)
pobj(of-24, $-25)
number(million-27, 3-26)
num($-25, million-27)
punct($-25, ,-28)
cc($-25, or-29)
num(cents-31, 11-30)
conj($-25, cents-31)
det(share-33, a-32)
dep(cents-31, share-33)
punct(posted-4, .-34)

dep(climbed-2, Revenue-1)
root(ROOT-0, climbed-2)
num(%-4, 25-3)
dobj(climbed-2, %-4)
prep(climbed-2, to-5)
pobj(to-5, $-6)
number(billion-8, 3.3-7)
num($-6, billion-8)
prep(climbed-2, from-9)
pobj(from-9, $-10)
number(billion-12, 2.6-11)
num($-10, billion-12)
punct(climbed-2, .-13)

det(period-3, The-1)
amod(period-3, latest-2)
nsubj(included-4, period-3)
root(ROOT-0, included-4)
det(gain-6, the-5)
dobj(included-4, gain-6)
punct(gain-6, ,-7)
dep($-10, which-8)
cop($-10, was-9)
dep(gain-6, $-10)
number(million-12, 77-11)
num($-10, million-12)
prep($-10, before-13)
dep(before-13, tax-14)
punct(gain-6, ,-15)
prep(gain-6, from-16)
det(sale-20, the-17)
advmod(announced-19, previously-18)
amod(sale-20, announced-19)
pobj(from-16, sale-20)
prep(sale-20, of-21)
det(business-26, the-22)
amod(business-26, institutional-23)
nn(business-26, money-24)
nn(business-26, management-25)
pobj(of-21, business-26)
prep(business-26, of-27)
nn(Co-30, Lehman-28)
nn(Co-30, Management-29)
pobj(of-27, Co-30)
punct(included-4, .-31)

det(period-3, The-1)
num(period-3, 1988-2)
nsubjpass(restated-5, period-3)
auxpass(restated-5, was-4)
root(ROOT-0, restated-5)
prep(restated-5, from-6)
amod(income-8, net-7)
pobj(from-6, income-8)
prep(income-8, of-9)
pobj(of-9, $-10)
number(million-12, 8-11)
num($-10, million-12)
aux(correct-14, to-13)
xcomp(restated-5, correct-14)
det(overstatement-16, an-15)
dobj(correct-14, overstatement-16)
prep(overstatement-16, in-17)
det(company-19, the-18)
poss(subsidiary-23, company-19)
possessive(company-19, 's-20)
nn(subsidiary-23, Boston-21)
nn(subsidiary-23, Co.-22)
pobj(in-17, subsidiary-23)
punct(restated-5, .-24)

prep(had-8, In-1)
det(quarter-5, the-2)
num(quarter-5, 1989-3)
amod(quarter-5, second-4)
pobj(In-1, quarter-5)
punct(had-8, ,-6)
dep(had-8, Shearson-7)
root(ROOT-0, had-8)
amod(income-10, net-9)
dobj(had-8, income-10)
prep(income-10, of-11)
pobj(of-11, $-12)
number(million-14, 55-13)
num($-12, million-14)
punct($-12, ,-15)
cc($-12, or-16)
num(cents-18, 54-17)
conj($-12, cents-18)
det(share-20, a-19)
dep(cents-18, share-20)
punct(had-8, .-21)

det(shares-6, An-1)
amod(shares-6, average-2)
number(million-4, 102.5-3)
num(shares-6, million-4)
amod(shares-6, common-5)
nsubj(were-7, shares-6)
root(ROOT-0, were-7)
dep(were-7, outstanding-8)
prep(were-7, in-9)
det(quarter-12, the-10)
amod(quarter-12, latest-11)
pobj(in-9, quarter-12)
punct(were-7, ,-13)
advmod(were-7, up-14)
prep(up-14, from-15)
number(million-17, 87.1-16)
dep(from-15, million-17)
punct(were-7, .-18)

prep(lost-12, In-1)
nn(trading-7, New-2)
nn(trading-7, York-3)
nn(trading-7, Stock-4)
nn(trading-7, Exchange-5)
amod(trading-7, composite-6)
pobj(In-1, trading-7)
dep(lost-12, yesterday-8)
punct(lost-12, ,-9)
nn(shares-11, Shearson-10)
nsubj(lost-12, shares-11)
root(ROOT-0, lost-12)
num(cents-14, 37.5-13)
dobj(lost-12, cents-14)
prep(lost-12, to-15)
pobj(to-15, $-16)
num($-16, 18.125-17)
punct(lost-12, .-18)

det(company-2, The-1)
nsubj(said-3, company-2)
root(ROOT-0, said-3)
det(performance-6, the-4)
amod(performance-6, improved-5)
nsubj(reflects-11, performance-6)
prep(performance-6, from-7)
det(year-9, a-8)
npadvmod(ago-10, year-9)
pcomp(from-7, ago-10)
ccomp(said-3, reflects-11)
amod(commissions-13, higher-12)
dobj(reflects-11, commissions-13)
cc(commissions-13, and-14)
conj(commissions-13, revenue-15)
prep(commissions-13, from-16)
pobj(from-16, marketmaking-17)
cc(marketmaking-17, and-18)
conj(marketmaking-17, trading-19)
prep(marketmaking-17, for-20)
poss(account-23, its-21)
amod(account-23, own-22)
pobj(for-20, account-23)
punct(said-3, .-24)

nn(revenue-2, Commission-1)
nsubj($-4, revenue-2)
cop($-4, was-3)
root(ROOT-0, $-4)
number(million-6, 522-5)
num($-4, million-6)
punct($-4, ,-7)
advmod($-4, up-8)
num(%-10, 49-9)
pobj(up-8, %-10)
punct($-4, .-11)

cc(slowed-5, But-1)
amod(activity-4, industrywide-2)
nn(activity-4, trading-3)
nsubj(slowed-5, activity-4)
root(ROOT-0, slowed-5)
prep(slowed-5, in-6)
dep(in-6, September-7)
mark(turned-11, as-8)
amod(investors-10, institutional-9)
nsubj(turned-11, investors-10)
advcl(slowed-5, turned-11)
dep(turned-11, cautious-12)
cc(turned-11, and-13)
dep(continued-15, individuals-14)
conj(turned-11, continued-15)
aux(shy-17, to-16)
xcomp(continued-15, shy-17)
advmod(shy-17, away-18)
prep(shy-17, from-19)
det(market-21, the-20)
pobj(from-19, market-21)
punct(slowed-5, .-22)

nn(revenue-3, Investment-1)
nn(revenue-3, banking-2)
nsubj(fell-4, revenue-3)
root(ROOT-0, fell-4)
num(%-6, 32-5)
dobj(fell-4, %-6)
prep(fell-4, to-7)
pobj(to-7, $-8)
number(million-10, 205-9)
num($-8, million-10)
punct(fell-4, ,-11)
prep(reflecting-14, in-12)
dep(in-12, part-13)
vmod(fell-4, reflecting-14)
det(slowdown-17, the-15)
amod(slowdown-17, continued-16)
dobj(reflecting-14, slowdown-17)
prep(slowdown-17, of-18)
det(business-21, the-19)
nn(business-21, underwriting-20)
pobj(of-18, business-21)
punct(fell-4, .-22)

prep(fell-7, In-1)
det(months-4, the-2)
num(months-4, nine-3)
pobj(In-1, months-4)
punct(fell-7, ,-5)
dep(fell-7, net-6)
root(ROOT-0, fell-7)
num(%-9, 3-8)
dobj(fell-7, %-9)
prep(fell-7, to-10)
pobj(to-10, $-11)
number(million-13, 106-12)
num($-11, million-13)
punct($-11, ,-14)
cc($-11, or-15)
num(cents-17, 98-16)
conj($-11, cents-17)
det(share-19, a-18)
dep(cents-17, share-19)
punct(fell-7, ,-20)
prep(fell-7, from-21)
pobj(from-21, $-22)
number(million-24, 110-23)
num($-22, million-24)
punct($-22, ,-25)
cc($-22, or-26)
conj($-22, $-27)
num($-27, 1.05-28)
det(share-30, a-29)
dep($-27, share-30)
punct(fell-7, .-31)

dep(advanced-2, Revenue-1)
root(ROOT-0, advanced-2)
num(%-4, 26-3)
dobj(advanced-2, %-4)
prep(advanced-2, to-5)
pobj(to-5, $-6)
number(billion-8, 9.6-7)
num($-6, billion-8)
prep(advanced-2, from-9)
pobj(from-9, $-10)
number(billion-12, 7.6-11)
num($-10, billion-12)
punct(advanced-2, .-13)

num(companies-4, Two-1)
amod(companies-4, major-2)
nn(companies-4, drug-3)
nsubj(posted-5, companies-4)
root(ROOT-0, posted-5)
amod(earnings-8, strong-6)
nn(earnings-8, third-quarter-7)
dobj(posted-5, earnings-8)
punct(posted-5, ,-9)
prep(posted-5, in-10)
pobj(in-10, line-11)
prep(line-11, with-12)
pobj(with-12, profits-13)
advmod(reported-15, already-14)
dep(profits-13, reported-15)
prep(reported-15, by-16)
nn(leaders-18, industry-17)
pobj(by-16, leaders-18)
cc(profits-13, and-19)
poss(expectations-22, analysts-20)
possessive(analysts-20, '-21)
conj(profits-13, expectations-22)
punct(posted-5, .-23)

cc(reported-10, But-1)
nn(Inc.-3, Pfizer-2)
nsubj(reported-10, Inc.-3)
punct(Inc.-3, ,-4)
vmod(Inc.-3, based-5)
prep(based-5, in-6)
nn(York-8, New-7)
pobj(in-6, York-8)
punct(Inc.-3, ,-9)
root(ROOT-0, reported-10)
amod(earnings-12, flat-11)
dobj(reported-10, earnings-12)
punct(reported-10, .-13)

nn(Corp.-2, Schering-Plough-1)
nsubj(reported-10, Corp.-2)
punct(Corp.-2, ,-3)
vmod(Corp.-2, based-4)
prep(based-4, in-5)
nn(N.J.-8, Madison-6)
punct(N.J.-8, ,-7)
pobj(in-5, N.J.-8)
punct(N.J.-8, ,-9)
root(ROOT-0, reported-10)
det(rise-14, a-11)
number(%-13, 21-12)
amod(rise-14, %-13)
dobj(reported-10, rise-14)
prep(rise-14, in-15)
dep(in-15, earnings-16)
mark(posted-25, as-17)
nn(Corp.-21, American-18)
nn(Corp.-21, Home-19)
nn(Corp.-21, Products-20)
nsubj(posted-25, Corp.-21)
prep(Corp.-21, of-22)
nn(York-24, New-23)
pobj(of-22, York-24)
advcl(reported-10, posted-25)
det(increase-29, an-26)
number(%-28, 11-27)
amod(increase-29, %-28)
dobj(posted-25, increase-29)
prep(increase-29, in-30)
dep(in-30, net-31)
punct(reported-10, .-32)

nn(Products-3, American-1)
nn(Products-3, Home-2)
root(ROOT-0, Products-3)

nn(Products-3, American-1)
nn(Products-3, Home-2)
nsubj(said-4, Products-3)
root(ROOT-0, said-4)
nsubj(were-15, sales-5)
cc(sales-5, and-6)
conj(sales-5, earnings-7)
prep(sales-5, for-8)
det(quarter-11, the-9)
amod(quarter-11, third-10)
pobj(for-8, quarter-11)
cc(quarter-11, and-12)
num(months-14, nine-13)
conj(quarter-11, months-14)
ccomp(said-4, were-15)
prep(were-15, at-16)
nn(levels-18, record-17)
pobj(at-16, levels-18)
punct(said-4, .-19)

nsubj(increased-6, Sales-1)
prep(Sales-1, for-2)
det(quarter-5, the-3)
amod(quarter-5, third-4)
pobj(for-2, quarter-5)
root(ROOT-0, increased-6)
num(%-8, 6.5-7)
dobj(increased-6, %-8)
prep(increased-6, to-9)
pobj(to-9, $-10)
number(billion-12, 1.51-11)
num($-10, billion-12)
prep(increased-6, from-13)
pobj(from-13, $-14)
number(billion-16, 1.42-15)
num($-14, billion-16)
punct(increased-6, .-17)

nsubj(increased-5, Sales-1)
prep(Sales-1, of-2)
amod(products-4, health-care-3)
pobj(of-2, products-4)
root(ROOT-0, increased-5)
num(%-7, 6-6)
dobj(increased-5, %-7)
prep(increased-5, in-8)
det(quarter-11, the-9)
amod(quarter-11, third-10)
pobj(in-8, quarter-11)
punct(increased-5, ,-12)
prep(increased-5, based-13)
pcomp(based-13, in-14)
dep(in-14, part-15)
prep(based-13, on-16)
amod(sales-18, strong-17)
pobj(on-16, sales-18)
prep(sales-18, of-19)
nn(drugs-21, prescription-20)
pobj(of-19, drugs-21)
mwe(as-23, such-22)
prep(drugs-21, as-23)
pobj(as-23, Premarin-24)
punct(Premarin-24, ,-25)
det(drug-28, an-26)
nn(drug-28, estrogen-replacement-27)
dep(Premarin-24, drug-28)
punct(Premarin-24, ,-29)
cc(sales-18, and-30)
conj(sales-18, sales-31)
prep(sales-31, of-32)
det(company-34, the-33)
poss(formula-37, company-34)
possessive(company-34, 's-35)
nn(formula-37, infant-36)
pobj(of-32, formula-37)
punct(increased-5, .-38)

nn(Products-3, American-1)
nn(Products-3, Home-2)
nsubj(said-4, Products-3)
root(ROOT-0, said-4)
amod(income-6, net-5)
nsubj(benefited-7, income-6)
ccomp(said-4, benefited-7)
prep(benefited-7, from-8)
det(rate-14, a-9)
punct(rate-14, ``-10)
amod(rate-14, lower-11)
amod(rate-14, effective-12)
nn(rate-14, tax-13)
pobj(from-8, rate-14)
punct(rate-14, ,-15)
punct(rate-14, ''-16)
vmod(rate-14, reflecting-17)
det(reduction-19, a-18)
dobj(reflecting-17, reduction-19)
prep(reduction-19, of-20)
amod(rates-23, foreign-21)
nn(rates-23, tax-22)
pobj(of-20, rates-23)
punct(rate-14, ,-24)
cc(rate-14, and-25)
amod(operations-27, additional-26)
conj(rate-14, operations-27)
prep(operations-27, in-28)
nn(Rico-30, Puerto-29)
pobj(in-28, Rico-30)
punct(said-4, .-31)

dep(aided-4, Net-1)
advmod(aided-4, also-2)
auxpass(aided-4, was-3)
root(ROOT-0, aided-4)
prep(aided-4, by-5)
det(gain-7, a-6)
pobj(by-5, gain-7)
prep(gain-7, on-8)
det(sale-10, the-9)
pobj(on-8, sale-10)
prep(sale-10, of-11)
det(company-13, the-12)
poss(interests-16, company-13)
possessive(company-13, 's-14)
nn(interests-16, equity-15)
pobj(of-11, interests-16)
prep(interests-16, in-17)
nn(Africa-19, South-18)
pobj(in-17, Africa-19)
amod(gain-7, effective-20)
tmod(effective-20, Sept.-21)
num(Sept.-21, 1-22)
punct(aided-4, .-23)

prep(closed-13, In-1)
nn(trading-7, New-2)
nn(trading-7, York-3)
nn(trading-7, Stock-4)
nn(trading-7, Exchange-5)
amod(trading-7, composite-6)
pobj(In-1, trading-7)
dep(closed-13, yesterday-8)
punct(closed-13, ,-9)
nn(Products-12, American-10)
nn(Products-12, Home-11)
nsubj(closed-13, Products-12)
root(ROOT-0, closed-13)
prep(closed-13, at-14)
pobj(at-14, $-15)
num($-15, 102.25-16)
det(share-18, a-17)
dep($-15, share-18)
punct(closed-13, ,-19)
advmod(closed-13, down-20)
num(cents-22, 75-21)
pobj(down-20, cents-22)
punct(closed-13, .-23)

root(ROOT-0, Pfizer-1)

dep(said-2, Pfizer-1)
root(ROOT-0, said-2)
nn(sales-4, third-quarter-3)
nsubj(increased-5, sales-4)
ccomp(said-2, increased-5)
num(%-7, 4-6)
dobj(increased-5, %-7)
prep(increased-5, to-8)
pobj(to-8, $-9)
number(billion-11, 1.44-10)
num($-9, billion-11)
prep(increased-5, from-12)
pobj(from-12, $-13)
number(billion-15, 1.38-14)
num($-13, billion-15)
punct(said-2, .-16)

det(company-2, The-1)
nsubj(said-3, company-2)
root(ROOT-0, said-3)
amod(income-5, net-4)
nsubj(was-6, income-5)
ccomp(said-3, was-6)
dep(was-6, flat-7)
mwe(of-9, because-8)
prep(was-6, of-9)
pobj(of-9, investment-10)
prep(investment-10, in-11)
pobj(in-11, research-12)
cc(research-12, and-13)
conj(research-12, development-14)
cc(investment-10, and-15)
conj(investment-10, costs-16)
amod(costs-16, related-17)
prep(related-17, to-18)
pobj(to-18, launches-19)
prep(launches-19, of-20)
amod(products-22, several-21)
pobj(of-20, products-22)
punct(said-3, .-23)

det(company-2, The-1)
nsubj(said-3, company-2)
root(ROOT-0, said-3)
det(dollar-5, the-4)
nsubj(reduced-9, dollar-5)
possessive(dollar-5, 's-6)
amod(dollar-5, continued-7)
amod(dollar-5, strengthening-8)
