poss(production-3, Japan-1)
dep(retreat-6, It-2)
cop(retreat-6, 's-3)
det(retreat-6, a-4)
amod(retreat-6, quiet-5)
ccomp(said-9, retreat-6)
punct(said-9, ,-7)
punct(said-9, ''-8)
root(ROOT-0, said-9)
nn(Howley-11, Mr.-10)
nsubj(said-9, Howley-11)
punct(said-9, .-12)

punct(nothing-4, ``-1)
dep(nothing-4, It-2)
cop(nothing-4, 's-3)
root(ROOT-0, nothing-4)
amod(nothing-4, dramatic-5)
punct(nothing-4, ,-6)
advmod(sell-off-10, just-7)
det(sell-off-10, a-8)
amod(sell-off-10, routine-9)
appos(nothing-4, sell-off-10)
punct(nothing-4, .-11)
punct(nothing-4, ''-12)

nsubj(due-5, Some-1)
prep(Some-1, of-2)
dep(of-2, it-3)
cop(due-5, was-4)
ccomp(said-14, due-5)
prep(due-5, to-6)
amod(earnings-8, lower-than-expected-7)
pobj(to-6, earnings-8)
prep(earnings-8, from-9)
amod(companies-11, leading-10)
pobj(from-9, companies-11)
punct(said-14, ,-12)
dep(said-14, he-13)
root(ROOT-0, said-14)
punct(said-14, .-15)

cc(represented-6, But-1)
nsubj(represented-6, some-2)
prep(some-2, of-3)
dep(of-3, it-4)
advmod(represented-6, also-5)
root(ROOT-0, represented-6)
dobj(represented-6, profit-taking-7)
prep(profit-taking-7, by-8)
pobj(by-8, investors-9)
dep(made-12, who-10)
aux(made-12, have-11)
ccomp(investors-9, made-12)
amod(gains-14, big-13)
dobj(made-12, gains-14)
prep(gains-14, in-15)
det(issues-17, some-16)
pobj(in-15, issues-17)
punct(represented-6, .-18)

poss(volume-3, Yesterday-1)
possessive(Yesterday-1, 's-2)
nsubj(was-8, volume-3)
prep(volume-3, of-4)
number(million-6, 117.2-5)
num(shares-7, million-6)
pobj(of-4, shares-7)
root(ROOT-0, was-8)
advmod(below-10, far-9)
prep(was-8, below-10)
amod(week-12, last-11)
poss(average-15, week-12)
possessive(week-12, 's-13)
amod(average-15, sizzling-14)
pobj(below-10, average-15)
prep(average-15, of-16)
quantmod(million-19, nearly-17)
number(million-19, 177-18)
dep(of-16, million-19)
punct(was-8, .-20)

prep(averaging-9, For-1)
dep(For-1, October-2)
advmod(far-4, so-3)
advmod(averaging-9, far-4)
punct(averaging-9, ,-5)
amod(volume-7, daily-6)
nsubj(averaging-9, volume-7)
aux(averaging-9, is-8)
root(ROOT-0, averaging-9)
number(million-11, 150.3-10)
dep(averaging-9, million-11)
punct(averaging-9, ,-12)
vmod(averaging-9, putting-13)
dep(putting-13, it-14)
prep(putting-13, on-15)
pobj(on-15, track-16)
aux(month-23, to-17)
cop(month-23, be-18)
det(year-20, the-19)
poss(month-23, year-20)
possessive(year-20, 's-21)
amod(month-23, busiest-22)
vmod(track-16, month-23)
punct(averaging-9, .-24)

nn(Computer-2, Apple-1)
nsubj(lost-10, Computer-2)
punct(Computer-2, ,-3)
dep(reported-5, which-4)
dep(Computer-2, reported-5)
nn(earnings-7, lackluster-6)
dobj(reported-5, earnings-7)
dep(reported-5, Friday-8)
punct(Computer-2, ,-9)
root(ROOT-0, lost-10)
num(1/4-12, 1-11)
dobj(lost-10, 1/4-12)
prep(lost-10, to-13)
num(3/4-15, 46-14)
pobj(to-13, 3/4-15)
prep(lost-10, on-16)
number(million-18, 1.1-17)
num(shares-19, million-18)
pobj(on-16, shares-19)
punct(lost-10, .-20)

nn(Computer-2, Stratus-1)
nsubj(eased-18, Computer-2)
punct(Computer-2, ,-3)
dep(reported-5, which-4)
dep(Computer-2, reported-5)
dobj(reported-5, earnings-6)
amod(Friday-8, late-7)
dep(earnings-6, Friday-8)
dep(were-10, that-9)
ccomp(earnings-6, were-10)
prep(were-10, in-11)
pobj(in-11, line-12)
prep(line-12, with-13)
det(forecast-16, a-14)
amod(forecast-16, disappointing-15)
pobj(with-13, forecast-16)
punct(Computer-2, ,-17)
root(ROOT-0, eased-18)
dep(eased-18, 3/4-19)
prep(eased-18, to-20)
dep(to-20, 24-21)
prep(eased-18, on-22)
num(shares-24, 816,000-23)
pobj(on-22, shares-24)
punct(eased-18, .-25)

dep(news-7, Investors-1)
advmod(news-7, apparently-2)
aux(news-7, did-3)
neg(news-7, n't-4)
dep(news-7, like-5)
det(news-7, the-6)
root(ROOT-0, news-7)
prep(news-7, from-8)
nn(Technologies-10, Rainbow-9)
pobj(from-8, Technologies-10)
advmod(news-7, either-11)
punct(news-7, .-12)

dep(said-2, It-1)
root(ROOT-0, said-2)
amod(income-4, net-3)
nsubj(cents-7, income-4)
cop(cents-7, was-5)
num(cents-7, 17-6)
ccomp(said-2, cents-7)
det(share-9, a-8)
dep(cents-7, share-9)
prep(cents-7, in-10)
det(quarter-13, the-11)
amod(quarter-13, third-12)
pobj(in-10, quarter-13)
punct(cents-7, ,-14)
prep(cents-7, compared-15)
pcomp(compared-15, with-16)
num(cents-18, 16-17)
pobj(with-16, cents-18)
det(share-20, a-19)
dep(cents-18, share-20)
det(year-22, a-21)
npadvmod(earlier-23, year-22)
advmod(cents-18, earlier-23)
punct(said-2, .-24)

poss(stock-3, Rainbow-1)
possessive(Rainbow-1, 's-2)
nsubj(dropped-4, stock-3)
root(ROOT-0, dropped-4)
dep(dropped-4, 2-5)
prep(dropped-4, to-6)
num(1/4-8, 14-7)
pobj(to-6, 1/4-8)
punct(dropped-4, .-9)

amod(stocks-3, Other-1)
nn(stocks-3, technology-2)
nsubj(included-7, stocks-3)
dep(were-5, that-4)
dep(stocks-3, were-5)
dep(were-5, weaker-6)
root(ROOT-0, included-7)
dobj(included-7, Intel-8)
punct(Intel-8, ,-9)
dep(fell-11, which-10)
dep(Intel-8, fell-11)
num(1/4-13, 1-12)
dobj(fell-11, 1/4-13)
prep(fell-11, to-14)
number(1/2-16, 33-15)
dep(to-14, 1/2-16)
prep(fell-11, on-17)
number(million-19, 1.9-18)
num(shares-20, million-19)
pobj(on-17, shares-20)
punct(Intel-8, ,-21)
nn(Graphics-23, Mentor-22)
dep(Intel-8, Graphics-23)
punct(Graphics-23, ,-24)
advmod(Graphics-23, down-25)
dep(down-25, 3/4-26)
prep(down-25, to-27)
number(1/4-29, 16-28)
dep(to-27, 1/4-29)
prep(down-25, on-30)
number(million-32, 1.6-31)
num(shares-33, million-32)
pobj(on-30, shares-33)
punct(Graphics-23, ,-34)
nn(Microsystems-36, Sun-35)
dep(Intel-8, Microsystems-36)
punct(Microsystems-36, ,-37)
dep(slipped-39, which-38)
dep(Microsystems-36, slipped-39)
dep(slipped-39, 3/8-40)
prep(slipped-39, to-41)
number(1/4-43, 18-42)
dep(to-41, 1/4-43)
punct(Intel-8, ,-44)
cc(Intel-8, and-45)
nn(Communications-47, MCI-46)
conj(Intel-8, Communications-47)
punct(Communications-47, ,-48)
advmod(Communications-47, down-49)
dep(down-49, 1-50)
prep(down-49, to-51)
number(3/4-53, 42-52)
dep(to-51, 3/4-53)
punct(included-7, .-54)

nsubj(fell-11, Microsoft-1)
punct(Microsoft-1, ,-2)
dep(rose-6, which-3)
amod(week-5, last-4)
nsubj(rose-6, week-5)
dep(Microsoft-1, rose-6)
prep(rose-6, to-7)
det(record-9, a-8)
pobj(to-7, record-9)
punct(Microsoft-1, ,-10)
root(ROOT-0, fell-11)
dep(fell-11, victim-12)
prep(fell-11, to-13)
dep(to-13, profit-taking-14)
punct(said-17, ,-15)
dep(said-17, traders-16)
parataxis(fell-11, said-17)
punct(said-17, ,-18)
mark(declined-21, as-19)
dep(declined-21, it-20)
advcl(fell-11, declined-21)
number(1/8-23, 2-22)
dep(declined-21, 1/8-23)
prep(declined-21, to-24)
number(1/8-26, 83-25)
dep(to-24, 1/8-26)
punct(fell-11, .-27)

nn(Peripherals-2, Conner-1)
nsubj(unchanged-4, Peripherals-2)
cop(unchanged-4, was-3)
root(ROOT-0, unchanged-4)
prep(unchanged-4, at-5)
dep(at-5, 15-6)
punct(unchanged-4, .-7)

prep(jumped-7, Among-1)
nn(stocks-3, takeover-2)
pobj(Among-1, stocks-3)
punct(jumped-7, ,-4)
nn(Smurfit-6, Jefferson-5)
nsubj(jumped-7, Smurfit-6)
root(ROOT-0, jumped-7)
number(1/4-9, 1-8)
dep(jumped-7, 1/4-9)
prep(jumped-7, to-10)
number(1/2-12, 42-11)
dep(to-10, 1/2-12)
mark(said-16, after-13)
nn(Holdings-15, SIBV-MS-14)
nsubj(said-16, Holdings-15)
advcl(jumped-7, said-16)
det(price-18, the-17)
nsubjpass(raised-30, price-18)
aux(paid-21, to-19)
auxpass(paid-21, be-20)
vmod(price-18, paid-21)
prep(paid-21, to-22)
nn(Smurfit-24, Jefferson-23)
poss(holders-27, Smurfit-24)
possessive(Smurfit-24, 's-25)
nn(holders-27, minority-26)
pobj(to-22, holders-27)
aux(raised-30, has-28)
auxpass(raised-30, been-29)
ccomp(said-16, raised-30)
prep(raised-30, to-31)
pobj(to-31, $-32)
num($-32, 43-33)
det(share-35, a-34)
dep($-32, share-35)
punct(jumped-7, .-36)

det(increase-2, The-1)
nsubjpass(made-10, increase-2)
prep(increase-2, of-3)
pobj(of-3, $-4)
num($-4, 1.25-5)
det(share-7, a-6)
dep($-4, share-7)
aux(made-10, is-8)
auxpass(made-10, being-9)
root(ROOT-0, made-10)
aux(settle-12, to-11)
xcomp(made-10, settle-12)
nn(litigation-14, shareholder-13)
dobj(settle-12, litigation-14)
vmod(litigation-14, relating-15)
prep(relating-15, to-16)
poss(offer-20, SIBV-MS-17)
possessive(SIBV-MS-17, 's-18)
nn(offer-20, tender-19)
pobj(to-16, offer-20)
punct(made-10, .-21)

nn(Holdings-2, SIBV-MS-1)
nsubj(company-6, Holdings-2)
cop(company-6, is-3)
det(company-6, a-4)
amod(company-6, new-5)
root(ROOT-0, company-6)
advmod(owned-8, jointly-7)
vmod(company-6, owned-8)
prep(owned-8, by-9)
det(affiliate-11, an-10)
pobj(by-9, affiliate-11)
prep(affiliate-11, of-12)
nn(Smurfit-14, Jefferson-13)
pobj(of-12, Smurfit-14)
cc(affiliate-11, and-15)
det(partnership-20, a-16)
nn(partnership-20, Morgan-17)
nn(partnership-20, Stanley-18)
amod(partnership-20, limited-19)
conj(affiliate-11, partnership-20)
punct(company-6, .-21)

det(affiliate-4, The-1)
nn(affiliate-4, Jefferson-2)
nn(affiliate-4, Smurfit-3)
nsubj(holds-10, affiliate-4)
punct(affiliate-4, ,-5)
nn(B.V.-8, Smurfit-6)
nn(B.V.-8, International-7)
appos(affiliate-4, B.V.-8)
punct(affiliate-4, ,-9)
root(ROOT-0, holds-10)
quantmod(78-12, about-11)
num(%-13, 78-12)
dobj(holds-10, %-13)
prep(%-13, of-14)
det(shares-16, the-15)
pobj(of-14, shares-16)
amod(shares-16, outstanding-17)
punct(holds-10, .-18)

det(shares-2, These-1)
nsubjpass(bought-5, shares-2)
aux(bought-5, will-3)
auxpass(bought-5, be-4)
root(ROOT-0, bought-5)
prep(bought-5, by-6)
nn(Holdings-8, SIBV-MS-7)
pobj(by-6, Holdings-8)
prep(bought-5, at-9)
pobj(at-9, $-10)
num($-10, 41.75-11)
dep($-10, each-12)
prep(bought-5, after-13)
det(acquisition-15, the-14)
pobj(after-13, acquisition-15)
prep(acquisition-15, of-16)
det(shares-19, the-17)
nn(shares-19, minority-18)
pobj(of-16, shares-19)
punct(bought-5, .-20)

det(target-3, Another-1)
nn(target-3, takeover-2)
nsubj(eased-8, target-3)
punct(target-3, ,-4)
nn(Broadcasting-6, LIN-5)
appos(target-3, Broadcasting-6)
punct(target-3, ,-7)
root(ROOT-0, eased-8)
dep(eased-8, 1/2-9)
prep(eased-8, to-10)
number(1/8-12, 110-11)
dep(to-10, 1/8-12)
prep(eased-8, on-13)
num(shares-15, 313,800-14)
pobj(on-13, shares-15)
punct(eased-8, .-16)

poss(suitor-3, LIN-1)
possessive(LIN-1, 's-2)
nsubj(dropped-9, suitor-3)
punct(suitor-3, ,-4)
nn(Communications-7, McCaw-5)
nn(Communications-7, Cellular-6)
appos(suitor-3, Communications-7)
punct(suitor-3, ,-8)
root(ROOT-0, dropped-9)
dep(dropped-9, 1-10)
prep(dropped-9, to-11)
dep(to-11, 40-12)
prep(dropped-9, on-13)
quantmod(350,000-15, almost-14)
num(shares-16, 350,000-15)
pobj(on-13, shares-16)
punct(dropped-9, .-17)

det(analysts-2, Some-1)
nsubj(say-3, analysts-2)
root(ROOT-0, say-3)
dep(begin-6, investors-4)
aux(begin-6, will-5)
ccomp(say-3, begin-6)
xcomp(begin-6, paying-7)
amod(attention-9, more-8)
dobj(paying-7, attention-9)
prep(paying-7, to-10)
dep(to-10, earnings-11)
punct(begin-6, ,-12)
advmod(in-14, partly-13)
prep(begin-6, in-14)
pobj(in-14, response-15)
prep(response-15, to-16)
det(round-19, the-17)
amod(round-19, latest-18)
pobj(to-16, round-19)
prep(round-19, of-20)
dep(of-20, disappointments-21)
punct(say-3, .-22)

dep(say-2, They-1)
root(ROOT-0, say-2)
dep(favor-5, investors-3)
aux(favor-5, will-4)
ccomp(say-2, favor-5)
dobj(favor-5, companies-6)
dep(posted-10, that-7)
advmod(posted-10, historically-8)
aux(posted-10, have-9)
ccomp(companies-6, posted-10)
amod(growth-13, annual-11)
nn(growth-13, earnings-12)
dobj(posted-10, growth-13)
prep(growth-13, of-14)
number(%-16, 15-15)
num(%-19, %-16)
dep(%-16, to-17)
number(%-16, 20-18)
pobj(of-14, %-19)
punct(say-2, .-20)

dep(news-5, That-1)
aux(news-5, would-2)
cop(news-5, be-3)
amod(news-5, good-4)
root(ROOT-0, news-5)
prep(news-5, for-6)
det(market-9, the-7)
nn(market-9, OTC-8)
pobj(for-6, market-9)
punct(say-13, ,-10)
det(analysts-12, some-11)
nsubj(say-13, analysts-12)
parataxis(news-5, say-13)
punct(say-13, ,-14)
mark(traded-21, because-15)
amod(stocks-19, many-16)
amod(stocks-19, small-17)
nn(stocks-19, growth-18)
nsubjpass(traded-21, stocks-19)
auxpass(traded-21, are-20)
advcl(news-5, traded-21)
advmod(traded-21, there-22)
punct(news-5, .-23)

nn(Weisberg-3, Michael-1)
nn(Weisberg-3, R.-2)
nsubj(said-19, Weisberg-3)
punct(Weisberg-3, ,-4)
appos(Weisberg-3, partner-5)
prep(partner-5, in-6)
pobj(in-6, charge-7)
prep(charge-7, of-8)
dep(of-8, research-9)
prep(partner-5, at-10)
nn(Stephens-12, Robertson-11)
pobj(at-10, Stephens-12)
cc(Stephens-12, &-13)
conj(Stephens-12, Co.-14)
prep(Stephens-12, in-15)
nn(Francisco-17, San-16)
pobj(in-15, Francisco-17)
punct(Weisberg-3, ,-18)
root(ROOT-0, said-19)
det(investors-21, some-20)
nsubj(made-24, investors-21)
aux(made-24, have-22)
advmod(made-24, already-23)
ccomp(said-19, made-24)
det(switch-26, the-25)
dobj(made-24, switch-26)
punct(said-19, .-27)

det(Index-4, The-1)
nn(Index-4, Robertson-2)
nn(Index-4, Stephens-3)
nsubj(is-10, Index-4)
prep(Index-4, of-5)
num(stocks-9, 340-6)
amod(stocks-9, emerging-7)
nn(stocks-9, growth-8)
pobj(of-5, stocks-9)
root(ROOT-0, is-10)
advmod(is-10, up-11)
num(%-13, 23.1-12)
pobj(up-11, %-13)
prep(is-10, for-14)
det(year-16, the-15)
pobj(for-14, year-16)
prep(year-16, through-17)
dep(through-17, Friday-18)
punct(is-10, .-19)

det(rise-2, The-1)
nsubj(matches-3, rise-2)
root(ROOT-0, matches-3)
amod(year-11, that-4)
prep(year-11, of-5)
det(industrials-9, the-6)
nn(industrials-9, Dow-7)
nn(industrials-9, Jones-8)
pobj(of-5, industrials-9)
det(year-11, this-10)
dobj(matches-3, year-11)
punct(matches-3, .-12)

punct(said-18, ``-1)
dep(year-7, It-2)
auxpass(year-7, 's-3)
cop(year-7, been-4)
det(year-7, a-5)
amod(year-7, spectacular-6)
ccomp(said-18, year-7)
prep(year-7, for-8)
det(investor-13, the-9)
amod(investor-13, emerging-10)
nn(investor-13, growth-11)
nn(investor-13, stock-12)
pobj(for-8, investor-13)
punct(said-18, ,-14)
punct(said-18, ''-15)
nn(Weisberg-17, Mr.-16)
nsubj(said-18, Weisberg-17)
root(ROOT-0, said-18)
punct(said-18, .-19)

dep(predicted-2, He-1)
root(ROOT-0, predicted-2)
mark(those-11, that-3)
det(companies-8, the-4)
advmod(popular-6, most-5)
amod(companies-8, popular-6)
nn(companies-8, growth-7)
nsubj(those-11, companies-8)
aux(those-11, will-9)
cop(those-11, be-10)
ccomp(predicted-2, those-11)
prep(those-11, with-12)
punct(kind-15, ``-13)
det(kind-15, some-14)
pobj(with-12, kind-15)
prep(kind-15, of-16)
amod(product-18, unique-17)
pobj(of-16, product-18)
cc(product-18, or-19)
conj(product-18, franchise-20)
punct(kind-15, ''-21)
dep(makes-23, that-22)
dep(kind-15, makes-23)
dep(appear-25, them-24)
ccomp(makes-23, appear-25)
acomp(appear-25, able-26)
aux(sustain-28, to-27)
xcomp(able-26, sustain-28)
poss(momentum-30, their-29)
dobj(sustain-28, momentum-30)
punct(predicted-2, .-31)

dep(puts-2, He-1)
root(ROOT-0, puts-2)
det(market-5, the-3)
nn(market-5, OTC-4)
poss(Club-10, market-5)
possessive(market-5, 's-6)
nn(Club-10, Nellcor-7)
punct(Club-10, ,-8)
conj(Club-10, Office-9)
dobj(puts-2, Club-10)
cc(Club-10, and-11)
conj(Club-10, BizMart-12)
prep(puts-2, on-13)
det(list-15, the-14)
pobj(on-13, list-15)
punct(puts-2, .-16)

nsubj(was-11, Nellcor-1)
punct(Nellcor-1, ,-2)
det(maker-4, a-3)
dep(Nellcor-1, maker-4)
prep(maker-4, of-5)
amod(systems-9, electronic-6)
nn(systems-9, patient-7)
nn(systems-9, monitoring-8)
pobj(of-5, systems-9)
punct(Nellcor-1, ,-10)
root(ROOT-0, was-11)
advmod(was-11, up-12)
dep(up-12, 3/4-13)
prep(up-12, to-14)
number(7/8-16, 16-15)
dep(to-14, 7/8-16)
prep(up-12, on-17)
num(shares-19, 258,000-18)
pobj(on-17, shares-19)
dep(was-11, yesterday-20)
punct(was-11, ,-21)
mark(unchanged-28, while-22)
amod(Club-26, retailing-23)
nn(Club-26, issue-24)
nn(Club-26, Office-25)
nsubj(unchanged-28, Club-26)
cop(unchanged-28, was-27)
advcl(was-11, unchanged-28)
prep(unchanged-28, at-29)
num(3/4-31, 10-30)
pobj(at-29, 3/4-31)
prep(unchanged-28, on-32)
num(shares-34, 65,200-33)
pobj(on-32, shares-34)
punct(was-11, .-35)

nsubj(was-7, BizMart-1)
punct(BizMart-1, ,-2)
det(stock-5, another-3)
amod(stock-5, retailing-4)
dep(BizMart-1, stock-5)
punct(BizMart-1, ,-6)
root(ROOT-0, was-7)
advmod(was-7, off-8)
number(1/4-12, 3/8-9)
dep(1/4-12, to-10)
number(1/4-12, 8-11)
pobj(off-8, 1/4-12)
prep(1/4-12, on-13)
advmod(80,000-15, nearly-14)
nn(shares-16, 80,000-15)
pobj(on-13, shares-16)
punct(was-7, .-17)

amod(favorites-2, Other-1)
nsubj(had-10, favorites-2)
prep(favorites-2, of-3)
amod(analysts-5, growth-stock-4)
pobj(of-3, analysts-5)
cc(analysts-5, and-6)
nn(managers-8, money-7)
conj(analysts-5, managers-8)
advmod(had-10, also-9)
root(ROOT-0, had-10)
det(session-13, a-11)
amod(session-13, mixed-12)
dobj(had-10, session-13)
punct(had-10, .-14)

nn(American-2, Payco-1)
nsubj(jumped-9, American-2)
punct(American-2, ,-3)
det(concern-7, a-4)
nn(concern-7, credit-5)
nn(concern-7, collection-6)
appos(American-2, concern-7)
punct(American-2, ,-8)
root(ROOT-0, jumped-9)
number(3/8-11, 1-10)
dep(jumped-9, 3/8-11)
prep(jumped-9, to-12)
number(5/8-14, 20-13)
dep(to-12, 5/8-14)
prep(jumped-9, on-15)
pobj(on-15, volume-16)
prep(volume-16, of-17)
dep(of-17, 93,000-18)
punct(jumped-9, ,-19)
cc(jumped-9, and-20)
nn(Etc.-23, Mail-21)
nn(Etc.-23, Boxes-22)
nsubj(advanced-31, Etc.-23)
punct(Etc.-23, ,-24)
det(company-29, a-25)
amod(company-29, private-26)
amod(company-29, postal-27)
nn(company-29, services-28)
appos(Etc.-23, company-29)
punct(Etc.-23, ,-30)
conj(jumped-9, advanced-31)
dep(advanced-31, 1/2-32)
prep(advanced-31, to-33)
number(1/2-35, 23-34)
dep(to-33, 1/2-35)
prep(advanced-31, on-36)
pobj(on-36, volume-37)
prep(volume-37, of-38)
dep(of-38, 64,000-39)
punct(jumped-9, .-40)

cc(was-9, But-1)
nsubj(was-9, Legent-2)
punct(Legent-2, ,-3)
det(stock-7, a-4)
nn(stock-7, systems-5)
nn(stock-7, software-6)
dep(Legent-2, stock-7)
punct(Legent-2, ,-8)
root(ROOT-0, was-9)
advmod(was-9, down-10)
dep(down-10, 1/2-11)
prep(down-10, to-12)
number(3/4-14, 29-13)
dep(to-12, 3/4-14)
prep(down-10, on-15)
num(shares-17, 39,300-16)
pobj(on-15, shares-17)
punct(was-9, .-18)

nsubj(fell-8, Novell-1)
punct(Novell-1, ,-2)
det(concern-6, a-3)
nn(concern-6, computer-4)
amod(concern-6, networking-5)
dep(Novell-1, concern-6)
punct(Novell-1, ,-7)
root(ROOT-0, fell-8)
number(1/2-10, 1-9)
dep(fell-8, 1/2-10)
prep(fell-8, to-11)
dep(to-11, 30-12)
prep(fell-8, on-13)
num(shares-15, 152,000-14)
pobj(on-13, shares-15)
punct(fell-8, .-16)

advmod(continued-5, Elsewhere-1)
punct(continued-5, ,-2)
nn(National-4, Valley-3)
nsubj(continued-5, National-4)
root(ROOT-0, continued-5)
poss(slide-7, its-6)
dobj(continued-5, slide-7)
punct(continued-5, ,-8)
vmod(continued-5, dropping-9)
number(1/8-11, 2-10)
dep(dropping-9, 1/8-11)
prep(dropping-9, to-12)
dep(to-12, 15-13)
prep(dropping-9, on-14)
number(million-16, 1.7-15)
num(shares-17, million-16)
pobj(on-14, shares-17)
punct(continued-5, .-18)

det(concern-4, The-1)
nn(concern-4, Arizona-2)
nn(concern-4, banking-3)
nsubj(facing-6, concern-4)
aux(facing-6, is-5)
root(ROOT-0, facing-6)
dobj(facing-6, difficulties-7)
dep(difficulties-7, related-8)
prep(related-8, to-9)
pobj(to-9, weakness-10)
prep(weakness-10, in-11)
det(market-15, the-12)
amod(market-15, real-13)
nn(market-15, estate-14)
pobj(in-11, market-15)
prep(market-15, in-16)
det(state-18, the-17)
pobj(in-16, state-18)
punct(facing-6, .-19)

amod(earnings-2, Higher-1)
nsubj(helped-3, earnings-2)
root(ROOT-0, helped-3)
det(issues-5, some-4)
dobj(helped-3, issues-5)
punct(helped-3, .-6)

dep(rose-2, Amgen-1)
root(ROOT-0, rose-2)
number(1/4-4, 2-3)
dep(rose-2, 1/4-4)
prep(rose-2, to-5)
number(3/4-7, 54-6)
dep(to-5, 3/4-7)
prep(rose-2, on-8)
quantmod(800,000-10, almost-9)
num(shares-11, 800,000-10)
pobj(on-8, shares-11)
punct(rose-2, ,-12)
cc(rose-2, and-13)
nn(Financial-15, CVB-14)
nsubj(jumped-16, Financial-15)
conj(rose-2, jumped-16)
dep(jumped-16, 4-17)
prep(jumped-16, to-18)
dep(to-18, 41-19)
prep(jumped-16, on-20)
quantmod(1,000-22, only-21)
num(shares-23, 1,000-22)
pobj(on-20, shares-23)
punct(rose-2, .-24)

advmod(teach-5, Why-1)
aux(teach-5, ca-2)
neg(teach-5, n't-3)
dep(teach-5, we-4)
root(ROOT-0, teach-5)
poss(children-7, our-6)
dobj(teach-5, children-7)
aux(read-9, to-8)
vmod(teach-5, read-9)
punct(read-9, ,-10)
conj(read-9, write-11)
cc(read-9, and-12)
conj(read-9, reckon-13)
punct(teach-5, ?-14)

dep('s-2, It-1)
root(ROOT-0, 's-2)
neg('s-2, not-3)
mark(know-8, that-4)
dep(know-8, we-5)
aux(know-8, do-6)
neg(know-8, n't-7)
ccomp('s-2, know-8)
advmod(to-10, how-9)
ccomp(know-8, to-10)
punct('s-2, ,-11)
mark(do-14, because-12)
dep(do-14, we-13)
advcl('s-2, do-14)
punct('s-2, .-15)

dep('s-2, It-1)
root(ROOT-0, 's-2)
mark(want-7, that-3)
dep(want-7, we-4)
aux(want-7, do-5)
neg(want-7, n't-6)
ccomp('s-2, want-7)
xcomp(want-7, to-8)
punct('s-2, .-9)

cc(is-9, And-1)
