amod(members-2, Influential-1)
poss(legislature-3, Poland-1)
possessive(Poland-1, 's-2)
nsubj(approved-4, legislature-3)
root(ROOT-0, approved-4)
dobj(approved-4, limits-5)
prep(limits-5, on-6)
amod(increases-9, automatic-7)
nn(increases-9, wage-8)
pobj(on-6, increases-9)
prep(approved-4, without-10)
amod(provisions-12, special-11)
pobj(without-10, provisions-12)
prep(provisions-12, for-13)
nn(rises-16, food-14)
nn(rises-16, price-15)
pobj(for-13, rises-16)
punct(approved-4, .-17)

det(vote-2, The-1)
nsubjpass(considered-4, vote-2)
auxpass(considered-4, was-3)
root(ROOT-0, considered-4)
det(test-6, a-5)
xcomp(considered-4, test-6)
prep(test-6, of-7)
det(government-10, the-8)
amod(government-10, Solidarity-led-9)
poss(resolve-12, government-10)
possessive(government-10, 's-11)
pobj(of-7, resolve-12)
aux(proceed-14, to-13)
vmod(resolve-12, proceed-14)
prep(proceed-14, with-15)
det(program-19, a-16)
amod(program-19, harsh-17)
amod(program-19, economic-restructuring-18)
pobj(with-15, program-19)
punct(considered-4, .-20)

poss(V-5, Norway-1)
possessive(Norway-1, 's-2)
nn(V-5, King-3)
nn(V-5, Olav-4)
nsubj(installed-6, V-5)
root(ROOT-0, installed-6)
det(government-10, a-7)
amod(government-10, three-party-8)
amod(government-10, non-Socialist-9)
dobj(installed-6, government-10)
mark(relinquished-19, as-11)
nn(Brundtland-14, Gro-12)
nn(Brundtland-14, Harlem-13)
poss(regime-18, Brundtland-14)
possessive(Brundtland-14, 's-15)
amod(regime-18, three-year-old-16)
nn(regime-18, Labor-17)
nsubj(relinquished-19, regime-18)
advcl(installed-6, relinquished-19)
dep(relinquished-19, power-20)
punct(installed-6, .-21)

det(cabinet-3, The-1)
amod(cabinet-3, 19-member-2)
nsubjpass(led-5, cabinet-3)
auxpass(led-5, is-4)
root(ROOT-0, led-5)
prep(led-5, by-6)
nn(Syse-10, Prime-7)
nn(Syse-10, Minister-8)
nn(Syse-10, Jan-9)
pobj(by-6, Syse-10)
punct(Syse-10, ,-11)
dep(acknowledged-13, who-12)
dep(Syse-10, acknowledged-13)
det(situation-17, a-14)
punct(situation-17, ``-15)
amod(situation-17, difficult-16)
dobj(acknowledged-13, situation-17)
punct(situation-17, ''-18)
mark(controls-22, since-19)
det(coalition-21, the-20)
nsubj(controls-22, coalition-21)
advcl(acknowledged-13, controls-22)
advmod(seats-25, only-23)
num(seats-25, 62-24)
dobj(controls-22, seats-25)
prep(seats-25, in-26)
poss(legislature-30, Oslo-27)
possessive(Oslo-27, 's-28)
amod(legislature-30, 165-member-29)
pobj(in-26, legislature-30)
punct(led-5, .-31)

nn(Salvador-2, El-1)
poss(government-4, Salvador-2)
possessive(Salvador-2, 's-3)
nsubj(opened-5, government-4)
root(ROOT-0, opened-5)
det(round-8, a-6)
amod(round-8, new-7)
dobj(opened-5, round-8)
prep(round-8, of-9)
pobj(of-9, talks-10)
prep(talks-10, with-11)
det(country-13, the-12)
poss(rebels-16, country-13)
possessive(country-13, 's-14)
amod(rebels-16, leftist-15)
pobj(with-11, rebels-16)
prep(opened-5, in-17)
det(effort-19, an-18)
pobj(in-17, effort-19)
aux(end-21, to-20)
vmod(effort-19, end-21)
det(war-25, a-22)
amod(war-25, decade-long-23)
amod(war-25, civil-24)
dobj(end-21, war-25)
punct(opened-5, .-26)

det(spokesman-2, A-1)
nsubj(said-3, spokesman-2)
root(ROOT-0, said-3)
det(guerrillas-5, the-4)
nsubj(present-7, guerrillas-5)
aux(present-7, would-6)
ccomp(said-3, present-7)
det(proposal-10, a-8)
nn(proposal-10, cease-fire-9)
dobj(present-7, proposal-10)
prep(present-7, during-11)
det(negotiations-13, the-12)
pobj(during-11, negotiations-13)
prep(negotiations-13, in-14)
nn(Rica-16, Costa-15)
pobj(in-14, Rica-16)
dep(includes-18, that-17)
dep(present-7, includes-18)
amod(changes-22, constitutional-19)
cc(constitutional-19, and-20)
conj(constitutional-19, economic-21)
dobj(includes-18, changes-22)
punct(said-3, .-23)

det(Department-3, The-1)
nn(Department-3, State-2)
nsubj(said-4, Department-3)
root(ROOT-0, said-4)
dep(was-6, there-5)
ccomp(said-4, was-6)
det(possibility-9, a-7)
punct(possibility-9, ``-8)
dep(was-6, possibility-9)
punct(possibility-9, ''-10)
mark(selling-16, that-11)
det(rebels-14, some-12)
amod(rebels-14, Nicaraguan-13)
nsubj(selling-16, rebels-14)
aux(selling-16, were-15)
ccomp(possibility-9, selling-16)
poss(arms-19, their-17)
amod(arms-19, U.S.-supplied-18)
dobj(selling-16, arms-19)
prep(selling-16, to-20)
amod(guerrillas-22, Salvadoran-21)
pobj(to-20, guerrillas-22)
punct(said-4, ,-23)
cc(said-4, but-24)
conj(said-4, insisted-25)
dep(effort-31, it-26)
cop(effort-31, was-27)
neg(effort-31, n't-28)
det(effort-31, an-29)
amod(effort-31, organized-30)
ccomp(insisted-25, effort-31)
punct(said-4, .-32)

advmod(complained-7, Separately-1)
punct(complained-7, ,-2)
dep(Baker-6, Secretary-3)
prep(Secretary-3, of-4)
dep(of-4, State-5)
nsubj(complained-7, Baker-6)
root(ROOT-0, complained-7)
prep(complained-7, about-8)
det(aide-11, a-9)
nn(aide-11, U.N.-10)
pobj(about-8, aide-11)
dep(told-15, who-12)
amod(week-14, last-13)
nsubj(told-15, week-14)
dep(aide-11, told-15)
det(Contras-17, the-16)
dobj(told-15, Contras-17)
xcomp(told-15, to-18)
dep(to-18, disband-19)
prep(told-15, as-20)
pobj(as-20, part-21)
prep(part-21, of-22)
det(accord-26, a-23)
amod(accord-26, regional-24)
nn(accord-26, peace-25)
pobj(of-22, accord-26)
punct(complained-7, .-27)

root(ROOT-0, Died-1)
punct(Died-1, :-2)
nn(Wilde-4, Cornel-3)
dep(Died-1, Wilde-4)
punct(Wilde-4, ,-5)
num(Wilde-4, 74-6)
punct(Wilde-4, ,-7)
appos(Wilde-4, actor-8)
cc(actor-8, and-9)
conj(actor-8, director-10)
punct(Wilde-4, ,-11)
dep(Died-1, in-12)
nn(Angeles-14, Los-13)
pobj(in-12, Angeles-14)
punct(Died-1, ,-15)
dep(Died-1, of-16)
dep(of-16, leukemia-17)
punct(Died-1, ...-18)
punct(Died-1, .-19)

nn(Kis-2, Danilo-1)
root(ROOT-0, Kis-2)
punct(Kis-2, ,-3)
num(Kis-2, 54-4)
punct(Kis-2, ,-5)
amod(novelist-7, Yugoslav-born-6)
appos(Kis-2, novelist-7)
cc(novelist-7, and-8)
conj(novelist-7, essayist-9)
punct(Kis-2, ,-10)
dep(Kis-2, Sunday-11)
punct(Kis-2, ,-12)
prep(Kis-2, in-13)
dep(in-13, Paris-14)
punct(Kis-2, ,-15)
prep(Kis-2, of-16)
dep(of-16, cancer-17)
punct(Kis-2, .-18)

amod(volume-4, British-1)
amod(volume-4, retail-2)
nn(volume-4, sales-3)
nsubj(rose-5, volume-4)
ccomp(said-29, rose-5)
det(%-9, a-6)
amod(%-9, provisional-7)
num(%-9, 0.4-8)
dobj(rose-5, %-9)
prep(rose-5, in-10)
dep(in-10, September-11)
prep(rose-5, from-12)
dep(from-12, August-13)
cc(rose-5, and-14)
conj(rose-5, was-15)
advmod(was-15, up-16)
num(%-18, 2.2-17)
pobj(up-16, %-18)
prep(was-15, from-19)
pobj(from-19, September-20)
num(September-20, 1988-21)
punct(said-29, ,-22)
det(Department-24, the-23)
nsubj(said-29, Department-24)
prep(Department-24, of-25)
pobj(of-25, Trade-26)
cc(Trade-26, and-27)
conj(Trade-26, Industry-28)
root(ROOT-0, said-29)
punct(said-29, .-30)

prep(was-12, For-1)
det(months-4, the-2)
num(months-4, three-3)
pobj(For-1, months-4)
vmod(months-4, ended-5)
prep(ended-5, in-6)
dep(in-6, September-7)
punct(was-12, ,-8)
amod(volume-11, retail-9)
nn(volume-11, sales-10)
nsubj(was-12, volume-11)
root(ROOT-0, was-12)
advmod(was-12, down-13)
num(%-15, 0.5-14)
pobj(down-13, %-15)
prep(down-13, from-16)
det(months-20, the-17)
amod(months-20, previous-18)
num(months-20, three-19)
pobj(from-16, months-20)
cc(down-13, and-21)
conj(down-13, up-22)
num(%-24, 1.2-23)
pobj(up-22, %-24)
prep(up-22, from-25)
det(year-27, a-26)
npadvmod(earlier-28, year-27)
pcomp(from-25, earlier-28)
punct(was-12, .-29)

nn(Farley-4, Chicago-1)
nn(Farley-4, investor-2)
nn(Farley-4, William-3)
nsubj(agreed-5, Farley-4)
root(ROOT-0, agreed-5)
aux(sell-7, to-6)
xcomp(agreed-5, sell-7)
num(divisions-9, three-8)
dobj(sell-7, divisions-9)
prep(divisions-9, of-10)
nn(Peabody-12, Cluett-11)
pobj(of-10, Peabody-12)
cc(Peabody-12, &-13)
conj(Peabody-12, Co.-14)
prep(sell-7, for-15)
quantmod($-17, about-16)
pobj(for-15, $-17)
number(million-19, 600-18)
num($-17, million-19)
prep(sell-7, to-20)
nn(S.A.-22, Bidermann-21)
pobj(to-20, S.A.-22)
punct(S.A.-22, ,-23)
det(maker-28, a-24)
advmod(held-26, closely-25)
amod(maker-28, held-26)
nn(maker-28, clothing-27)
appos(S.A.-22, maker-28)
vmod(maker-28, based-29)
prep(based-29, in-30)
dep(in-30, Paris-31)
punct(agreed-5, .-32)

advmod(after-2, Shortly-1)
prep(said-25, after-2)
pcomp(after-2, completing-3)
det(acquisition-8, the-4)
amod(acquisition-8, $-5)
number(billion-7, 1.56-6)
num($-5, billion-7)
dobj(completing-3, acquisition-8)
prep(acquisition-8, of-9)
nn(Inc.-12, West-10)
nn(Inc.-12, Point-Pepperell-11)
pobj(of-9, Inc.-12)
prep(completing-3, in-13)
dep(in-13, April-14)
punct(said-25, ,-15)
nn(Farley-17, Mr.-16)
poss(company-20, Farley-17)
possessive(Farley-17, 's-18)
amod(company-20, holding-19)
nsubj(said-25, company-20)
punct(company-20, ,-21)
nn(Inc.-23, Farley-22)
appos(company-20, Inc.-23)
punct(company-20, ,-24)
root(ROOT-0, said-25)
dep(considering-28, it-26)
aux(considering-28, was-27)
ccomp(said-25, considering-28)
det(sale-30, the-29)
dobj(considering-28, sale-30)
prep(sale-30, of-31)
pobj(of-31, Cluett-32)
punct(Cluett-32, ,-33)
det(maker-37, a-34)
amod(maker-37, leading-35)
nn(maker-37, shirt-36)
dep(Cluett-32, maker-37)
cc(maker-37, and-38)
conj(maker-37, one-39)
prep(one-39, of-40)
nn(Point-Pepperell-42, West-41)
poss(units-45, Point-Pepperell-42)
possessive(Point-Pepperell-42, 's-43)
amod(units-45, biggest-44)
pobj(of-40, units-45)
punct(said-25, .-46)

root(ROOT-0, Included-1)
prep(Included-1, in-2)
det(sale-4, the-3)
pobj(in-2, sale-4)
auxpass(Included-1, are-5)
nn(units-7, Cluett-6)
nsubjpass(Included-1, units-7)
dep(make-9, that-8)
dep(units-7, make-9)
poss(shirts-12, men-10)
possessive(men-10, 's-11)
dobj(make-9, shirts-12)
prep(make-9, under-13)
det(name-16, the-14)
nn(name-16, Arrow-15)
pobj(under-13, name-16)
punct(make-9, ,-17)
conj(make-9, socks-18)
prep(socks-18, under-19)
det(name-23, the-20)
nn(name-23, Gold-21)
nn(name-23, Toe-22)
pobj(under-19, name-23)
cc(make-9, and-24)
conj(make-9, menswear-25)
prep(menswear-25, through-26)
det(division-29, the-27)
nn(division-29, Schoeneman-28)
pobj(through-26, division-29)
punct(Included-1, .-30)

det(companies-2, The-1)
nsubj(said-3, companies-2)
root(ROOT-0, said-3)
det(agreement-5, the-4)
nsubj(subject-7, agreement-5)
cop(subject-7, is-6)
ccomp(said-3, subject-7)
prep(subject-7, to-8)
poss(receipt-11, Bidermann-9)
possessive(Bidermann-9, 's-10)
pobj(to-8, receipt-11)
prep(receipt-11, of-12)
dep(of-12, financing-13)
cc(to-8, and-14)
conj(to-8, to-15)
amod(approvals-19, regulatory-16)
cc(regulatory-16, and-17)
conj(regulatory-16, other-18)
pobj(to-15, approvals-19)
punct(said-3, .-20)

dep(said-2, They-1)
root(ROOT-0, said-2)
det(sale-4, the-3)
nsubjpass(expected-6, sale-4)
auxpass(expected-6, is-5)
ccomp(said-2, expected-6)
aux(concluded-9, to-7)
auxpass(concluded-9, be-8)
xcomp(expected-6, concluded-9)
prep(concluded-9, by-10)
det(end-12, the-11)
pobj(by-10, end-12)
prep(end-12, of-13)
dep(of-13, November-14)
punct(said-2, .-15)

nn(Farley-2, Mr.-1)
nsubj(said-3, Farley-2)
root(ROOT-0, said-3)
det(sale-5, the-4)
nsubj(bring-27, sale-5)
prep(sale-5, of-6)
pobj(of-6, three-7)
prep(three-7, of-8)
poss(divisions-13, Cluett-9)
possessive(Cluett-9, 's-10)
num(divisions-13, four-11)
amod(divisions-13, main-12)
pobj(of-8, divisions-13)
cc(sale-5, plus-14)
amod(sales-22, other-15)
punct(sales-22, ``-16)
amod(sales-22, anticipated-17)
punct(sales-22, ''-18)
nn(sales-22, West-19)
nn(sales-22, Point-Pepperell-20)
nn(sales-22, asset-21)
conj(sale-5, sales-22)
prep(sale-5, by-23)
dep(by-23, December-24)
punct(sale-5, ,-25)
aux(bring-27, should-26)
ccomp(said-3, bring-27)
dep(bring-27, in-28)
det(total-30, a-29)
dobj(bring-27, total-30)
prep(total-30, of-31)
quantmod($-33, about-32)
pobj(of-31, $-33)
number(million-35, 700-34)
num($-33, million-35)
punct(said-3, .-36)

dep(elaborate-4, He-1)
aux(elaborate-4, did-2)
neg(elaborate-4, n't-3)
root(ROOT-0, elaborate-4)
prep(elaborate-4, on-5)
amod(sales-8, other-6)
nn(sales-8, asset-7)
pobj(on-5, sales-8)
auxpass(considered-10, being-9)
vmod(sales-8, considered-10)
punct(elaborate-4, .-11)

nn(Farley-2, Mr.-1)
nsubj(followed-3, Farley-2)
root(ROOT-0, followed-3)
det(pattern-6, a-4)
amod(pattern-6, similar-5)
dobj(followed-3, pattern-6)
advmod(acquired-9, when-7)
dep(acquired-9, he-8)
dep(followed-3, acquired-9)
nn(Inc.-12, Northwest-10)
nn(Inc.-12, Industries-11)
dobj(acquired-9, Inc.-12)
cc(acquired-9, and-13)
advmod(sold-15, then-14)
conj(acquired-9, sold-15)
dobj(sold-15, much-16)
prep(much-16, of-17)
poss(assets-19, its-18)
pobj(of-17, assets-19)
punct(followed-3, .-20)

cc(kept-3, But-1)
dep(kept-3, he-2)
root(ROOT-0, kept-3)
dobj(kept-3, Fruit-4)
prep(Fruit-4, of-5)
det(Inc.-8, the-6)
nn(Inc.-8, Loom-7)
pobj(of-5, Inc.-8)
punct(Fruit-4, ,-9)
det(maker-12, the-10)
nn(maker-12, underwear-11)
appos(Fruit-4, maker-12)
mark(controls-16, that-13)
dep(controls-16, he-14)
advmod(controls-16, still-15)
dep(maker-12, controls-16)
cc(controls-16, and-17)
conj(controls-16, serves-18)
prep(serves-18, as-19)
pobj(as-19, chairman-20)
cc(chairman-20, and-21)
amod(executive-23, chief-22)
conj(chairman-20, executive-23)
punct(kept-3, .-24)

dep(company-5, Cluett-1)
cop(company-5, was-2)
det(company-5, an-3)
amod(company-5, independent-4)
root(ROOT-0, company-5)
mark(acquired-9, until-6)
nn(Point-Pepperell-8, West-7)
nsubj(acquired-9, Point-Pepperell-8)
advcl(company-5, acquired-9)
dep(acquired-9, it-10)
prep(acquired-9, for-11)
pobj(for-11, $-12)
number(million-14, 375-13)
num($-12, million-14)
prep($-12, in-15)
pobj(in-15, cash-16)
cc(cash-16, and-17)
conj(cash-16, stock-18)
prep(acquired-9, in-19)
dep(in-19, 1986-20)
punct(company-5, .-21)

prep(had-12, In-1)
det(year-4, the-2)
amod(year-4, fiscal-3)
pobj(In-1, year-4)
vmod(year-4, ended-5)
tmod(ended-5, Sept.-6)
num(Sept.-6, 30-7)
punct(Sept.-6, ,-8)
num(Sept.-6, 1988-9)
punct(had-12, ,-10)
dep(had-12, Cluett-11)
root(ROOT-0, had-12)
nn(profit-14, operating-13)
dobj(had-12, profit-14)
prep(profit-14, of-15)
pobj(of-15, $-16)
number(million-18, 37-17)
num($-16, million-18)
prep(profit-14, on-19)
pobj(on-19, sales-20)
prep(sales-20, of-21)
pobj(of-21, $-22)
number(million-24, 757-23)
num($-22, million-24)
punct(had-12, .-25)

dep(sells-2, Bidermann-1)
root(ROOT-0, sells-2)
dep(sells-2, clothes-3)
prep(sells-2, under-4)
amod(labels-6, various-5)
pobj(under-4, labels-6)
punct(labels-6, ,-7)
prep(labels-6, including-8)
nn(Laurent-11, Yves-9)
nn(Laurent-11, Saint-10)
pobj(including-8, Laurent-11)
cc(Laurent-11, and-12)
nn(Robinson-14, Bill-13)
conj(Laurent-11, Robinson-14)
prep(Robinson-14, for-15)
dep(for-15, men-16)
cc(Laurent-11, and-17)
nn(Lauren-19, Ralph-18)
conj(Laurent-11, Lauren-19)
prep(Lauren-19, for-20)
dep(for-20, women-21)
punct(sells-2, .-22)

det(spokesman-2, A-1)
nsubj(said-3, spokesman-2)
root(ROOT-0, said-3)
det(company-5, the-4)
nsubj(had-6, company-5)
ccomp(said-3, had-6)
dobj(had-6, sales-7)
prep(sales-7, of-8)
pobj(of-8, $-9)
number(million-11, 400-10)
num($-9, million-11)
prep(had-6, in-12)
dep(in-12, 1988-13)
punct(said-3, .-14)

prep(fell-11, In-1)
nn(trading-7, New-2)
nn(trading-7, York-3)
nn(trading-7, Stock-4)
nn(trading-7, Exchange-5)
amod(trading-7, composite-6)
pobj(In-1, trading-7)
punct(fell-11, ,-8)
nn(Point-Pepperell-10, West-9)
nsubj(fell-11, Point-Pepperell-10)
root(ROOT-0, fell-11)
num(cents-13, 25-12)
dobj(fell-11, cents-13)
prep(fell-11, to-14)
pobj(to-14, $-15)
num($-15, 53.875-16)
punct(fell-11, .-17)

poss(PLC-5, Britain-1)
possessive(Britain-1, 's-2)
nn(PLC-5, Blue-3)
nn(PLC-5, Arrow-4)
nsubj(intends-6, PLC-5)
root(ROOT-0, intends-6)
aux(change-8, to-7)
xcomp(intends-6, change-8)
poss(name-10, its-9)
dobj(change-8, name-10)
prep(change-8, to-11)
nn(PLC-13, Manpower-12)
pobj(to-11, PLC-13)
cc(change-8, and-14)
conj(change-8, write-15)
dep(write-15, off-16)
det(chunk-18, a-17)
dobj(write-15, chunk-18)
prep(chunk-18, of-19)
det($-22, the-20)
quantmod($-22, nearly-21)
pobj(of-19, $-22)
number(billion-24, 1.2-23)
num($-22, billion-24)
prep($-22, in-25)
amod(will-27, good-26)
pobj(in-25, will-27)
vmod(will-27, realized-28)
prep(realized-28, in-29)
det(takeover-31, the-30)
pobj(in-29, takeover-31)
prep(takeover-31, of-32)
amod(Inc-35, U.S.-based-33)
nn(Inc-35, Manpower-34)
pobj(of-32, Inc-35)
punct(intends-6, .-36)

nn(Fromstein-5, Blue-1)
nn(Fromstein-5, Arrow-2)
nn(Fromstein-5, Chairman-3)
nn(Fromstein-5, Mitchell-4)
nsubj(said-6, Fromstein-5)
root(ROOT-0, said-6)
prep(said-6, in-7)
det(interview-9, an-8)
pobj(in-7, interview-9)
mark(prelude-17, that-10)
det(steps-13, the-11)
num(steps-13, two-12)
nsubj(prelude-17, steps-13)
aux(prelude-17, may-14)
cop(prelude-17, be-15)
det(prelude-17, a-16)
ccomp(said-6, prelude-17)
prep(prelude-17, to-18)
pcomp(to-18, reincorporating-19)
det(world-21, the-20)
poss(group-25, world-21)
possessive(world-21, 's-22)
amod(group-25, biggest-23)
amod(group-25, employment-services-24)
dobj(reincorporating-19, group-25)
prep(group-25, in-26)
det(U.S.-28, the-27)
pobj(in-26, U.S.-28)
punct(said-6, .-29)

nn(Fromstein-2, Mr.-1)
nsubj(disclosed-3, Fromstein-2)
root(ROOT-0, disclosed-3)
det(steps-6, the-4)
amod(steps-6, planned-5)
dobj(disclosed-3, steps-6)
punct(steps-6, ,-7)
vmod(steps-6, expected-8)
prep(expected-8, within-9)
det(months-12, a-10)
amod(months-12, few-11)
pobj(within-9, months-12)
punct(steps-6, ,-13)
mark(posted-17, as-14)
nn(Arrow-16, Blue-15)
nsubj(posted-17, Arrow-16)
advcl(disclosed-3, posted-17)
det(drop-21, a-18)
number(%-20, 2.5-19)
amod(drop-21, %-20)
dobj(posted-17, drop-21)
prep(drop-21, in-22)
poss(earnings-26, its-23)
amod(earnings-26, third-quarter-24)
amod(earnings-26, pretax-25)
pobj(in-22, earnings-26)
punct(disclosed-3, .-27)

det(change-3, The-1)
nn(change-3, name-2)
nsubj(help-9, change-3)
cc(change-3, and-4)
amod(write-off-7, good-5)
nn(write-off-7, will-6)
conj(change-3, write-off-7)
aux(help-9, could-8)
root(ROOT-0, help-9)
ccomp(help-9, solidify-10)
nn(Arrow-12, Blue-11)
poss(dominance-14, Arrow-12)
possessive(Arrow-12, 's-13)
dobj(solidify-10, dominance-14)
prep(dominance-14, of-15)
det(market-19, the-16)
nn(market-19, U.S.-17)
amod(market-19, temporary-help-18)
pobj(of-15, market-19)
cc(solidify-10, and-20)
conj(solidify-10, give-21)
dep(give-21, it-22)
det(image-26, a-23)
advmod(American-25, more-24)
amod(image-26, American-25)
dobj(give-21, image-26)
mark(turn-30, as-27)
nn(investors-29, U.S.-28)
nsubj(turn-30, investors-29)
advcl(solidify-10, turn-30)
acomp(turn-30, jittery-31)
prep(jittery-31, about-32)
amod(stocks-34, foreign-33)
pobj(about-32, stocks-34)
prep(turn-30, after-35)
poss(plunge-39, Friday-36)
possessive(Friday-36, 's-37)
nn(plunge-39, market-38)
pobj(after-35, plunge-39)
punct(help-9, .-40)

nn(holders-2, U.S.-1)
nsubj(own-4, holders-2)
advmod(own-4, now-3)
root(ROOT-0, own-4)
mwe(than-6, more-5)
quantmod(60-7, than-6)
num(%-8, 60-7)
dobj(own-4, %-8)
prep(%-8, of-9)
nn(Arrow-11, Blue-10)
pobj(of-9, Arrow-11)
prep(own-4, compared-12)
pcomp(compared-12, with-13)
num(%-15, 9-14)
pobj(with-13, %-15)
amod(January-17, last-16)
dep(%-15, January-17)
punct(own-4, .-18)

punct(stronger-15, ``-1)
prep(stronger-15, In-2)
det(market-5, the-3)
nn(market-5, U.S.-4)
pobj(In-2, market-5)
punct(stronger-15, ,-6)
det(recognition-8, the-7)
nsubj(stronger-15, recognition-8)
prep(recognition-8, of-9)
det(name-12, the-10)
nn(name-12, Manpower-11)
pobj(of-9, name-12)
cop(stronger-15, is-13)
advmod(stronger-15, infinitely-14)
dep(said-23, stronger-15)
prep(stronger-15, than-16)
nn(Arrow-18, Blue-17)
pobj(than-16, Arrow-18)
punct(stronger-15, ,-19)
punct(stronger-15, ''-20)
nn(Fromstein-22, Mr.-21)
nsubj(said-23, Fromstein-22)
root(ROOT-0, said-23)
punct(said-23, .-24)

det(moves-2, The-1)
nsubj(erase-5, moves-2)
advmod(erase-5, also-3)
aux(erase-5, could-4)
root(ROOT-0, erase-5)
poss(perception-8, shareholders-6)
possessive(shareholders-6, '-7)
dobj(erase-5, perception-8)
prep(perception-8, of-9)
nn(Arrow-11, Blue-10)
pobj(of-9, Arrow-11)
prep(perception-8, as-12)
det(company-14, a-13)
pobj(as-12, company-14)
prep(company-14, in-15)
dep(in-15, turmoil-16)
punct(erase-5, .-17)

punct(reinforces-4, ``-1)
dep(reinforces-4, It-2)
advmod(reinforces-4, further-3)
dep(said-18, reinforces-4)
det(concept-6, the-5)
dobj(reinforces-4, concept-6)
mark(thing-12, that-7)
nn(Arrow-9, Blue-8)
nsubj(thing-12, Arrow-9)
cop(thing-12, is-10)
det(thing-12, a-11)
ccomp(concept-6, thing-12)
prep(thing-12, of-13)
det(past-15, the-14)
pobj(of-13, past-15)
punct(reinforces-4, ,-16)
punct(reinforces-4, ''-17)
root(ROOT-0, said-18)
nn(Arthur-20, Doug-19)
nsubj(said-18, Arthur-20)
punct(Arthur-20, ,-21)
det(analyst-23, an-22)
appos(Arthur-20, analyst-23)
prep(analyst-23, at-24)
nn(Peabody-26, Kidder-25)
pobj(at-24, Peabody-26)
cc(Peabody-26, &-27)
conj(Peabody-26, Co.-28)
prep(Peabody-26, in-29)
nn(York-31, New-30)
pobj(in-29, York-31)
punct(said-18, .-32)

det(changes-3, The-1)
amod(changes-3, proposed-2)
nsubj(make-6, changes-3)
punct(changes-3, ``-4)
dep(changes-3, all-5)
csubj(added-16, make-6)
det(lot-8, a-7)
dobj(make-6, lot-8)
prep(lot-8, of-9)
dep(of-9, sense-10)
prep(make-6, to-11)
dep(to-11, me-12)
punct(make-6, ,-13)
punct(make-6, ''-14)
dep(added-16, he-15)
root(ROOT-0, added-16)
punct(added-16, .-17)

prep(ousted-10, In-1)
det(coup-6, a-2)
advmod(publicized-4, widely-3)
amod(coup-6, publicized-4)
nn(coup-6, boardroom-5)
pobj(In-1, coup-6)
punct(ousted-10, ,-7)
nn(Fromstein-9, Mr.-8)
