nsubj(continue-15, Efforts-1)
amod(direction-11, right-10)
pobj(in-8, direction-11)
prep(step-7, for-12)
dep(for-12, Bethlehem-13)
punct(think-3, ,-14)
punct(think-3, ''-15)
root(ROOT-0, said-16)
nn(Bello-18, Felix-17)
nsubj(said-16, Bello-18)
punct(Bello-18, ,-19)
nn(Group-21, WEFA-20)
poss(analyst-25, Group-21)
possessive(Group-21, 's-22)
amod(analyst-25, international-23)
nn(analyst-25, steel-24)
appos(Bello-18, analyst-25)
punct(said-16, .-26)

punct('s-3, ``-1)
nsubj('s-3, It-2)
root(ROOT-0, 's-3)
dep('s-3, important-4)
aux(share-6, to-5)
xcomp('s-3, share-6)
det(risk-8, the-7)
dobj(share-6, risk-8)
cc(so-12, and-9)
advmod(so-12, even-10)
advmod(so-12, more-11)
dep('s-3, so-12)
advmod(peaked-18, when-13)
det(market-15, the-14)
nsubj(peaked-18, market-15)
aux(peaked-18, has-16)
advmod(peaked-18, already-17)
dep(so-12, peaked-18)
punct('s-3, .-19)
punct('s-3, ''-20)

dep(said-2, He-1)
root(ROOT-0, said-2)
det(move-4, the-3)
nsubj(beginning-8, move-4)
aux(beginning-8, could-5)
cop(beginning-8, be-6)
det(beginning-8, the-7)
ccomp(said-2, beginning-8)
prep(beginning-8, of-9)
det(relationship-12, a-10)
amod(relationship-12, broader-11)
pobj(of-9, relationship-12)
prep(relationship-12, between-13)
det(companies-16, the-14)
num(companies-16, two-15)
pobj(between-13, companies-16)
punct(relationship-12, ,-17)
appos(relationship-12, one-18)
dep(open-21, that-19)
aux(open-21, could-20)
ccomp(one-18, open-21)
dep(open-21, up-22)
amod(markets-24, new-23)
dobj(open-21, markets-24)
prep(open-21, for-25)
dep(for-25, Bethlehem-26)
punct(said-2, .-27)

dep(had-2, Bethlehem-1)
ccomp(noted-28, had-2)
amod(choice-4, little-3)
dobj(had-2, choice-4)
cc(choice-4, but-5)
aux(go-7, to-6)
conj(choice-4, go-7)
prep(go-7, with-8)
det(steelmaker-11, a-9)
amod(steelmaker-11, European-10)
pobj(with-8, steelmaker-11)
punct(had-2, ,-12)
mark(tapped-18, because-13)
poss(competitors-15, its-14)
nsubj(tapped-18, competitors-15)
advmod(tapped-18, already-16)
aux(tapped-18, have-17)
advcl(had-2, tapped-18)
det(Japanese-20, the-19)
dobj(tapped-18, Japanese-20)
cc(Japanese-20, and-21)
amod(leaders-25, South-22)
amod(leaders-25, Korean-23)
nn(leaders-25, industry-24)
conj(Japanese-20, leaders-25)
punct(noted-28, ,-26)
dep(noted-28, analysts-27)
root(ROOT-0, noted-28)
punct(noted-28, .-29)

prep(establish-14, Under-1)
pobj(Under-1, terms-2)
prep(terms-2, of-3)
det(agreement-5, the-4)
pobj(of-3, agreement-5)
punct(establish-14, ,-6)
poss(unit-10, Usinor-7)
possessive(Usinor-7, 's-8)
nn(unit-10, Chavanne-Ketin-9)
nsubj(establish-14, unit-10)
cc(unit-10, and-11)
conj(unit-10, Bethlehem-12)
aux(establish-14, would-13)
root(ROOT-0, establish-14)
det(facility-17, a-15)
amod(facility-17, modernized-16)
dobj(establish-14, facility-17)
aux(make-19, to-18)
vmod(facility-17, make-19)
nn(rolls-22, cast-iron-20)
nn(rolls-22, mill-21)
dobj(make-19, rolls-22)
prep(establish-14, at-23)
det(company-25, the-24)
poss(shop-28, company-25)
possessive(company-25, 's-26)
nn(shop-28, cast-iron-27)
pobj(at-23, shop-28)
advmod(shop-28, here-29)
punct(establish-14, .-30)

nsubjpass(disclosed-17, Terms-1)
prep(Terms-1, for-2)
det(venture-4, the-3)
pobj(for-2, venture-4)
punct(venture-4, ,-5)
dep(owned-10, which-6)
aux(owned-10, would-7)
auxpass(owned-10, be-8)
advmod(owned-10, jointly-9)
dep(venture-4, owned-10)
prep(owned-10, by-11)
det(companies-13, both-12)
pobj(by-11, companies-13)
punct(venture-4, ,-14)
auxpass(disclosed-17, were-15)
neg(disclosed-17, n't-16)
root(ROOT-0, disclosed-17)
punct(disclosed-17, .-18)

det(unit-3, The-1)
nn(unit-3, Usinor-2)
nsubj(agreed-5, unit-3)
aux(agreed-5, has-4)
root(ROOT-0, agreed-5)
aux(provide-7, to-6)
xcomp(agreed-5, provide-7)
dobj(provide-7, technology-8)
cc(technology-8, and-9)
conj(technology-8, expertise-10)
aux(install-12, to-11)
vmod(provide-7, install-12)
det(caster-16, a-13)
amod(caster-16, so-called-14)
nn(caster-16, spin-15)
dobj(install-12, caster-16)
prep(install-12, by-17)
amod(fall-20, early-18)
amod(fall-20, next-19)
pobj(by-17, fall-20)
punct(agreed-5, .-21)

det(caster-2, The-1)
nsubj(improves-3, caster-2)
root(ROOT-0, improves-3)
det(quality-6, the-4)
amod(quality-6, metallurgical-5)
dobj(improves-3, quality-6)
prep(quality-6, of-7)
det(rolls-11, the-8)
nn(rolls-11, iron-9)
nn(rolls-11, mill-10)
pobj(of-7, rolls-11)
punct(rolls-11, ,-12)
dep(pins-18, which-13)
cop(pins-18, are-14)
advmod(pins-18, basically-15)
amod(pins-18, huge-16)
amod(pins-18, rolling-17)
dep(rolls-11, pins-18)
vmod(pins-18, used-19)
aux(flatten-21, to-20)
xcomp(used-19, flatten-21)
cc(flatten-21, or-22)
conj(flatten-21, shape-23)
nn(products-25, steel-24)
dobj(flatten-21, products-25)
punct(improves-3, .-26)

dep(working-4, Bethlehem-1)
aux(working-4, is-2)
advmod(working-4, also-3)
root(ROOT-0, working-4)
prep(working-4, with-5)
det(union-9, the-6)
nn(union-9, United-7)
nn(union-9, Steelworkers-8)
pobj(with-5, union-9)
aux(consolidate-11, to-10)
xcomp(working-4, consolidate-11)
poss(shops-16, BethForge-12)
possessive(BethForge-12, 's-13)
num(shops-16, two-14)
nn(shops-16, machine-15)
dobj(consolidate-11, shops-16)
cc(shops-16, and-17)
num(facilities-20, four-18)
nn(facilities-20, heat-treatment-19)
conj(shops-16, facilities-20)
prep(facilities-20, of-21)
det(operations-24, the-22)
nn(operations-24, press-forge-23)
pobj(of-21, operations-24)
punct(working-4, .-25)

advmod(is-4, Once-1)
det(consolidation-3, the-2)
nsubj(is-4, consolidation-3)
dep(plans-8, is-4)
dep(is-4, complete-5)
punct(plans-8, ,-6)
dep(plans-8, Bethlehem-7)
root(ROOT-0, plans-8)
aux(concentrate-10, to-9)
xcomp(plans-8, concentrate-10)
poss(business-13, its-11)
nn(business-13, forgings-12)
dobj(concentrate-10, business-13)
prep(concentrate-10, on-14)
amod(fabrication-16, nuclear-15)
pobj(on-14, fabrication-16)
punct(fabrication-16, ,-17)
amod(steel-19, hardened-18)
conj(fabrication-16, steel-19)
cc(fabrication-16, and-20)
amod(rolls-23, large-diameter-21)
nn(rolls-23, steel-22)
conj(fabrication-16, rolls-23)
prep(rolls-23, for-24)
amod(mills-26, rolling-25)
pobj(for-24, mills-26)
cc(fabrication-16, and-27)
amod(applications-30, selected-28)
nn(applications-30, custom-die-29)
conj(fabrication-16, applications-30)
punct(plans-8, .-31)

dep(said-2, Bethlehem-1)
root(ROOT-0, said-2)
advmod(said-2, earlier-3)
det(year-5, this-4)
pobj(earlier-3, year-5)
mark(planned-8, that-6)
dep(planned-8, it-7)
ccomp(said-2, planned-8)
aux(restructure-10, to-9)
xcomp(planned-8, restructure-10)
det(division-13, the-11)
nn(division-13, BethForge-12)
dobj(restructure-10, division-13)
aux(improve-15, to-14)
vmod(restructure-10, improve-15)
poss(structure-18, its-16)
nn(structure-18, cost-17)
dobj(improve-15, structure-18)
punct(said-2, .-19)

prep(posted-7, In-1)
det(quarter-4, the-2)
amod(quarter-4, second-3)
pobj(In-1, quarter-4)
punct(posted-7, ,-5)
dep(posted-7, Bethlehem-6)
root(ROOT-0, posted-7)
det(charge-12, a-8)
amod(charge-12, $-9)
number(million-11, 50-10)
num($-9, million-11)
dobj(posted-7, charge-12)
amod(charge-12, related-13)
prep(related-13, to-14)
poss(plans-16, its-15)
pobj(to-14, plans-16)
aux(realign-18, to-17)
vmod(plans-16, realign-18)
det(division-20, the-19)
dobj(realign-18, division-20)
punct(posted-7, .-21)

mark(wondering-5, If-1)
dep(wondering-5, you-2)
aux(wondering-5, 're-3)
advmod(wondering-5, still-4)
advcl(consider-17, wondering-5)
prep(wondering-5, about-6)
det(causes-8, the-7)
pobj(about-6, causes-8)
prep(causes-8, of-9)
det(slump-11, the-10)
pobj(of-9, slump-11)
prep(slump-11, in-12)
det(market-15, the-13)
nn(market-15, junk-bond-14)
pobj(in-12, market-15)
punct(consider-17, ,-16)
root(ROOT-0, consider-17)
det(case-19, the-18)
dobj(consider-17, case-19)
prep(case-19, of-20)
nn(Savings-22, Columbia-21)
pobj(of-20, Savings-22)
cc(Savings-22, &-23)
conj(Savings-22, Loan-24)
punct(consider-17, .-25)

det(thrift-3, The-1)
nn(thrift-3, California-2)
nsubj(announced-6, thrift-3)
aux(announced-6, has-4)
advmod(announced-6, just-5)
root(ROOT-0, announced-6)
det(loss-12, a-7)
amod(loss-12, $-8)
number(million-10, 226-9)
num($-8, million-10)
nn(loss-12, third-quarter-11)
dobj(announced-6, loss-12)
punct(announced-6, .-13)

advmod(happen-4, How-1)
aux(happen-4, did-2)
dep(happen-4, this-3)
root(ROOT-0, happen-4)
punct(happen-4, ?-5)

advmod(increased-27, Well-1)
punct(increased-27, ,-2)
advmod(mandated-10, when-3)
dep(mandated-10, Congress-4)
prep(mandated-10, in-5)
poss(bailout-9, its-6)
amod(bailout-9, recent-7)
nn(bailout-9, S&L-8)
pobj(in-5, bailout-9)
dep(increased-27, mandated-10)
mark(sell-14, that-11)
det(thrifts-13, the-12)
nsubj(sell-14, thrifts-13)
ccomp(mandated-10, sell-14)
dep(sell-14, off-15)
predet(holdings-19, all-16)
poss(holdings-19, their-17)
nn(holdings-19, junk-bond-18)
dobj(sell-14, holdings-19)
prep(sell-14, by-20)
dep(by-20, 1994-21)
punct(increased-27, ,-22)
dep(increased-27, it-23)
neg(increased-27, not-24)
advmod(increased-27, only-25)
advmod(increased-27, artificially-26)
root(ROOT-0, increased-27)
det(supply-29, the-28)
dobj(increased-27, supply-29)
prep(supply-29, of-30)
det(bonds-32, these-31)
pobj(of-30, bonds-32)
prep(supply-29, in-33)
det(market-35, the-34)
pobj(in-33, market-35)
cc(increased-27, but-36)
advmod(eliminated-38, also-37)
conj(increased-27, eliminated-38)
dobj(eliminated-38, one-39)
prep(one-39, of-40)
det(investments-44, the-41)
amod(investments-44, few-42)
amod(investments-44, profitable-43)
pobj(of-40, investments-44)
dep(made-47, thrifts-45)
aux(made-47, have-46)
rcmod(investments-44, made-47)
punct(increased-27, .-48)

cc(is-3, But-1)
dep(is-3, there-2)
root(ROOT-0, is-3)
det(twist-7, a-4)
advmod(ironic-6, grimly-5)
amod(twist-7, ironic-6)
dep(is-3, twist-7)
prep(twist-7, to-8)
det(loss-11, the-9)
nn(loss-11, Columbia-10)
pobj(to-8, loss-11)
punct(is-3, .-12)

mark(know-11, As-1)
nsubj(know-11, followers-2)
prep(followers-2, of-3)
det(debate-5, the-4)
pobj(of-3, debate-5)
prep(debate-5, over-6)
det(cut-10, a-7)
nn(cut-10, capital-gains-8)
nn(cut-10, tax-9)
pobj(over-6, cut-10)
advcl(is-14, know-11)
punct(is-14, ,-12)
dep(is-14, there-13)
root(ROOT-0, is-14)
amod(talk-16, much-15)
dep(is-14, talk-16)
prep(talk-16, in-17)
dep(in-17, Congress-18)
cc(in-17, and-19)
conj(in-17, indeed-20)
dep(over-22, all-21)
dep(in-17, over-22)
dep(over-22, Washington-23)
prep(talk-16, about-24)
det(need-26, the-25)
pobj(about-24, need-26)
aux(encourage-29, to-27)
punct(encourage-29, ``-28)
vmod(need-26, encourage-29)
punct(encourage-29, ''-30)
amod(investment-32, long-term-31)
dobj(encourage-29, investment-32)
cc(encourage-29, and-33)
conj(encourage-29, discourage-34)
det(sector-37, the-35)
amod(sector-37, financial-36)
poss(obsession-40, sector-37)
possessive(sector-37, 's-38)
amod(obsession-40, presumed-39)
dobj(discourage-34, obsession-40)
prep(obsession-40, with-41)
det(term-44, the-42)
amod(term-44, short-43)
pobj(with-41, term-44)
punct(is-14, .-45)

advmod(regard-4, Now-1)
punct(regard-4, ,-2)
dep(regard-4, we-3)
root(ROOT-0, regard-4)
dep(regard-4, this-5)
prep(regard-4, as-6)
det(issue-10, a-7)
advmod(issue-10, largely-8)
amod(issue-10, phony-9)
pobj(as-6, issue-10)
punct(regard-4, ,-11)
cc(regard-4, but-12)
det(term-16, the-13)
punct(term-16, ``-14)
amod(term-16, long-15)
nsubj(topic-23, term-16)
punct(term-16, ''-17)
cop(topic-23, is-18)
advmod(topic-23, nonetheless-19)
det(topic-23, a-20)
amod(topic-23, big-21)
nn(topic-23, salon-22)
conj(regard-4, topic-23)
dep(around-25, all-24)
prep(topic-23, around-25)
det(Beltway-27, the-26)
pobj(around-25, Beltway-27)
punct(regard-4, .-28)

dep(turns-2, It-1)
root(ROOT-0, turns-2)
dep(turns-2, out-3)
mark(had-6, that-4)
dep(had-6, Columbia-5)
ccomp(turns-2, had-6)
det(loss-9, this-7)
amod(loss-9, huge-8)
dobj(had-6, loss-9)
prep(forced-19, in-10)
amod(part-12, large-11)
pobj(in-10, part-12)
mark(forced-19, because-13)
det(rules-18, the-14)
amod(rules-18, new-15)
advmod(mandated-17, congressionally-16)
amod(rules-18, mandated-17)
nsubj(forced-19, rules-18)
advcl(had-6, forced-19)
dep(adjust-22, it-20)
aux(adjust-22, to-21)
xcomp(forced-19, adjust-22)
det(value-25, the-23)
nn(value-25, book-24)
dobj(adjust-22, value-25)
prep(value-25, of-26)
poss(bonds-30, its-27)
amod(bonds-30, soon-to-be-sold-28)
nn(bonds-30, junk-29)
pobj(of-26, bonds-30)
prep(adjust-22, to-31)
det(lower-33, the-32)
pobj(to-31, lower-33)
prep(lower-33, of-34)
preconj(cost-37, either-35)
poss(cost-37, their-36)
pobj(of-34, cost-37)
cc(cost-37, or-38)
nn(value-40, market-39)
conj(cost-37, value-40)
punct(turns-2, .-41)

dep(classified-6, They-1)
aux(classified-6, could-2)
neg(longer-4, no-3)
advmod(classified-6, longer-4)
auxpass(classified-6, be-5)
root(ROOT-0, classified-6)
prep(classified-6, as-7)
dep(regarded-10, what-8)
dep(regarded-10, Columbia-9)
dep(investments-15, regarded-10)
dep(regarded-10, them-11)
punct(investments-15, ,-12)
advmod(investments-15, namely-13)
amod(investments-15, long-term-14)
pobj(as-7, investments-15)
punct(classified-6, .-16)

poss(treatment-4, Congress-1)
possessive(Congress-1, 's-2)
amod(treatment-4, ham-handed-3)
nsubj(reminds-12, treatment-4)
prep(treatment-4, of-5)
det(structure-8, the-6)
amod(structure-8, existing-7)
pobj(of-5, structure-8)
prep(structure-8, of-9)
nn(holdings-11, junk-bond-10)
pobj(of-9, holdings-11)
root(ROOT-0, reminds-12)
dep(reminds-12, us-13)
prep(reminds-12, of-14)
det(story-16, a-15)
pobj(of-14, story-16)
prep(story-16, in-17)
det(Journal-19, the-18)
pobj(in-17, Journal-19)
advmod(story-16, earlier-20)
det(year-22, this-21)
pobj(earlier-20, year-22)
prep(story-16, about-23)
det(companies-27, the-24)
nn(companies-27, Baby-25)
nn(companies-27, Bell-26)
poss(desire-29, companies-27)
possessive(companies-27, '-28)
pobj(about-23, desire-29)
aux(have-31, to-30)
vmod(desire-29, have-31)
det(bans-34, the-32)
amod(bans-34, court-ordered-33)
nsubj(lifted-35, bans-34)
ccomp(have-31, lifted-35)
prep(lifted-35, on-36)
pcomp(on-36, offering-37)
nn(services-39, information-38)
dobj(offering-37, services-39)
punct(reminds-12, .-40)

det(issue-2, The-1)
nsubjpass(raised-9, issue-2)
prep(issue-2, of-3)
pcomp(of-3, seeking-4)
dep(seeking-4, relief-5)
prep(seeking-4, from-6)
dep(from-6, Congress-7)
auxpass(raised-9, was-8)
root(ROOT-0, raised-9)
prep(raised-9, to-10)
nn(Staley-12, Delbert-11)
pobj(to-10, Staley-12)
punct(Staley-12, ,-13)
det(chairman-15, the-14)
appos(Staley-12, chairman-15)
prep(chairman-15, of-16)
dep(of-16, Nynex-17)
punct(raised-9, .-18)

nn(Staley-2, Mr.-1)
nsubj(replied-3, Staley-2)
root(ROOT-0, replied-3)
punct(replied-3, :-4)
punct(tends-7, ``-5)
dep(tends-7, Legislation-6)
ccomp(replied-3, tends-7)
aux(compromised-10, to-8)
auxpass(compromised-10, be-9)
xcomp(tends-7, compromised-10)
punct(replied-3, .-11)

dep(believe-2, I-1)
root(ROOT-0, believe-2)
dep(have-4, we-3)
ccomp(believe-2, have-4)
aux(take-6, to-5)
xcomp(have-4, take-6)
det(shot-8, a-7)
dobj(take-6, shot-8)
prep(take-6, at-9)
pcomp(at-9, getting-10)
advmod(much-12, as-11)
nsubj(done-13, much-12)
dep(getting-10, done-13)
mark(can-16, as-14)
dep(can-16, we-15)
advcl(done-13, can-16)
prep(done-13, through-17)
det(court-19, the-18)
pobj(through-17, court-19)
punct(through-17, ,-20)
conj(through-17, through-21)
dep(through-21, Justice-22)
cc(through-17, and-23)
conj(through-17, through-24)
nn(agencies-29, state-25)
cc(state-25, and-26)
conj(state-25, federal-27)
amod(agencies-29, regulatory-28)
pobj(through-24, agencies-29)
punct(believe-2, .-30)

dep(see-2, I-1)
root(ROOT-0, see-2)
dep(see-2, Congress-3)
prep(see-2, as-4)
det(resort-7, a-5)
amod(resort-7, last-6)
pobj(as-4, resort-7)
punct(see-2, .-8)
punct(see-2, ''-9)

amod(thrifts-2, Healthy-1)
nsubj(lucky-15, thrifts-2)
mwe(as-4, such-3)
prep(thrifts-2, as-4)
dep(as-4, Columbia-5)
cc(thrifts-2, or-6)
det(market-9, the-7)
nn(market-9, junk-bond-8)
conj(thrifts-2, market-9)
npadvmod(market-9, itself-10)
aux(lucky-15, should-11)
aux(lucky-15, have-12)
cop(lucky-15, been-13)
advmod(lucky-15, so-14)
root(ROOT-0, lucky-15)
punct(lucky-15, .-16)

det(reality-2, The-1)
nsubj(is-8, reality-2)
prep(reality-2, of-3)
pobj(of-3, life-4)
prep(life-4, in-5)
amod(America-7, modern-6)
pobj(in-5, America-7)
root(ROOT-0, is-8)
mark(let-19, that-9)
mark(want-12, if-10)
dep(want-12, you-11)
advcl(let-19, want-12)
aux(wreck-14, to-13)
xcomp(want-12, wreck-14)
dobj(wreck-14, something-15)
dep(works-17, that-16)
ccomp(something-15, works-17)
punct(let-19, ,-18)
ccomp(is-8, let-19)
dep(let-19, it-20)
dep(let-19, fall-21)
prep(fall-21, into-22)
det(hands-24, the-23)
pobj(into-22, hands-24)
prep(hands-24, of-25)
dep(of-25, Congress-26)
punct(is-8, .-27)

nn(Corp.-2, Exxon-1)
nsubj(said-3, Corp.-2)
root(ROOT-0, said-3)
dep(move-6, it-4)
aux(move-6, will-5)
ccomp(said-3, move-6)
poss(headquarters-8, its-7)
dobj(move-6, headquarters-8)
prep(move-6, from-9)
dep(from-9, Manhattan-10)
prep(move-6, to-11)
dep(to-11, Dallas-12)
punct(said-3, .-13)

nsubj(unaware-22, Most-1)
prep(Most-1, of-2)
det(employees-5, the-3)
num(employees-5, 300-4)
pobj(of-2, employees-5)
prep(employees-5, at-6)
det(company-9, the-7)
nn(company-9, oil-8)
poss(building-13, company-9)
possessive(company-9, 's-10)
amod(building-13, midtown-11)
nn(building-13, headquarters-12)
pobj(at-6, building-13)
punct(Most-1, ---14)
prep(Most-1, including-15)
pobj(including-15, much-16)
prep(much-16, of-17)
amod(management-19, senior-18)
pobj(of-17, management-19)
punct(Most-1, ---20)
cop(unaware-22, were-21)
root(ROOT-0, unaware-22)
prep(unaware-22, of-23)
det(plan-25, the-24)
pobj(of-23, plan-25)
mark(informed-27, until-26)
advcl(unaware-22, informed-27)
prep(informed-27, at-28)
det(meeting-31, a-29)
nn(meeting-31, morning-30)
pobj(at-28, meeting-31)
prep(informed-27, by-32)
nn(Rawl-36, Chairman-33)
nn(Rawl-36, Lawrence-34)
nn(Rawl-36, G.-35)
pobj(by-32, Rawl-36)
punct(unaware-22, .-37)

det(shift-2, The-1)
nsubj(affect-5, shift-2)
aux(affect-5, wo-3)
neg(affect-5, n't-4)
root(ROOT-0, affect-5)
dep(affect-5, operations-6)
punct(affect-5, .-7)

prep(moved-11, As-1)
pobj(As-1, part-2)
prep(part-2, of-3)
poss(restructuring-5, its-4)
pobj(of-3, restructuring-5)
amod(years-7, several-6)
npadvmod(ago-8, years-7)
advmod(restructuring-5, ago-8)
punct(moved-11, ,-9)
dep(moved-11, Exxon-10)
root(ROOT-0, moved-11)
dobj(moved-11, most-12)
prep(most-12, of-13)
dep(of-13, those-14)
prep(moved-11, out-15)
pcomp(out-15, of-16)
det(city-18, the-17)
pobj(of-16, city-18)
cc(moved-11, and-19)
conj(moved-11, sold-20)
poss(skyscraper-25, its-21)
amod(skyscraper-25, 53-floor-22)
nn(skyscraper-25, Rockefeller-23)
nn(skyscraper-25, Center-24)
dobj(sold-20, skyscraper-25)
prep(sold-20, to-26)
det(company-29, a-27)
amod(company-29, Japanese-28)
pobj(to-26, company-29)
punct(moved-11, .-30)

cc(embarrassment-6, But-1)
det(pullout-3, the-2)
nsubj(embarrassment-6, pullout-3)
cop(embarrassment-6, is-4)
det(embarrassment-6, an-5)
root(ROOT-0, embarrassment-6)
prep(embarrassment-6, to-7)
nn(officials-11, New-8)
nn(officials-11, York-9)
nn(officials-11, City-10)
pobj(to-7, officials-11)
punct(embarrassment-6, ,-12)
vmod(embarrassment-6, coming-13)
prep(coming-13, at-14)
det(time-16, a-15)
pobj(at-14, time-16)
prep(time-16, of-17)
amod(rates-22, high-18)
nn(rates-22, office-19)
nn(rates-22, building-20)
nn(rates-22, vacancy-21)
pobj(of-17, rates-22)
cc(rates-22, and-23)
conj(rates-22, departures-24)
prep(departures-24, by-25)
amod(companies-28, other-26)
amod(companies-28, major-27)
pobj(by-25, companies-28)
punct(embarrassment-6, .-29)

nn(Corp.-2, Mobil-1)
nsubj(is-3, Corp.-2)
root(ROOT-0, is-3)
prep(is-3, in-4)
det(process-6, the-5)
pobj(in-4, process-6)
prep(process-6, of-7)
pcomp(of-7, vacating-8)
poss(headquarters-10, its-9)
dobj(vacating-8, headquarters-10)
advmod(headquarters-10, here-11)
punct(is-3, ,-12)
cc(is-3, and-13)
amod(operations-15, huge-14)
nsubj(left-27, operations-15)
prep(operations-15, like-16)
nn(Penney-18, J.C.-17)
pobj(like-16, Penney-18)
cc(Penney-18, &-19)
conj(Penney-18, Co.-20)
cc(Penney-18, and-21)
nn(Airlines-24, Trans-22)
nn(Airlines-24, World-23)
conj(Penney-18, Airlines-24)
dep(left-27, have-25)
advmod(left-27, recently-26)
conj(is-3, left-27)
punct(is-3, .-28)

nn(authorities-3, New-1)
nn(authorities-3, York-2)
nsubj(reacted-11, authorities-3)
punct(authorities-3, ,-4)
vmod(authorities-3, informed-5)
dep(informed-5, yesterday-6)
prep(informed-5, about-7)
det(move-9, the-8)
pobj(about-7, move-9)
punct(authorities-3, ,-10)
root(ROOT-0, reacted-11)
prep(reacted-11, with-12)
pobj(with-12, concern-13)
cc(concern-13, and-14)
advmod(anger-17, even-15)
det(anger-17, some-16)
conj(concern-13, anger-17)
prep(reacted-11, to-18)
det(idea-20, the-19)
pobj(to-18, idea-20)
prep(idea-20, of-21)
det(nation-23, the-22)
poss(corporation-26, nation-23)
possessive(nation-23, 's-24)
amod(corporation-26, third-largest-25)
nsubj(leaving-27, corporation-26)
