nsubjpass(expected-7, Confidence-1)
npadvmod(ago-16, year-15)
pcomp(from-13, ago-16)
prep(increase-12, of-17)
punct(of-17, ``-18)
advmod(than-21, somewhat-19)
mwe(than-21, less-20)
quantmod(10-22, than-21)
num(%-23, 10-22)
pobj(of-17, %-23)
punct(said-3, .-24)
punct(said-3, ''-25)

prep(grown-11, Through-1)
det(months-5, the-2)
amod(months-5, first-3)
num(months-5, six-4)
pobj(Through-1, months-5)
prep(months-5, of-6)
dep(of-6, 1989-7)
punct(grown-11, ,-8)
dep(grown-11, sales-9)
aux(grown-11, had-10)
root(ROOT-0, grown-11)
quantmod(12-13, about-12)
num(%-14, 12-13)
dobj(grown-11, %-14)
prep(grown-11, from-15)
det(period-18, the-16)
amod(period-18, year-earlier-17)
pobj(from-15, period-18)
punct(grown-11, .-19)

nsubj(make-6, Growth-1)
prep(Growth-1, of-2)
num(%-4, 10-3)
pobj(of-2, %-4)
aux(make-6, would-5)
root(ROOT-0, make-6)
nsubj($-12, sales-7)
prep(sales-7, for-8)
det(quarter-11, the-9)
amod(quarter-11, latest-10)
pobj(for-8, quarter-11)
xcomp(make-6, $-12)
number(million-14, 269-13)
num($-12, million-14)
punct($-12, ,-15)
prep($-12, compared-16)
pcomp(compared-16, with-17)
pobj(with-17, $-18)
number(million-20, 244.6-19)
num($-18, million-20)
det(year-22, a-21)
npadvmod(ago-23, year-22)
advmod($-18, ago-23)
punct(make-6, .-24)

nn(Cawthorn-2, Mr.-1)
nsubj(said-3, Cawthorn-2)
root(ROOT-0, said-3)
det(growth-6, the-4)
nn(growth-6, profit-5)
nsubj(due-12, growth-6)
prep(growth-6, in-7)
det(quarter-10, the-8)
amod(quarter-10, latest-9)
pobj(in-7, quarter-10)
cop(due-12, was-11)
ccomp(said-3, due-12)
prep(due-12, to-13)
det(sale-15, the-14)
pobj(to-13, sale-15)
prep(sale-15, of-16)
num(drugs-19, two-17)
nn(drugs-19, Rorer-18)
pobj(of-16, drugs-19)
punct(said-3, .-20)

nsubjpass(sold-7, Asilone-1)
punct(Asilone-1, ,-2)
det(antacid-4, an-3)
dep(Asilone-1, antacid-4)
punct(Asilone-1, ,-5)
auxpass(sold-7, was-6)
root(ROOT-0, sold-7)
prep(sold-7, to-8)
nn(PLC-10, Boots-9)
nn(London-12, PLC-10)
punct(London-12, ,-11)
pobj(to-8, London-12)
punct(sold-7, .-13)

nsubjpass(sold-11, Thrombinar-1)
punct(Thrombinar-1, ,-2)
det(drug-4, a-3)
dep(Thrombinar-1, drug-4)
vmod(drug-4, used-5)
aux(stanch-7, to-6)
xcomp(used-5, stanch-7)
dep(stanch-7, bleeding-8)
punct(Thrombinar-1, ,-9)
auxpass(sold-11, was-10)
root(ROOT-0, sold-11)
prep(sold-11, to-12)
nn(Inc.-16, Jones-13)
nn(Inc.-16, Medical-14)
nn(Inc.-16, Industries-15)
pobj(to-12, Inc.-16)
punct(Inc.-16, ,-17)
nn(Louis-19, St.-18)
appos(Inc.-16, Louis-19)
punct(sold-11, .-20)

dep(said-2, He-1)
root(ROOT-0, said-2)
dep(sold-4, Rorer-3)
ccomp(said-2, sold-4)
det(drugs-6, the-5)
dobj(sold-4, drugs-6)
prep(sold-4, for-7)
punct(for-7, ``-8)
amod(prices-10, nice-9)
pobj(for-7, prices-10)
punct(for-7, ''-11)
cc(sold-4, and-12)
aux(record-14, will-13)
conj(sold-4, record-14)
det(gain-19, a-15)
amod(gain-19, combined-16)
punct(gain-19, ,-17)
amod(gain-19, pretax-18)
dobj(record-14, gain-19)
prep(gain-19, on-20)
det(sales-22, the-21)
pobj(on-20, sales-22)
prep(gain-19, of-23)
pobj(of-23, $-24)
number(million-26, 20-25)
num($-24, million-26)
punct(said-2, .-27)

mark(gain-3, As-1)
det(gain-3, the-2)
advcl(was-11, gain-3)
prep(gain-3, from-4)
det(sales-6, the-5)
pobj(from-4, sales-6)
dep(gain-3, indicates-7)
punct(was-11, ,-8)
nn(profit-10, operating-9)
nsubj(was-11, profit-10)
ccomp(said-22, was-11)
punct(below-15, ``-12)
advmod(below-15, significantly-13)
punct(below-15, ''-14)
prep(was-11, below-15)
det(level-18, the-16)
amod(level-18, year-earlier-17)
pobj(below-15, level-18)
punct(said-22, ,-19)
nn(Cawthorn-21, Mr.-20)
nsubj(said-22, Cawthorn-21)
root(ROOT-0, said-22)
punct(said-22, .-23)

dep(projected-5, Rorer-1)
prep(projected-5, in-2)
dep(in-2, July-3)
aux(projected-5, had-4)
root(ROOT-0, projected-5)
amod(profit-9, lower-6)
amod(profit-9, third-quarter-7)
nn(profit-9, operating-8)
dobj(projected-5, profit-9)
cc(profit-9, but-10)
amod(profit-12, higher-11)
conj(profit-9, profit-12)
prep(profit-12, for-13)
pobj(for-13, all-14)
prep(all-14, of-15)
dep(of-15, 1989-16)
punct(projected-5, .-17)

dep(said-2, He-1)
root(ROOT-0, said-2)
det(company-4, the-3)
nsubj(looking-7, company-4)
aux(looking-7, is-5)
advmod(looking-7, still-6)
ccomp(said-2, looking-7)
prep(looking-7, for-8)
punct(for-8, ``-9)
det(quarter-13, a-10)
amod(quarter-13, strong-11)
amod(quarter-13, fourth-12)
pobj(for-8, quarter-13)
prep(quarter-13, in-14)
det(areas-16, all-15)
pobj(in-14, areas-16)
punct(areas-16, ---17)
dep(areas-16, sales-18)
punct(sales-18, ,-19)
nn(income-21, operating-20)
conj(sales-18, income-21)
cc(sales-18, and-22)
amod(income-24, net-23)
conj(sales-18, income-24)
punct(said-2, .-25)
punct(said-2, ''-26)

nn(Cawthorn-2, Mr.-1)
nsubj(attributed-3, Cawthorn-2)
root(ROOT-0, attributed-3)
det(decline-5, the-4)
dobj(attributed-3, decline-5)
prep(decline-5, in-6)
amod(profit-9, third-quarter-7)
nn(profit-9, operating-8)
pobj(in-6, profit-9)
prep(attributed-3, to-10)
det(dollar-13, the-11)
amod(dollar-13, stronger-12)
pobj(to-10, dollar-13)
punct(dollar-13, ,-14)
dep(reduces-16, which-15)
dep(dollar-13, reduces-16)
det(value-18, the-17)
dobj(reduces-16, value-18)
prep(value-18, of-19)
amod(profit-21, overseas-20)
pobj(of-19, profit-21)
advmod(translated-25, when-22)
dep(translated-25, it-23)
auxpass(translated-25, is-24)
dep(value-18, translated-25)
prep(translated-25, into-26)
dep(into-26, dollars-27)
punct(to-10, ;-28)
conj(to-10, to-29)
amod(buying-31, accelerated-30)
pobj(to-29, buying-31)
prep(buying-31, of-32)
nn(products-34, Rorer-33)
pobj(of-32, products-34)
prep(buying-31, in-35)
det(quarter-38, the-36)
amod(quarter-38, second-37)
pobj(in-35, quarter-38)
mwe(of-40, because-39)
prep(buying-31, of-40)
det(increase-46, a-41)
amod(increase-46, then-pending-42)
dep(increase-46, July-43)
dep(July-43, 1-44)
nn(increase-46, price-45)
pobj(of-40, increase-46)
punct(to-10, ,-47)
cc(to-10, and-48)
conj(to-10, to-49)
amod(expenses-52, higher-50)
nn(expenses-52, marketing-51)
pobj(to-49, expenses-52)
prep(expenses-52, for-53)
poss(antacid-57, Rorer-54)
possessive(Rorer-54, 's-55)
nn(antacid-57, Maalox-56)
pobj(for-53, antacid-57)
punct(antacid-57, ,-58)
poss(share-63, whose-59)
nn(share-63, sales-60)
cc(share-63, and-61)
conj(share-63, market-62)
nsubj(slipped-68, share-63)
prep(share-63, in-64)
det(U.S.-66, the-65)
pobj(in-64, U.S.-66)
aux(slipped-68, had-67)
rcmod(antacid-57, slipped-68)
prep(slipped-68, in-69)
det(half-72, the-70)
amod(half-72, first-71)
pobj(in-69, half-72)
prep(half-72, of-73)
dep(of-73, 1989-74)
punct(attributed-3, .-75)

dep(said-2, He-1)
root(ROOT-0, said-2)
dep(opted-4, Rorer-3)
ccomp(said-2, opted-4)
aux(sell-6, to-5)
xcomp(opted-4, sell-6)
dobj(sell-6, Asilone-7)
cc(Asilone-7, and-8)
conj(Asilone-7, Thrombinar-9)
aux(raise-11, to-10)
vmod(sell-6, raise-11)
dobj(raise-11, revenue-12)
dep(start-17, that-13)
aux(start-17, would-14)
punct(start-17, ``-15)
dep(start-17, kick-16)
ccomp(revenue-12, start-17)
punct(start-17, ''-18)
poss(efforts-22, its-19)
amod(efforts-22, increased-20)
nn(efforts-22, marketing-21)
dobj(start-17, efforts-22)
prep(efforts-22, behind-23)
pobj(behind-23, Maalox-24)
punct(Maalox-24, ,-25)
advmod(Maalox-24, still-26)
poss(product-29, its-27)
amod(product-29, top-selling-28)
dep(Maalox-24, product-29)
prep(Maalox-24, with-30)
quantmod($-32, about-31)
pobj(with-30, $-32)
number(million-34, 215-33)
num($-32, million-34)
prep($-32, in-35)
amod(sales-37, world-wide-36)
pobj(in-35, sales-37)
prep($-32, in-38)
dep(in-38, 1988-39)
punct(said-2, .-40)

punct(underfunded-4, ``-1)
dep(underfunded-4, We-2)
aux(underfunded-4, had-3)
root(ROOT-0, underfunded-4)
dep(underfunded-4, Maalox-5)
prep(underfunded-4, for-6)
det(year-8, a-7)
pobj(for-6, year-8)
punct(said-12, ,-9)
punct(said-12, ''-10)
dep(said-12, he-11)
parataxis(underfunded-4, said-12)
punct(said-12, ,-13)
mark(concentrating-18, because-14)
det(company-16, the-15)
nsubj(concentrating-18, company-16)
aux(concentrating-18, was-17)
advcl(underfunded-4, concentrating-18)
prep(concentrating-18, on-19)
pobj(on-19, research-20)
cc(research-20, and-21)
conj(research-20, development-22)
cc(research-20, and-23)
conj(research-20, promoting-24)
amod(drugs-26, other-25)
dobj(promoting-24, drugs-26)
punct(underfunded-4, .-27)

dep(said-2, He-1)
root(ROOT-0, said-2)
dep(spend-5, Rorer-3)
aux(spend-5, will-4)
ccomp(said-2, spend-5)
dep($-10, $-6)
number($-10, 15-7)
number($-10, million-8)
dep($-10, to-9)
amod(more-13, $-10)
number(million-12, 20-11)
num($-10, million-12)
dobj(spend-5, more-13)
prep(spend-5, on-14)
nn(advertising-16, Maalox-15)
pobj(on-14, advertising-16)
cc(advertising-16, and-17)
conj(advertising-16, promotion-18)
prep(advertising-16, in-19)
det(half-22, the-20)
amod(half-22, second-21)
pobj(in-19, half-22)
prep(half-22, of-23)
dep(of-23, 1989-24)
prep(spend-5, than-25)
pcomp(than-25, in-26)
det(period-29, the-27)
amod(period-29, year-earlier-28)
pobj(in-26, period-29)
punct(said-2, .-30)

det(chunk-4, A-1)
punct(chunk-4, ``-2)
amod(chunk-4, big-3)
nsubj(came-10, chunk-4)
punct(chunk-4, ''-5)
prep(chunk-4, of-6)
det(spending-9, that-7)
amod(spending-9, additional-8)
pobj(of-6, spending-9)
ccomp(said-17, came-10)
prep(came-10, in-11)
det(quarter-14, the-12)
amod(quarter-14, third-13)
pobj(in-11, quarter-14)
punct(said-17, ,-15)
dep(said-17, he-16)
root(ROOT-0, said-17)
punct(said-17, .-18)

nn(AG-2, Hoechst-1)
nsubj(said-3, AG-2)
root(ROOT-0, said-3)
dep(stop-6, it-4)
aux(stop-6, will-5)
ccomp(said-3, stop-6)
xcomp(stop-6, producing-7)
dep(producing-7, fertilizer-8)
prep(stop-6, in-9)
dep(in-9, 1990-10)
mwe(of-12, because-11)
prep(stop-6, of-12)
amod(losses-14, continued-13)
pobj(of-12, losses-14)
cc(losses-14, and-15)
det(outlook-18, a-16)
amod(outlook-18, bleak-17)
conj(losses-14, outlook-18)
punct(said-3, .-19)

det(concern-5, The-1)
amod(German-3, West-2)
amod(concern-5, German-3)
nn(concern-5, chemical-4)
nsubj(said-6, concern-5)
root(ROOT-0, said-6)
dep(close-9, it-7)
aux(close-9, will-8)
ccomp(said-6, close-9)
det(plant-14, the-10)
amod(plant-14, last-11)
amod(plant-14, remaining-12)
nn(plant-14, fertilizer-13)
dobj(close-9, plant-14)
prep(plant-14, in-15)
dep(in-15, Oberhausen-16)
prep(close-9, in-17)
det(fall-19, the-18)
pobj(in-17, fall-19)
prep(fall-19, of-20)
amod(year-22, next-21)
pobj(of-20, year-22)
punct(said-6, .-23)

dep(said-2, Hoechst-1)
root(ROOT-0, said-2)
det(market-5, the-3)
nn(market-5, fertilizer-4)
nsubj(faces-6, market-5)
ccomp(said-2, faces-6)
dobj(faces-6, overcapacity-7)
prep(overcapacity-7, in-8)
nn(Europe-10, Western-9)
pobj(in-8, Europe-10)
punct(overcapacity-7, ,-11)
amod(imports-13, rising-12)
conj(overcapacity-7, imports-13)
prep(imports-13, from-14)
amod(countries-17, East-15)
nn(countries-17, bloc-16)
pobj(from-14, countries-17)
cc(countries-17, and-18)
advmod(countries-17, overseas-19)
punct(overcapacity-7, ,-20)
cc(overcapacity-7, and-21)
amod(demand-23, declining-22)
conj(overcapacity-7, demand-23)
punct(said-2, .-24)

nn(Corp.-2, HomeFed-1)
nsubj(said-3, Corp.-2)
root(ROOT-0, said-3)
poss(subsidiary-6, its-4)
amod(subsidiary-6, main-5)
nsubj(converted-14, subsidiary-6)
punct(subsidiary-6, ,-7)
nn(Savings-10, Home-8)
nn(Savings-10, Federal-9)
appos(subsidiary-6, Savings-10)
cc(Savings-10, &-11)
conj(Savings-10, Loan-12)
punct(subsidiary-6, ,-13)
ccomp(said-3, converted-14)
prep(converted-14, from-15)
det(savings-18, a-16)
amod(savings-18, federal-17)
pobj(from-15, savings-18)
cc(savings-18, and-19)
conj(savings-18, loan-20)
prep(converted-14, to-21)
det(bank-25, a-22)
amod(bank-25, federal-23)
nn(bank-25, savings-24)
pobj(to-21, bank-25)
cc(converted-14, and-26)
conj(converted-14, changed-27)
poss(name-29, its-28)
dobj(changed-27, name-29)
prep(changed-27, to-30)
nn(Bank-32, HomeFed-31)
pobj(to-30, Bank-32)
punct(said-3, .-33)

det(Office-3, The-1)
amod(Office-3, federal-2)
nsubj(approved-7, Office-3)
prep(Office-3, of-4)
nn(Supervision-6, Thrift-5)
pobj(of-4, Supervision-6)
ccomp(said-14, approved-7)
det(conversion-9, the-8)
dobj(approved-7, conversion-9)
amod(Friday-11, last-10)
tmod(approved-7, Friday-11)
punct(said-14, ,-12)
dep(said-14, HomeFed-13)
root(ROOT-0, said-14)
punct(said-14, .-15)

det(change-2, The-1)
nsubj(alter-7, change-2)
prep(change-2, in-3)
dep(in-3, charter-4)
aux(alter-7, does-5)
neg(alter-7, n't-6)
ccomp(said-23, alter-7)
det(insurance-10, the-8)
amod(insurance-10, federal-9)
dobj(alter-7, insurance-10)
prep(insurance-10, of-11)
dep(of-11, deposits-12)
punct(insurance-10, ,-13)
amod(powers-16, federal-14)
amod(powers-16, regulatory-15)
conj(insurance-10, powers-16)
cc(insurance-10, or-17)
nn(operations-19, company-18)
conj(insurance-10, operations-19)
punct(said-23, ,-20)
det(spokesman-22, a-21)
nsubj(said-23, spokesman-22)
root(ROOT-0, said-23)
punct(said-23, .-24)

dep(anniversary-5, It-1)
cop(anniversary-5, was-2)
det(anniversary-5, the-3)
amod(anniversary-5, second-4)
root(ROOT-0, anniversary-5)
prep(anniversary-5, of-6)
det(crash-9, the-7)
num(crash-9, 1987-8)
pobj(of-6, crash-9)
punct(anniversary-5, ,-10)
cc(anniversary-5, but-11)
det(time-13, this-12)
nsubj(was-15, time-13)
dep(was-15, it-14)
conj(anniversary-5, was-15)
dep(was-15, different-16)
punct(anniversary-5, .-17)

dep(rallied-2, Stocks-1)
root(ROOT-0, rallied-2)
prep(rallied-2, on-3)
amod(reports-6, good-4)
nn(reports-6, earnings-5)
pobj(on-3, reports-6)
cc(on-3, and-7)
conj(on-3, on-8)
pobj(on-8, data-9)
dep(showed-11, that-10)
ccomp(data-9, showed-11)
amod(inflation-13, less-12)
dobj(showed-11, inflation-13)
mark(expected-15, than-14)
dep(inflation-13, expected-15)
punct(rallied-2, .-16)

amod(chips-2, Blue-1)
nsubj(led-3, chips-2)
root(ROOT-0, led-3)
det(march-5, the-4)
dobj(led-3, march-5)
advmod(march-5, up-6)
prep(led-3, in-7)
amod(trading-9, heavy-8)
pobj(in-7, trading-9)
punct(led-3, .-10)

det(Average-5, The-1)
nn(Average-5, Dow-2)
nn(Average-5, Jones-3)
nn(Average-5, Industrial-4)
nsubj(rose-6, Average-5)
root(ROOT-0, rose-6)
num(points-8, 39.55-7)
dobj(rose-6, points-8)
prep(rose-6, to-9)
dep(to-9, 2683.20-10)
punct(rose-6, .-11)

det(industrials-3, The-1)
num(industrials-3, 30-2)
nsubj(led-4, industrials-3)
root(ROOT-0, led-4)
det(market-6, the-5)
dobj(led-4, market-6)
advmod(led-4, higher-7)
prep(led-4, from-8)
det(bell-11, the-9)
nn(bell-11, opening-10)
pobj(from-8, bell-11)
mark(stepped-15, as-12)
amod(buyers-14, foreign-13)
nsubj(stepped-15, buyers-14)
advcl(led-4, stepped-15)
dep(stepped-15, in-16)
punct(led-4, .-17)

prep(joined-7, By-1)
dep(By-1, afternoon-2)
punct(joined-7, ,-3)
det(market-6, the-4)
amod(market-6, broader-5)
nsubj(joined-7, market-6)
root(ROOT-0, joined-7)
det(advance-9, the-8)
dobj(joined-7, advance-9)
prep(joined-7, in-10)
amod(strength-12, full-11)
pobj(in-10, strength-12)
punct(joined-7, .-13)

poss(Index-6, Standard-1)
cc(Standard-1, &-2)
conj(Standard-1, Poor-3)
possessive(Standard-1, 's-4)
amod(Index-6, 500-stock-5)
nsubj(rose-7, Index-6)
root(ROOT-0, rose-7)
dep(rose-7, 5.37-8)
prep(rose-7, to-9)
dep(to-9, 347.13-10)
cc(rose-7, and-11)
det(index-15, the-12)
nn(index-15, Nasdaq-13)
amod(index-15, composite-14)
nsubj(jumped-16, index-15)
conj(rose-7, jumped-16)
dep(jumped-16, 7.52-17)
prep(jumped-16, to-18)
dep(to-18, 470.80-19)
punct(rose-7, .-20)

nn(volume-5, New-1)
nn(volume-5, York-2)
nn(volume-5, Stock-3)
nn(volume-5, Exchange-4)
nsubj(swelled-6, volume-5)
root(ROOT-0, swelled-6)
prep(swelled-6, to-7)
num(shares-9, 198,120,000-8)
pobj(to-7, shares-9)
punct(swelled-6, .-10)

det(industrials-2, The-1)
nsubj(were-3, industrials-2)
root(ROOT-0, were-3)
advmod(were-3, up-4)
quantmod(60-6, about-5)
num(points-7, 60-6)
pobj(up-4, points-7)
prep(were-3, in-8)
det(afternoon-10, the-9)
pobj(in-8, afternoon-10)
punct(were-3, ,-11)
cc(were-3, but-12)
amod(investors-14, cautious-13)
nsubj(took-15, investors-14)
conj(were-3, took-15)
dep(took-15, profits-16)
prep(took-15, before-17)
det(close-19, the-18)
pobj(before-17, close-19)
punct(were-3, .-20)

dep(said-2, Traders-1)
root(ROOT-0, said-2)
det(variety-4, a-3)
nsubj(triggered-7, variety-4)
prep(variety-4, of-5)
dep(of-5, factors-6)
ccomp(said-2, triggered-7)
det(rally-9, the-8)
dobj(triggered-7, rally-9)
punct(said-2, .-10)

det(index-4, The-1)
nn(index-4, consumer-2)
nn(index-4, price-3)
nsubj(rose-5, index-4)
root(ROOT-0, rose-5)
num(%-7, 0.2-6)
dobj(rose-5, %-7)
prep(rose-5, in-8)
dep(in-8, September-9)
punct(rose-5, ,-10)
mark(looking-15, while-11)
amod(economists-13, many-12)
nsubj(looking-15, economists-13)
aux(looking-15, were-14)
advcl(rose-5, looking-15)
prep(looking-15, for-16)
det(increase-20, a-17)
number(%-19, 0.4-18)
amod(increase-20, %-19)
pobj(for-16, increase-20)
punct(rose-5, .-21)

amod(programs-4, Stock-index-1)
nn(programs-4, arbitrage-2)
nn(programs-4, buy-3)
nsubj(helped-22, programs-4)
punct(programs-4, ---5)
prep(buy-9, in-6)
dep(in-6, which-7)
dep(buy-9, traders-8)
rcmod(programs-4, buy-9)
dep(buy-9, stock-10)
prep(buy-9, against-11)
amod(positions-13, offsetting-12)
pobj(against-11, positions-13)
prep(positions-13, in-14)
dep(in-14, futures-15)
aux(lock-17, to-16)
xcomp(buy-9, lock-17)
dep(lock-17, in-18)
nn(differences-20, price-19)
dobj(lock-17, differences-20)
punct(programs-4, ---21)
root(ROOT-0, helped-22)
det(rally-24, the-23)
poss(momentum-26, rally-24)
possessive(rally-24, 's-25)
dobj(helped-22, momentum-26)
punct(helped-22, .-27)

det(euphoria-2, The-1)
nsubj(such-4, euphoria-2)
cop(such-4, was-3)
ccomp(said-31, such-4)
mark(responded-7, that-5)
dep(responded-7, investors-6)
ccomp(such-4, responded-7)
prep(responded-7, to-8)
amod(reports-11, good-9)
nn(reports-11, earnings-10)
pobj(to-8, reports-11)
prep(reports-11, of-12)
pobj(of-12, companies-13)
mwe(as-15, such-14)
prep(companies-13, as-15)
nn(Express-17, American-16)
pobj(as-15, Express-17)
punct(responded-7, ,-18)
mark(ignoring-20, while-19)
advcl(responded-7, ignoring-20)
det(profits-23, the-21)
amod(profits-23, disappointing-22)
dobj(ignoring-20, profits-23)
prep(profits-23, of-24)
pobj(of-24, companies-25)
mwe(as-27, such-26)
prep(companies-25, as-27)
dep(as-27, Caterpillar-28)
punct(said-31, ,-29)
dep(said-31, analysts-30)
root(ROOT-0, said-31)
punct(said-31, .-32)

amod(trading-3, Stock-index-1)
nn(trading-3, arbitrage-2)
nsubj(influence-7, trading-3)
cop(influence-7, was-4)
det(influence-7, a-5)
amod(influence-7, minor-6)
ccomp(said-14, influence-7)
prep(influence-7, in-8)
poss(rally-11, yesterday-9)
possessive(yesterday-9, 's-10)
pobj(in-8, rally-11)
punct(said-14, ,-12)
dep(said-14, traders-13)
root(ROOT-0, said-14)
punct(said-14, .-15)

amod(buyers-2, Institutional-1)
nsubj(force-6, buyers-2)
cop(force-6, were-3)
det(force-6, the-4)
amod(force-6, main-5)
root(ROOT-0, force-6)
vmod(force-6, pushing-7)
amod(chips-9, blue-8)
dobj(pushing-7, chips-9)
advmod(pushing-7, higher-10)
punct(force-6, .-11)

prep(climbing-11, To-1)
det(amazement-3, the-2)
pobj(To-1, amazement-3)
prep(amazement-3, of-4)
det(traders-6, some-5)
pobj(of-4, traders-6)
punct(climbing-11, ,-7)
nn(stocks-9, takeover-8)
nsubj(climbing-11, stocks-9)
aux(climbing-11, were-10)
root(ROOT-0, climbing-11)
advmod(climbing-11, again-12)
punct(climbing-11, .-13)

dep(rose-2, Hilton-1)
root(ROOT-0, rose-2)
number(7/8-4, 2-3)
dep(rose-2, 7/8-4)
prep(rose-2, to-5)
dep(to-5, 100-6)
punct(rose-2, ,-7)
prep(rose-2, for-8)
dep(for-8, example-9)
punct(rose-2, .-10)

amod(Friday-2, Last-1)
tmod(spilled-6, Friday-2)
punct(spilled-6, ,-3)
nn(traders-5, takeover-4)
nsubj(spilled-6, traders-5)
root(ROOT-0, spilled-6)
advmod(spilled-6, out-7)
prep(out-7, of-8)
dep(of-8, Hilton-9)
punct(spilled-6, ,-10)
xcomp(spilled-6, knocking-11)
det(stock-13, the-12)
dobj(knocking-11, stock-13)
advmod(knocking-11, down-14)
num(1/2-16, 21-15)
pobj(down-14, 1/2-16)
prep(down-14, to-17)
dep(to-17, 85-18)
punct(spilled-6, .-19)

prep(gained-15, Among-1)
amod(stocks-3, other-2)
pobj(Among-1, stocks-3)
dep(stocks-3, involved-4)
prep(involved-4, in-5)
dep(in-5, restructurings-6)
cc(involved-4, or-7)
conj(involved-4, rumored-8)
aux(be-10, to-9)
xcomp(rumored-8, be-10)
advmod(be-10, so-11)
punct(gained-15, :-12)
nn(Corp.-14, Holiday-13)
nsubj(gained-15, Corp.-14)
root(ROOT-0, gained-15)
number(7/8-17, 1-16)
dep(gained-15, 7/8-17)
prep(gained-15, to-18)
dep(to-18, 73-19)
cc(gained-15, and-20)
dep(rose-22, Honeywell-21)
conj(gained-15, rose-22)
number(7/8-24, 2-23)
dep(rose-22, 7/8-24)
prep(rose-22, to-25)
number(1/2-27, 81-26)
dep(to-25, 1/2-27)
punct(gained-15, .-28)

num(trader-3, One-1)
nn(trader-3, floor-2)
nsubj(noted-4, trader-3)
root(ROOT-0, noted-4)
prep(noted-4, in-5)
dep(in-5, astonishment-6)
mark(seemed-9, that-7)
dep(seemed-9, nobody-8)
ccomp(noted-4, seemed-9)
aux(mind-11, to-10)
xcomp(seemed-9, mind-11)
det(news-13, the-12)
dobj(mind-11, news-13)
mark(making-19, that-14)
nn(Airways-16, British-15)
nsubj(making-19, Airways-16)
aux(making-19, is-17)
neg(making-19, n't-18)
ccomp(news-13, making-19)
det(effort-22, a-20)
amod(effort-22, special-21)
dobj(making-19, effort-22)
aux(revive-24, to-23)
vmod(effort-22, revive-24)
det(buy-out-27, the-25)
nn(buy-out-27, UAL-26)
dobj(revive-24, buy-out-27)
punct(noted-4, .-28)

det(announcement-2, The-1)
