dep(want-3, Consumers-1)
poss(stocks-8, your-7)
dobj(sell-6, stocks-8)
prep(sell-6, at-9)
det(time-11, a-10)
pobj(at-9, time-11)
advmod(takes-15, when-12)
det(market-14, the-13)
nsubj(takes-15, market-14)
dep(time-11, takes-15)
det(plunge-17, a-16)
dobj(takes-15, plunge-17)
punct(says-20, ,-18)
punct(says-20, ''-19)
root(ROOT-0, says-20)
nn(Blankenship-22, Mr.-21)
nsubj(says-20, Blankenship-22)
punct(Blankenship-22, ,-23)
det(planner-30, a-24)
dep(planner-30, Del-25)
nn(Del-25, Mar-26)
punct(Del-25, ,-27)
dep(Del-25, Calif.-28)
amod(planner-30, financial-29)
appos(Blankenship-22, planner-30)
punct(says-20, .-31)

cc(start-12, But-1)
advmod(covered-6, once-2)
det(basics-4, the-3)
nsubjpass(covered-6, basics-4)
auxpass(covered-6, are-5)
dep(start-12, covered-6)
punct(start-12, ,-7)
punct(start-12, ``-8)
advmod(start-12, then-9)
dep(start-12, I-10)
aux(start-12, would-11)
ccomp(says-27, start-12)
aux(invest-14, to-13)
xcomp(start-12, invest-14)
punct(invest-14, ,-15)
advmod(little-21, even-16)
mark(little-21, if-17)
dep(little-21, it-18)
cop(little-21, 's-19)
advmod(little-21, as-20)
advcl(invest-14, little-21)
prep(little-21, as-22)
pobj(as-22, $-23)
num($-23, 1,000-24)
punct(says-27, ,-25)
punct(says-27, ''-26)
root(ROOT-0, says-27)
nn(Lipper-29, Michael-28)
nsubj(says-27, Lipper-29)
punct(Lipper-29, ,-30)
appos(Lipper-29, president-31)
prep(president-31, of-32)
nn(Inc-36, Lipper-33)
nn(Inc-36, Analytical-34)
nn(Inc-36, Services-35)
pobj(of-32, Inc-36)
punct(says-27, .-37)

dep(says-2, He-1)
root(ROOT-0, says-2)
dep(consider-5, individuals-3)
aux(consider-5, should-4)
ccomp(says-2, consider-5)
neg(stocks-8, not-6)
advmod(stocks-8, just-7)
dobj(consider-5, stocks-8)
punct(stocks-8, ,-9)
cc(stocks-8, but-10)
amod(investments-13, other-11)
amod(investments-13, long-term-12)
conj(stocks-8, investments-13)
punct(investments-13, ,-14)
mwe(as-16, such-15)
prep(investments-13, as-16)
amod(bonds-18, high-quality-17)
pobj(as-16, bonds-18)
punct(says-2, .-19)

prep(warn-12, Despite-1)
det(case-4, the-2)
amod(case-4, strong-3)
pobj(Despite-1, case-4)
prep(case-4, for-5)
dep(for-5, stocks-6)
punct(warn-12, ,-7)
advmod(warn-12, however-8)
punct(warn-12, ,-9)
amod(pros-11, most-10)
nsubj(warn-12, pros-11)
root(ROOT-0, warn-12)
mark(try-17, that-13)
dep(try-17, individuals-14)
aux(try-17, should-15)
neg(try-17, n't-16)
ccomp(warn-12, try-17)
aux(profit-19, to-18)
xcomp(try-17, profit-19)
prep(profit-19, from-20)
amod(developments-22, short-term-21)
pobj(from-20, developments-22)
punct(warn-12, .-23)

punct(says-10, ``-1)
dep(difficult-5, It-2)
cop(difficult-5, 's-3)
advmod(difficult-5, very-4)
ccomp(says-10, difficult-5)
aux(do-7, to-6)
ccomp(difficult-5, do-7)
punct(says-10, ,-8)
punct(says-10, ''-9)
root(ROOT-0, says-10)
nn(Holt-12, Donald-11)
nsubj(says-10, Holt-12)
punct(Holt-12, ,-13)
det(strategist-16, a-14)
nn(strategist-16, market-15)
appos(Holt-12, strategist-16)
prep(strategist-16, for-17)
nn(Securities-20, Wedbush-18)
nn(Securities-20, Morgan-19)
pobj(for-17, Securities-20)
punct(Securities-20, ,-21)
det(firm-26, a-22)
nn(firm-26, Los-23)
nn(firm-26, Angeles-24)
nn(firm-26, brokerage-25)
appos(Securities-20, firm-26)
punct(says-10, .-27)

punct(move-4, ``-1)
poss(markets-3, Our-2)
nsubj(move-4, markets-3)
root(ROOT-0, move-4)
advmod(fast-6, so-5)
advmod(move-4, fast-6)
cc(move-4, and-7)
dep(volatile-11, they-8)
cop(volatile-11, are-9)
advmod(volatile-11, so-10)
conj(move-4, volatile-11)
punct(move-4, ,-12)
dep('s-14, there-13)
dep(move-4, 's-14)
neg(way-16, no-15)
dep('s-14, way-16)
det(investor-19, the-17)
amod(investor-19, average-18)
nsubj(compete-21, investor-19)
aux(compete-21, can-20)
rcmod(way-16, compete-21)
prep(compete-21, with-22)
det(pros-24, the-23)
pobj(with-22, pros-24)
punct(move-4, .-25)
punct(move-4, ''-26)

amod(investors-2, Individual-1)
nsubj(face-3, investors-2)
root(ROOT-0, face-3)
amod(costs-6, high-4)
nn(costs-6, transaction-5)
dobj(face-3, costs-6)
prep(costs-6, of-7)
pcomp(of-7, moving-8)
dep(moving-8, in-9)
cc(in-9, and-10)
conj(in-9, out-11)
pcomp(out-11, of-12)
det(market-14, the-13)
pobj(of-12, market-14)
punct(face-3, .-15)

det(cost-2, The-1)
nsubj(varies-7, cost-2)
prep(cost-2, of-3)
pcomp(of-3, executing-4)
nn(orders-6, stock-5)
dobj(executing-4, orders-6)
ccomp(says-32, varies-7)
prep(varies-7, from-8)
dep(from-8, brokerage-9)
prep(from-8, to-10)
dep(to-10, brokerage-11)
cc(from-8, and-12)
conj(from-8, with-13)
det(size-15, the-14)
pobj(with-13, size-15)
prep(size-15, of-16)
det(order-18, the-17)
pobj(of-16, order-18)
punct(varies-7, ,-19)
cc(varies-7, but-20)
num(%-22, 2-21)
nsubj(average-30, %-22)
prep(%-22, of-23)
det(order-25, the-24)
poss(value-27, order-25)
possessive(order-25, 's-26)
pobj(of-23, value-27)
cop(average-30, is-28)
det(average-30, an-29)
conj(varies-7, average-30)
punct(says-32, ,-31)
root(ROOT-0, says-32)
nn(Boesel-34, Stephen-33)
nsubj(says-32, Boesel-34)
punct(Boesel-34, ,-35)
appos(Boesel-34, manager-36)
prep(manager-36, of-37)
nn(Price-40, T.-38)
nn(Price-40, Rowe-39)
poss(Growth-42, Price-40)
possessive(Price-40, 's-41)
pobj(of-37, Growth-42)
cc(Growth-42, and-43)
nn(fund-46, Income-44)
amod(fund-46, mutual-45)
conj(Growth-42, fund-46)
punct(says-32, .-47)

cc(have-11, And-1)
dep(have-11, assuming-2)
poss(investment-5, their-3)
amod(investment-5, first-4)
nsubj(is-6, investment-5)
ccomp(assuming-2, is-6)
dep(is-6, successful-7)
punct(have-11, ,-8)
dep(have-11, investors-9)
aux(have-11, will-10)
root(ROOT-0, have-11)
aux(pay-13, to-12)
xcomp(have-11, pay-13)
dobj(pay-13, taxes-14)
prep(taxes-14, on-15)
poss(gains-17, their-16)
pobj(on-15, gains-17)
punct(have-11, .-18)

dep(reduce-3, That-1)
aux(reduce-3, can-2)
ccomp(says-19, reduce-3)
dep(reduce-3, returns-4)
prep(reduce-3, by-5)
det(third-7, a-6)
pobj(by-5, third-7)
cc(more-9, or-8)
num(third-7, more-9)
punct(reduce-3, ,-10)
mark(included-15, once-11)
amod(taxes-13, local-12)
nsubjpass(included-15, taxes-13)
auxpass(included-15, are-14)
advcl(reduce-3, included-15)
punct(says-19, ,-16)
nn(Lipper-18, Mr.-17)
nsubj(says-19, Lipper-18)
root(ROOT-0, says-19)
punct(says-19, .-20)

prep(face-6, After-1)
dep(After-1, that-2)
punct(face-6, ,-3)
amod(traders-5, individual-4)
nsubj(face-6, traders-5)
root(ROOT-0, face-6)
det(risk-8, the-7)
dobj(face-6, risk-8)
mark(perform-17, that-9)
det(investment-12, the-10)
amod(investment-12, new-11)
nsubj(perform-17, investment-12)
dep(choose-14, they-13)
rcmod(investment-12, choose-14)
aux(perform-17, wo-15)
neg(perform-17, n't-16)
ccomp(risk-8, perform-17)
advmod(perform-17, well-18)
punct(face-6, ---19)
advmod(face-6, so-20)
poss(costs-23, their-21)
nn(costs-23, trading-22)
nsubjpass(sustained-26, costs-23)
aux(sustained-26, could-24)
auxpass(sustained-26, be-25)
parataxis(face-6, sustained-26)
prep(sustained-26, for-27)
dep(for-27, nothing-28)
punct(face-6, .-29)

punct(says-19, ``-1)
nsubj(tough-5, It-2)
cop(tough-5, 's-3)
advmod(tough-5, very-4)
ccomp(says-19, tough-5)
mark(out-trade-10, for-6)
amod(individuals-8, most-7)
nsubj(out-trade-10, individuals-8)
aux(out-trade-10, to-9)
advcl(tough-5, out-trade-10)
det(funds-13, the-11)
amod(funds-13, mutual-12)
dobj(out-trade-10, funds-13)
cc(funds-13, or-14)
det(market-16, the-15)
conj(funds-13, market-16)
punct(says-19, ,-17)
punct(says-19, ''-18)
root(ROOT-0, says-19)
nn(Lipper-21, Mr.-20)
nsubj(says-19, Lipper-21)
punct(says-19, .-22)

punct(think-5, ``-1)
dep(think-5, You-2)
aux(think-5, should-3)
advmod(think-5, really-4)
root(ROOT-0, think-5)
advmod(think-5, twice-6)
mark(think-9, if-7)
dep(think-9, you-8)
advcl(think-5, think-9)
dep(out-smart-12, you-10)
aux(out-smart-12, can-11)
ccomp(think-9, out-smart-12)
det(system-14, the-13)
dobj(out-smart-12, system-14)
punct(think-5, .-15)
punct(think-5, ''-16)

advmod(lack-8, Then-1)
punct(lack-8, ,-2)
advmod(lack-8, too-3)
punct(lack-8, ,-4)
amod(investors-7, many-5)
amod(investors-7, individual-6)
nsubj(lack-8, investors-7)
root(ROOT-0, lack-8)
det(makeup-12, the-9)
amod(makeup-12, sturdy-10)
amod(makeup-12, emotional-11)
dobj(lack-8, makeup-12)
dep(say-14, professionals-13)
rcmod(makeup-12, say-14)
auxpass(needed-16, is-15)
ccomp(say-14, needed-16)
aux(plunge-18, to-17)
xcomp(needed-16, plunge-18)
dep(plunge-18, in-19)
cc(in-19, and-20)
conj(in-19, out-21)
pcomp(out-21, of-22)
det(market-24, the-23)
pobj(of-22, market-24)
punct(lack-8, .-25)

advmod(way-6, So-1)
dep(way-6, what-2)
cop(way-6, 's-3)
det(way-6, the-4)
amod(way-6, best-5)
root(ROOT-0, way-6)
aux(buy-8, to-7)
vmod(way-6, buy-8)
dep(buy-8, stocks-9)
punct(way-6, ?-10)

punct(says-45, ``-1)
mark(has-5, Unless-2)
det(individual-4, an-3)
nsubj(has-5, individual-4)
advcl(better-23, has-5)
det(minimum-7, a-6)
dobj(has-5, minimum-7)
prep(minimum-7, of-8)
quantmod($-10, between-9)
pobj(of-8, $-10)
num($-10, 50,000-11)
cc($-10, and-12)
conj($-10, $-13)
num($-13, 100,000-14)
aux(invest-16, to-15)
vmod(minimum-7, invest-16)
prep(invest-16, in-17)
dep(in-17, stocks-18)
punct(better-23, ,-19)
dep(better-23, he-20)
cop(better-23, 's-21)
advmod(better-23, still-22)
ccomp(says-45, better-23)
dep(better-23, off-24)
prep(better-23, in-25)
amod(funds-27, mutual-26)
pobj(in-25, funds-27)
prep(better-23, than-28)
pcomp(than-28, in-29)
amod(stocks-31, individual-30)
pobj(in-29, stocks-31)
punct(better-23, ,-32)
prep(better-23, in-33)
pobj(in-33, terms-34)
prep(terms-34, of-35)
pcomp(of-35, getting-36)
amod(attention-38, enough-37)
dobj(getting-36, attention-38)
prep(attention-38, from-39)
det(broker-42, a-40)
amod(broker-42, competent-41)
pobj(from-39, broker-42)
punct(says-45, ,-43)
punct(says-45, ''-44)
root(ROOT-0, says-45)
nn(Lipper-47, Mr.-46)
nsubj(says-45, Lipper-47)
punct(says-45, .-48)

advmod(see-9, Still-1)
punct(adds-4, ,-2)
dep(adds-4, he-3)
parataxis(see-9, adds-4)
punct(adds-4, ,-5)
punct(see-9, ``-6)
dep(see-9, I-7)
aux(see-9, could-8)
ccomp(adds-35, see-9)
xcomp(see-9, owning-10)
dep(owning-10, both-11)
punct(see-9, ,-12)
prep(see-9, given-13)
mark(have-17, that-14)
dep(have-17, individuals-15)
advmod(have-17, often-16)
pcomp(given-13, have-17)
det(advantage-19, an-18)
dobj(have-17, advantage-19)
prep(advantage-19, over-20)
amod(investors-22, big-21)
pobj(over-20, investors-22)
prep(advantage-19, in-23)
pcomp(in-23, spotting-24)
amod(situations-26, special-25)
dobj(spotting-24, situations-26)
prep(have-17, based-27)
pcomp(based-27, on-28)
poss(insights-31, their-29)
amod(insights-31, own-30)
pobj(on-28, insights-31)
punct(adds-35, ,-32)
punct(adds-35, ''-33)
dep(adds-35, he-34)
root(ROOT-0, adds-35)
punct(adds-35, .-36)

nn(Douglas-2, George-1)
nsubj(says-13, Douglas-2)
punct(Douglas-2, ,-3)
amod(president-6, first-4)
nn(president-6, vice-5)
appos(Douglas-2, president-6)
prep(president-6, at-7)
nn(Inc.-11, Drexel-8)
nn(Inc.-11, Burnham-9)
nn(Inc.-11, Lambert-10)
pobj(at-7, Inc.-11)
punct(Douglas-2, ,-12)
root(ROOT-0, says-13)
mark(have-16, that-14)
dep(have-16, individuals-15)
ccomp(says-13, have-16)
det(edge-19, a-17)
amod(edge-19, particular-18)
dobj(have-16, edge-19)
advmod(have-16, now-20)
prep(have-16, in-21)
punct(companies-27, ``-22)
amod(medium-size-25, small-23)
dep(medium-size-25, to-24)
amod(companies-27, medium-size-25)
nn(companies-27, niche-26)
pobj(in-21, companies-27)
prep(companies-27, with-28)
amod(prospects-31, exciting-29)
nn(prospects-31, earnings-30)
pobj(with-28, prospects-31)
punct(companies-27, ''-32)
punct(ground-37, ---33)
det(ground-37, a-34)
amod(ground-37, traditional-35)
nn(ground-37, stomping-36)
dep(companies-27, ground-37)
prep(ground-37, for-38)
amod(investors-40, small-39)
pobj(for-38, investors-40)
punct(says-13, .-41)

det(sector-3, This-1)
nn(sector-3, growth-2)
nsubj(happens-22, sector-3)
punct(sector-3, ,-4)
dep(carries-7, which-5)
advmod(carries-7, usually-6)
dep(sector-3, carries-7)
det(multiple-10, a-8)
nn(multiple-10, price/earnings-9)
dobj(carries-7, multiple-10)
dep(multiple-10, about-11)
quantmod(about-11, twice-12)
amod(about-11, that-13)
prep(about-11, of-14)
det(Standard-16, the-15)
pobj(of-14, Standard-16)
cc(Standard-16, &-17)
conj(Standard-16, Poor-18)
possessive(Standard-16, 's-19)
num(Standard-16, 500-20)
punct(sector-3, ,-21)
root(ROOT-0, happens-22)
aux(include-24, to-23)
xcomp(happens-22, include-24)
dobj(include-24, some-25)
prep(some-25, of-26)
det(market-28, the-27)
poss(bargains-32, market-28)
possessive(market-28, 's-29)
advmod(attractive-31, most-30)
amod(bargains-32, attractive-31)
pobj(of-26, bargains-32)
advmod(now-34, right-33)
advmod(include-24, now-34)
punct(happens-22, .-35)

punct(says-16, ``-1)
dep(selling-5, It-2)
aux(selling-5, 's-3)
advmod(selling-5, now-4)
ccomp(says-16, selling-5)
prep(selling-5, at-6)
det(multiple-8, a-7)
pobj(at-6, multiple-8)
dep(even-10, about-9)
amod(multiple-8, even-10)
prep(even-10, with-11)
det(market-13, the-12)
pobj(with-11, market-13)
punct(says-16, ,-14)
punct(says-16, ''-15)
root(ROOT-0, says-16)
nn(Douglas-18, Mr.-17)
nsubj(says-16, Douglas-18)
punct(says-16, .-19)

advmod(sees-5, Moreover-1)
punct(sees-5, ,-2)
nn(Douglas-4, Mr.-3)
nsubj(sees-5, Douglas-4)
root(ROOT-0, sees-5)
det(revival-7, a-6)
dobj(sees-5, revival-7)
prep(revival-7, of-8)
amod(interest-10, institutional-9)
pobj(of-8, interest-10)
prep(revival-7, in-11)
amod(stocks-14, smaller-12)
amod(stocks-14, growth-13)
pobj(in-11, stocks-14)
dep(boost-17, that-15)
aux(boost-17, could-16)
dep(revival-7, boost-17)
det(performance-19, the-18)
dobj(boost-17, performance-19)
prep(performance-19, of-20)
det(stocks-22, these-21)
pobj(of-20, stocks-22)
prep(boost-17, in-23)
det(term-26, the-24)
amod(term-26, medium-25)
pobj(in-23, term-26)
punct(sees-5, .-27)

amod(firms-6, Many-1)
amod(firms-6, big-2)
nn(firms-6, Wall-3)
nn(firms-6, Street-4)
nn(firms-6, brokerage-5)
nsubj(resuming-24, firms-6)
dep(eliminated-8, who-7)
dep(firms-6, eliminated-8)
poss(effort-11, their-9)
nn(effort-11, research-10)
dobj(eliminated-8, effort-11)
prep(effort-11, in-12)
pobj(in-12, stocks-13)
prep(stocks-13, of-14)
amod(companies-17, emerging-15)
nn(companies-17, growth-16)
pobj(of-14, companies-17)
det(years-20, a-18)
amod(years-20, few-19)
npadvmod(ago-21, years-20)
advmod(eliminated-8, ago-21)
aux(resuming-24, are-22)
advmod(resuming-24, now-23)
ccomp(notes-31, resuming-24)
dobj(resuming-24, coverage-25)
prep(coverage-25, of-26)
det(area-28, this-27)
pobj(of-26, area-28)
punct(notes-31, ,-29)
dep(notes-31, he-30)
root(ROOT-0, notes-31)
punct(notes-31, .-32)

punct(says-17, ``-1)
dep(seeing-4, We-2)
aux(seeing-4, 're-3)
ccomp(says-17, seeing-4)
det(turnaround-7, a-5)
amod(turnaround-7, real-6)
dobj(seeing-4, turnaround-7)
prep(turnaround-7, in-8)
pobj(in-8, interest-9)
prep(interest-9, in-10)
amod(stocks-13, small-11)
nn(stocks-13, growth-12)
pobj(in-10, stocks-13)
punct(says-17, ,-14)
punct(says-17, ''-15)
dep(says-17, he-16)
root(ROOT-0, says-17)
punct(says-17, .-18)

det(pros-2, The-1)
nsubj(advise-4, pros-2)
advmod(advise-4, strenuously-3)
root(ROOT-0, advise-4)
dep(advise-4, individuals-5)
aux(stay-7, to-6)
xcomp(advise-4, stay-7)
advmod(stay-7, away-8)
prep(away-8, from-9)
det(fad-13, the-10)
amod(fad-13, latest-11)
nn(fad-13, investment-12)
pobj(from-9, fad-13)
punct(advise-4, .-14)

dep(say-2, They-1)
root(ROOT-0, say-2)
dep(important-6, that-3)
cop(important-6, 's-4)
advmod(important-6, especially-5)
ccomp(say-2, important-6)
det(late-8, this-7)
advmod(important-6, late-8)
prep(late-8, in-9)
det(phase-12, the-10)
nn(phase-12, growth-11)
pobj(in-9, phase-12)
prep(phase-12, of-13)
det(cycle-16, the-14)
amod(cycle-16, economic-15)
pobj(of-13, cycle-16)
punct(important-6, ,-17)
advmod('s-20, when-18)
dep('s-20, there-19)
ccomp(important-6, 's-20)
neg(market-24, no-21)
amod(market-24, robust-22)
nn(market-24, bull-23)
dep('s-20, market-24)
aux(bail-26, to-25)
vmod('s-20, bail-26)
dep(bail-26, investors-27)
prep(bail-26, out-28)
pcomp(out-28, of-29)
poss(mistakes-31, their-30)
pobj(of-29, mistakes-31)
punct(say-2, .-32)

poss(correction-3, Friday-1)
possessive(Friday-1, 's-2)
nsubj(presents-4, correction-3)
ccomp(says-26, presents-4)
punct(presents-4, ``-5)
det(opportunity-10, a-6)
advmod(good-8, pretty-7)
amod(opportunity-10, good-8)
nn(opportunity-10, buying-9)
dobj(presents-4, opportunity-10)
punct(presents-4, ,-11)
cc(presents-4, but-12)
conj(presents-4, let-13)
dep(let-13, 's-14)
neg(let-13, not-15)
dep(let-13, speculate-16)
prep(speculate-16, at-17)
det(point-19, this-18)
pobj(at-17, point-19)
prep(point-19, in-20)
det(cycle-23, the-21)
nn(cycle-23, business-22)
pobj(in-20, cycle-23)
punct(says-26, ,-24)
punct(says-26, ''-25)
root(ROOT-0, says-26)
nn(Grigoli-28, Carmine-27)
nsubj(says-26, Grigoli-28)
punct(Grigoli-28, ,-29)
amod(strategist-33, chief-30)
nn(strategist-33, equity-31)
nn(strategist-33, portfolio-32)
appos(Grigoli-28, strategist-33)
prep(strategist-33, at-34)
nn(Corp-37, First-35)
nn(Corp-37, Boston-36)
pobj(at-34, Corp-37)
punct(says-26, .-38)

punct(says-13, ``-1)
ccomp(says-13, Buy-2)
dep(Buy-2, stocks-3)
prep(Buy-2, on-4)
pobj(on-4, weakness-5)
prep(weakness-5, for-6)
poss(fundamentals-9, their-7)
amod(fundamentals-9, long-term-8)
pobj(for-6, fundamentals-9)
punct(says-13, ,-10)
punct(says-13, ''-11)
dep(says-13, he-12)
root(ROOT-0, says-13)
punct(says-13, .-14)

prep(better-14, In-1)
det(run-4, the-2)
amod(run-4, long-3)
pobj(In-1, run-4)
punct(say-8, ,-5)
nn(advisers-7, investment-6)
nsubj(say-8, advisers-7)
parataxis(better-14, say-8)
punct(say-8, ,-9)
amod(investors-11, most-10)
nsubj(better-14, investors-11)
aux(better-14, will-12)
cop(better-14, be-13)
root(ROOT-0, better-14)
dep(better-14, off-15)
dep(better-14, using-16)
det(method-20, the-17)
nn(method-20, dollar-cost-18)
nn(method-20, averaging-19)
dobj(using-16, method-20)
prep(method-20, of-21)
pcomp(of-21, buying-22)
dep(buying-22, stocks-23)
punct(better-14, .-24)

prep(invests-7, In-1)
det(method-3, this-2)
pobj(In-1, method-3)
punct(invests-7, ,-4)
det(person-6, a-5)
nsubj(invests-7, person-6)
root(ROOT-0, invests-7)
det(amount-10, a-8)
amod(amount-10, regular-9)
dobj(invests-7, amount-10)
det(month-12, every-11)
tmod(invests-7, month-12)
cc(month-12, or-13)
conj(month-12, quarter-14)
prep(invests-7, into-15)
det(market-18, the-16)
nn(market-18, stock-17)
pobj(into-15, market-18)
mark(is-22, whether-19)
det(market-21, the-20)
nsubj(is-22, market-21)
ccomp(invests-7, is-22)
advmod(is-22, up-23)
cc(up-23, or-24)
conj(up-23, down-25)
punct(invests-7, .-26)

dep(cuts-2, That-1)
ccomp(points-15, cuts-2)
det(risk-4, the-3)
dobj(cuts-2, risk-4)
punct(points-15, ,-5)
nn(Gregory-7, Mr.-6)
nsubj(points-15, Gregory-7)
punct(Gregory-7, ,-8)
det(manager-13, the-9)
nn(manager-13, San-10)
nn(manager-13, Francisco-11)
nn(manager-13, money-12)
appos(Gregory-7, manager-13)
punct(Gregory-7, ,-14)
root(ROOT-0, points-15)
dep(points-15, out-16)
punct(points-15, .-17)

punct(says-28, ``-1)
advmod(is-5, When-2)
det(market-4, the-3)
nsubj(is-5, market-4)
dep(buying-10, is-5)
dep(is-5, low-6)
punct(buying-10, ,-7)
dep(buying-10, you-8)
aux(buying-10, are-9)
ccomp(says-28, buying-10)
amod(shares-12, more-11)
dobj(buying-10, shares-12)
punct(buying-10, ,-13)
cc(buying-10, and-14)
advmod('s-17, when-15)
dep('s-17, it-16)
dep(buying-22, 's-17)
dep('s-17, high-18)
punct(buying-22, ,-19)
dep(buying-22, you-20)
aux(buying-22, 're-21)
conj(buying-10, buying-22)
amod(shares-24, fewer-23)
dobj(buying-22, shares-24)
punct(says-28, ,-25)
punct(says-28, ''-26)
dep(says-28, he-27)
root(ROOT-0, says-28)
punct(says-28, .-29)

advmod(pick-21, Otherwise-1)
punct(pick-21, ,-2)
mark(put-5, if-3)
dep(put-5, you-4)
dep(pick-21, put-5)
predet(money-8, all-6)
poss(money-8, your-7)
dobj(put-5, money-8)
dep(put-5, in-9)
prep(put-5, at-10)
num(time-12, one-11)
pobj(at-10, time-12)
punct(pick-21, ,-13)
prep(pick-21, by-14)
amod(bad-16, sheer-15)
amod(luck-17, bad-16)
pobj(by-14, luck-17)
punct(pick-21, ,-18)
dep(pick-21, you-19)
aux(pick-21, might-20)
ccomp(says-38, pick-21)
det(time-24, a-22)
amod(time-24, terrible-23)
dobj(pick-21, time-24)
punct(pick-21, ,-25)
cc(pick-21, and-26)
conj(pick-21, have-27)
aux(wait-29, to-28)
xcomp(have-27, wait-29)
num(years-31, three-30)
tmod(wait-29, years-31)
aux(get-33, to-32)
vmod(wait-29, get-33)
advmod(get-33, even-34)
punct(says-38, ,-35)
nn(Gregory-37, Mr.-36)
nsubj(says-38, Gregory-37)
root(ROOT-0, says-38)
punct(says-38, .-39)

det(program-3, A-1)
amod(program-3, disciplined-2)
nsubj(work-5, program-3)
aux(work-5, will-4)
ccomp(says-11, work-5)
dobj(work-5, the-6)
advmod(the-6, best-7)
punct(says-11, ,-8)
nn(Boesel-10, Mr.-9)
nsubj(says-11, Boesel-10)
root(ROOT-0, says-11)
punct(says-11, .-12)

punct(says-21, ``-1)
nsubj(is-9, One-2)
prep(One-2, of-3)
det(things-6, the-4)
amod(things-6, hardest-5)
pobj(of-3, things-6)
aux(do-8, to-7)
vmod(things-6, do-8)
ccomp(says-21, is-9)
aux(buy-11, to-10)
xcomp(is-9, buy-11)
dep(buy-11, stocks-12)
advmod(is-16, when-13)
det(market-15, the-14)
nsubj(is-16, market-15)
ccomp(buy-11, is-16)
dep(is-16, down-17)
punct(says-21, ,-18)
punct(says-21, ''-19)
dep(says-21, he-20)
root(ROOT-0, says-21)
punct(says-21, .-22)

punct(time-7, ``-1)
cc(time-7, But-2)
dep(time-7, that-3)
cop(time-7, 's-4)
advmod(time-7, just-5)
det(time-7, the-6)
root(ROOT-0, time-7)
advmod(buying-12, when-8)
dep(buying-12, you-9)
aux(buying-12, should-10)
aux(buying-12, be-11)
