nummod(put, 3)
nsubj:pass(situated, which)
aux:pass(situated, is)
acl:relcl(Auberge, situated)
case(miles, on)
det(miles, the)
amod(miles, seacoast)
nummod(miles, twenty)
obl(west, miles)
advmod(situated, west)
case(airport, of)
det(airport, the)
compound(airport, Nice)
obl(west, airport)
punct(situated, ;)
punct(situated, ;)
cc(variety, and)
case(variety, at)
det(variety, the)
amod(variety, infinite)
obl(eloquent, variety)
case(London, of)
nmod(variety, London)
punct(eloquent, .)
nsubj(eloquent, Mr.)
flat(Mr., Sansom)
aux(eloquent, can)
cop(eloquent, be)
parataxis(share, eloquent)
case(way, in)
det(way, a)
amod(way, spectacular)
obl(eloquent, way)
nsubj(recalls, which)
acl:relcl(way, recalls)
punct(those, ()
case(those, to)
obl(recalls, those)
nsubj(recall, who)
acl:relcl(those, recall)
advmod(recall, easily)
punct(those, ))
det(statues, the)
appos(those, statues)
case(Bernini, of)
nmod(statues, Bernini)
cc(paintings, and)
det(paintings, the)
amod(paintings, gigantic)
conj(Bernini, paintings)
case(Tintoretto, of)
nmod(paintings, Tintoretto)
punct(share, .)
nsubj(coin, He)
aux(coin, can)
root(ROOT, coin)
det(phrase, a)
amod(phrase, neat)
obj(coin, phrase)
punct(coin, :)
punct(coin, ``)
det(street, a)
root(ROOT, street)
acl(street, spattered)
case(invigoration, with)
det(invigoration, an)
obl(spattered, invigoration)
case(people, of)
nmod(invigoration, people)
punct(invigoration, '')
punct(street, ;)
punct(street, ;)
appos(street, tulips)
case(petals, with)
punct(petals, ``)
nmod(tulips, petals)
advmod(petals, wide)
cc(shaggy, and)
conj(wide, shaggy)
case(ears, as)
det(spaniel, a)
nmod:poss(ears, spaniel)
case(spaniel, 's)
obl(shaggy, ears)
punct(ears, '')
punct(tulips, ;)
punct(snowstorm, ;)
case(snowstorm, after)
det(snowstorm, a)
obl(make, snowstorm)
det(smelling, a)
compound(smelling, landscape)
appos(snowstorm, smelling)
punct(smelling, ``)
case(woodsmoke, of)
nmod(smelling, woodsmoke)
cc(clarity, and)
conj(woodsmoke, clarity)
punct(woodsmoke, '')
punct(woodsmoke, .)
cc(make, And)
punct(make, ,)
case(consciousness, for)
det:predet(consciousness, all)
nmod:poss(consciousness, his)
amod(consciousness, lacquered)
punct(consciousness, ,)
advmod(Byzantine, almost)
amod(consciousness, Byzantine)
compound(consciousness, self)
punct(consciousness, -)
obl(make, consciousness)
punct(make, ,)
nsubj(make, he)
aux(make, can)
parataxis(tulips, make)
obj(make, one)
xcomp(make, recognize)
det(aptness, the)
obj(recognize, aptness)
case(comparison, of)
det(comparison, an)
amod(comparison, unexpected)
nmod(aptness, comparison)
punct(make, .)
nsubj(borrowed, Beauty)
root(ROOT, borrowed)
case(afar, from)
obl(borrowed, afar)
case(one, In)
obl(borrowed, one)
case(essays, of)
nmod:poss(essays, his)
amod(essays, best)
nmod(one, essays)
nsubj(expresses, Mr.)
flat(Mr., Sansom)
acl:relcl(essays, expresses)
nmod:poss(enthusiasm, his)
obj(expresses, enthusiasm)
case(mansions, for)
det(mansions, the)
amod(mansions, many)
compound(mansions, country)
obl(expresses, mansions)
acl(mansions, designed)
case(Andrea, by)
obl(designed, Andrea)
flat(Andrea, Palladio)
nmod:npmod(Andrea, himself)
nsubj(dot, that)
acl:relcl(Andrea, dot)
det(environs, the)
obj(dot, environs)
case(Vicenza, of)
nmod(environs, Vicenza)
punct(borrowed, .)
advmod(far, How)
advmod(shed, far)
det(style, that)
amod(style, pedimented)
cc(pillared, and)
conj(pedimented, pillared)
nsubj(shed, style)
aux(shed, has)
root(ROOT, shed)
nmod:poss(influence, its)
obj(shed, influence)
nsubj(reminds, Mr.)
flat(Mr., Sansom)
acl:relcl(influence, reminds)
obj(reminds, us)
advmod(reminds, thus)
punct(reminds, :)
punct(reminds, ``)
det(mansion, The)
amod(colonnaded, white)
amod(mansion, colonnaded)
punct(mansion, ,)
obl:npmod(roofed, cedar)
punct(roofed, -)
amod(mansion, roofed)
amod(mansion, Southern)
nsubj(traceable, mansion)
cop(traceable, is)
advmod(traceable, directly)
root(ROOT, traceable)
case(stone, via)
det(stone, the)
amod(stone, grey)
cc(buff, and)
conj(grey, buff)
obl(traceable, stone)
case(England, of)
amod(skied, grey)
punct(skied, -)
amod(England, skied)
nmod(stone, England)
case(stucco, to)
det(stucco, the)
amod(stucco, golden)
nmod(England, stucco)
case(part, of)
nummod(part, one)
amod(part, particular)
nmod(stucco, part)
case(South, of)
det(South, the)
amod(South, blue)
nmod(part, South)
punct(South, ,)
det(orbit, the)
compound(orbit, Palladian)
parataxis(traceable, orbit)
acl(orbit, stretching)
compound:prt(stretching, out)
case(Vicenza, from)
obl(stretching, Vicenza)
punct(traceable, :)
det(mind, the)
amod(mind, old)
nsubj(smiles, mind)
case(Andrea, of)
nmod(mind, Andrea)
flat(Andrea, Palladio)
advmod(smiles, still)
parataxis(traceable, smiles)
obl(smiles, from)
case(chair, behind)
det:predet(chair, many)
det(chair, an)
amod(chair, old)
amod(chair, rocking)
obl(smiles, chair)
case(porch, on)
det(porch, a)
amod(porch, Southern)
nmod(chair, porch)
punct(friezes, ,)
det(friezes, the)
amod(friezes, deep)
appos(chair, friezes)
case(firm, of)
nmod:poss(firm, his)
amod(firm, architectonic)
compound(rise, music)
compound(firm, rise)
nmod(friezes, firm)
case(freeze, above)
det(freeze, the)
amod(freeze, shallower)
nmod(firm, freeze)
case(kitchen, in)
det(kitchen, the)
nmod(freeze, kitchen)
punct(feeling, ,)
nmod:poss(feeling, his)
nsubj(brings, feeling)
case(light, for)
nmod(feeling, light)
cc(shade, and)
conj(light, shade)
acl:relcl(kitchen, brings)
det(glitter, a)
obj(brings, glitter)
case(julep, from)
det(julep, a)
amod(julep, tall)
amod(julep, mint)
obl(brings, julep)
punct(brings, ,)
nmod:poss(sense, his)
nsubj(brought, sense)
case(columns, of)
nmod(sense, columns)
acl(sense, framing)
det(night, the)
amod(night, warm)
compound(night, velvet)
obj(framing, night)
aux(brought, has)
parataxis(brings, brought)
advmod(brought, together)
det(couple, a)
nummod(couple, million)
obj(brought, couple)
case(lips, of)
compound(lips, mating)
nmod(couple, lips)
punct(brought, '')
punct(brought, .)
obj(brought, Nice)
punct(brought, ,)
advmod(gaudy, even)
mark(gaudy, if)
det(gaudy, a)
compound(gaudy, trifle)
advcl(brought, gaudy)
punct(traceable, .)
punct(traceable, ``)
compound(Skies, Blue)
nsubj:pass(illustrated, Skies)
punct(Skies, ,)
compound(Studies, Brown)
appos(Skies, Studies)
punct(Studies, '')
aux:pass(illustrated, is)
root(ROOT, illustrated)
case(photographs, with)
amod(photographs, numerous)
amod(photographs, excellent)
obl(illustrated, photographs)
punct(illustrated, .)
case(days, In)
amod(days, recent)
obl(been, days)
expl(been, there)
aux(been, have)
root(ROOT, been)
amod(lamentations, extensive)
nsubj(been, lamentations)
case(absence, over)
det(absence, the)
nmod(lamentations, absence)
case(drama, of)
amod(drama, original)
nmod(absence, drama)
case(television, on)
nmod(drama, television)
punct(regretted, ,)
cc(regretted, but)
advmod(years, not)
case(years, for)
obl(regretted, years)
aux(regretted, have)
nsubj(regretted, many)
conj(been, regretted)
det(passing, the)
obj(regretted, passing)
case(plays, of)
amod(plays, new)
nmod(passing, plays)
case(radio, on)
nmod(plays, radio)
punct(WBAI, .)
nsubj(decided, WBAI)
punct(WBAI, ,)
det(outlet, the)
obl:npmod(supported, listener)
punct(supported, -)
amod(outlet, supported)
appos(WBAI, outlet)
case(band, on)
det(band, the)
compound(modulation, frequency)
punct(modulation, -)
compound(band, modulation)
nmod(outlet, band)
punct(decided, ,)
aux(decided, has)
parataxis(been, decided)
mark(do, to)
xcomp(decided, do)
obj(do, what)
nsubj(can, it)
ccomp(do, can)
mark(correct, to)
advcl(do, correct)
det(void, this)
amod(void, aural)
obj(correct, void)
punct(offered, .)
obl:tmod(offered, Yesterday)
nsubj(offered, it)
parataxis(correct, offered)
punct(offered, ``)
advcl(track, Poised)
case(Violence, For)
obl(Poised, Violence)
punct(Poised, '')
punct(Poised, ,)
case(Jean, by)
obl(Poised, Jean)
flat(Jean, Reavey)
punct(track, .)
nsubj(track, WBAI)
cop(track, is)
case(track, on)
det(track, the)
amod(track, right)
root(ROOT, track)
punct(track, :)
case(medium, in)
det(medium, the)
compound(medium, sound)
obl(been, medium)
expl(been, there)
aux(been, has)
conj(track, been)
amod(emphasis, excessive)
nsubj(been, emphasis)
case(music, on)
nmod(emphasis, music)
cc(news, and)
conj(music, news)
cc(could, and)
expl(could, there)
aux(place, could)
cc(place, and)
aux(place, should)
cop(place, be)
det(place, a)
conj(been, place)
case(theatre, for)
nmod(place, theatre)
punct(place, ,)
mark(continue, as)
det(Corporations, the)
amod(Corporations, Canadian)
cc(British, and)
conj(Canadian, British)
compound(Corporations, Broadcasting)
nsubj(continue, Corporations)
advcl(place, continue)
mark(demonstrate, to)
xcomp(continue, demonstrate)
punct(track, .)
root(ROOT, Unfortunately)
punct(Unfortunately, ,)
punct(Unfortunately, ``)
csubj(vehicle, Poised)
case(Violence, For)
obl(Poised, Violence)
punct(Poised, '')
cop(vehicle, was)
advmod(vehicle, not)
det(vehicle, the)
amod(vehicle, happiest)
root(ROOT, vehicle)
case(which, with)
obl(make, which)
mark(make, to)
acl(vehicle, make)
det(point, the)
obj(make, point)
punct(written, .)
nmod:poss(work, Mrs.)
flat(Mrs., Reavey)
case(Mrs., 's)
nsubj:pass(written, work)
aux:pass(written, is)
parataxis(vehicle, written)
case(stage, for)
det(stage, the)
obl(written, stage)
punct(written, --)
nsubj:pass(mentioned, it)
aux:pass(mentioned, is)
parataxis(written, mentioned)
case(production, for)
det(production, an)
case(Broadway, off)
punct(Broadway, -)
compound(production, Broadway)
obl(mentioned, production)
case(fall, in)
det(fall, the)
nmod(production, fall)
punct(employs, --)
cc(employs, and)
punct(employs, ,)
case(addition, in)
obl(employs, addition)
punct(employs, ,)
conj(mentioned, employs)
det(structure, an)
compound(garde, avant)
punct(garde, -)
compound(structure, garde)
obj(employs, structure)
nsubj(needs, that)
advmod(needs, particularly)
acl:relcl(structure, needs)
mark(seen, to)
aux:pass(seen, be)
xcomp(needs, seen)
mark(is, if)
nsubj(is, comprehension)
advcl(seen, is)
mark(encouraged, to)
aux:pass(encouraged, be)
xcomp(is, encouraged)
punct(vehicle, .)
det(play, The)
nmod:poss(device, play)
case(play, 's)
nsubj(is, device)
root(ROOT, is)
mark(explore, to)
ccomp(is, explore)
nmod:poss(obsession, society)
case(society, 's)
obj(explore, obsession)
case(disaster, with)
nmod(obsession, disaster)
cc(violence, and)
conj(disaster, violence)
case(eyes, through)
det(eyes, the)
obl(explore, eyes)
case(group, of)
det(group, a)
nmod(eyes, group)
case(models, of)
nmod:poss(models, artist)
case(artist, 's)
nmod(group, models)
nsubj(remain, who)
acl:relcl(models, remain)
xcomp(remain, part)
case(painting, of)
nmod:poss(painting, someone)
amod(someone, else)
case(someone, 's)
nmod(part, painting)
cc(themselves, rather)
fixed(rather, than)
advmod(themselves, just)
cop(themselves, be)
conj(painting, themselves)
punct(is, .)
case(succession, In)
det(succession, a)
obl(appear, succession)
case(scenes, of)
nmod(succession, scenes)
nsubj(appear, they)
root(ROOT, appear)
case(guises, in)
amod(guises, different)
obl(appear, guises)
punct(guises, --)
appos(guises, patrons)
case(cafe, of)
det(cafe, a)
nmod(patrons, cafe)
punct(performers, ,)
conj(cafe, performers)
case(circus, in)
det(circus, a)
nmod(patrons, circus)
cc(participants, and)
conj(circus, participants)
case(picnic, in)
det(picnic, a)
compound(picnic, family)
nmod(circus, picnic)
punct(appear, --)
cc(put, but)
case(instance, in)
det(instance, each)
obl(put, instance)
nsubj(put, they)
advmod(put, inevitably)
conj(appear, put)
obj(put, ugliness)
case(beauty, before)
obl(put, beauty)
punct(appear, .)
advmod(is, Somewhere)
case(play, in)
nmod:poss(play, Mrs.)
flat(Mrs., Reavey)
case(Mrs., 's)
obl(Somewhere, play)
expl(is, there)
root(ROOT, is)
cc:preconj(protest, both)
nsubj(is, protest)
cc(aspiration, and)
conj(protest, aspiration)
case(merit, of)
nmod(protest, merit)
punct(is, .)
cc(overwhelming, But)
nmod:poss(discursiveness, its)
amod(discursiveness, relentless)
nsubj(overwhelming, discursiveness)
cc(complexity, and)
amod(complexity, determined)
conj(discursiveness, complexity)
cop(overwhelming, are)
advmod(overwhelming, so)
root(ROOT, overwhelming)
mark(fulfilling, that)
case(hour, after)
det(hour, an)
obl(begins, hour)
cc(begins, and)
det(listener, a)
det:predet(listener, half)
det(listener, a)
nmod:poss(stamina, listener)
case(listener, 's)
nsubj(begins, stamina)
ccomp(overwhelming, begins)
mark(wilt, to)
xcomp(begins, wilt)
punct(begins, .)
advmod(fulfilling, Moreover)
punct(fulfilling, ,)
nmod:poss(figures, her)
amod(figures, central)
nsubj(fulfilling, figures)
aux(fulfilling, are)
advmod(fulfilling, so)
advmod(fulfilling, busily)
ccomp(overwhelming, fulfilling)
nmod:poss(assignments, their)
amod(assignments, multitudinous)
obj(fulfilling, assignments)
obj(emerges, that)
nsubj(emerges, none)
acl:relcl(assignments, emerges)
case(individual, as)
det(individual, an)
compound(individual, arresting)
obl(emerges, individual)
case(right, in)
nmod:poss(right, his)
amod(right, own)
nmod(individual, right)
cc(symbol, or)
case(symbol, as)
det(symbol, a)
amod(symbol, provocative)
conj(individual, symbol)
case(ills, of)
nmod:poss(ills, mankind)
case(mankind, 's)
nmod(symbol, ills)
punct(overwhelming, .)
cc(be, But)
det:predet(impression, quite)
advmod(obtain, conceivably)
det(impression, an)
advmod(different, altogether)
amod(impression, different)
nsubj(obtain, impression)
aux(obtain, will)
root(ROOT, obtain)
mark(offered, when)
det(work, the)
nsubj:pass(offered, work)
aux:pass(offered, is)
advcl(obtain, offered)
case(theatre, in)
det(theatre, the)
obl(offered, theatre)
cc(be, and)
expl(be, there)
aux(be, can)
conj(obtain, be)
amod(effects, other)
nsubj(be, effects)
mark(relieve, to)
acl(effects, relieve)
det(burden, the)
obj(relieve, burden)
case(words, on)
det(author, the)
nmod:poss(words, author)
case(author, 's)
obl(relieve, words)
punct(obtain, . )
nsubj(reward, Which)
case(itself, in)
nmod(Which, itself)
cop(reward, is)
det(reward, an)
amod(reward, immediate)
root(ROOT, reward)
case(experiment, of)
det(experiment, the)
compound(experiment, WBAI)
nmod(reward, experiment)
punct(reward, ;)
punct(reward, ;)
amod(drama, good)
compound(drama, radio)
nsubj(has, drama)
parataxis(reward, has)
nmod:poss(demands, its)
amod(demands, own)
amod(demands, special)
obj(has, demands)
nsubj(need, that)
advmod(need, badly)
acl:relcl(demands, need)
obj(need, reinvigoration)
punct(reward, . )
det(showcase, A)
amod(showcase, weekly)
nsubj(celebrating, showcase)
case(music, for)
amod(music, contemporary)
nmod(showcase, music)
punct(showcase, ,)
case(archaism, from)
det(archaism, the)
amod(archaism, austere)
nmod(showcase, archaism)
case(Stravinsky, of)
nmod(archaism, Stravinsky)
case(bleeps, to)
det(bleeps, the)
nmod(archaism, bleeps)
cc(bloops, and)
conj(bleeps, bloops)
case(music, of)
amod(music, electronic)
nmod(bloops, music)
punct(celebrating, ,)
aux(celebrating, is)
root(ROOT, celebrating)
nmod:poss(anniversary, its)
amod(anniversary, fourth)
obj(celebrating, anniversary)
det(month, this)
obl:tmod(celebrating, month)
punct(celebrating, .)
root(ROOT, Titled)
punct(Titled, ``)
root(ROOT, What)
cop(What, 's)
nsubj(What, New)
case(Music, In)
nmod(New, Music)
punct(What, '')
punct(What, ?)
punct(What, ?)
det(program, The)
compound(program, enterprising)
nsubj:pass(heard, program)
aux:pass(heard, is)
root(ROOT, heard)
compound(afternoons, Saturday)
obl:tmod(heard, afternoons)
case(station, on)
compound(station, radio)
obl(heard, station)
obl(heard, Aj)
punct(heard, .)
det(notes, The)
amod(notes, brief)
nsubj(offer, notes)
acl(notes, introducing)
det(work, each)
obj(introducing, work)
conj(heard, offer)
amod(points, salient)
amod(points, historical)
cc(technical, or)
conj(historical, technical)
obj(offer, points)
punct(grateful, ,)
cc(grateful, and)
amod(listeners, many)
nsubj(grateful, listeners)
cop(grateful, are)
advmod(grateful, probably)
conj(offer, grateful)
mark(taken, for)
aux:pass(taken, being)
advmod(taken, intelligently)
advcl(grateful, taken)
case(hand, by)
det(hand, the)
obl(taken, hand)
case(maze, through)
det(maze, an)
advmod(difficult, often)
amod(maze, difficult)
obl(taken, maze)
punct(heard, .)
det(show, The)
nsubj:pass(programed, show)
aux:pass(programed, is)
root(ROOT, programed)
cc(written, and)
conj(programed, written)
case(editor, by)
det(station, the)
nmod:poss(editor, station)
case(station, 's)
amod(editor, assistant)
compound(editor, continuity)
obl(written, editor)
punct(editor, ,)
appos(editor, Chuck)
flat(Chuck, Briefer)
punct(programed, .)
det(Saturday, The)
amod(Saturday, first)
nsubj:pass(set, Saturday)
case(month, in)
det(month, each)
nmod(Saturday, month)
aux:pass(set, is)
root(ROOT, set)
advmod(set, aside)
case(recordings, for)
amod(recordings, new)
obl(set, recordings)
punct(set, .)
amod(Saturday, Last)
nmod:poss(melange, Saturday)
case(Saturday, 's)
amod(melange, interesting)
nsubj(included, melange)
parataxis(set, included)
obj(included, Ernst)
flat(Ernst, Toch)
punct(Karlheinz, ,)
conj(Ernst, Karlheinz)
flat(Karlheinz, Stockhausen)
punct(Richard, ,)
conj(Ernst, Richard)
flat(Richard, Yardumian)
cc(excerpt, and)
det(excerpt, a)
amod(excerpt, brief)
conj(Ernst, excerpt)
case(opera, from)
det(opera, a)
amod(opera, new)
punct(space, ``)
compound(opera, space)
punct(space, '')
nmod(excerpt, opera)
case(composer, by)
det(composer, the)
amod(composer, Swedish)
nmod(opera, composer)
punct(composer, ,)
appos(composer, Karl)
punct(Karl, -)
flat(Karl, Birger)
flat(Karl, Blomdahl)
punct(set, .)
amod(Saturdays, Other)
nsubj:pass(devoted, Saturdays)
aux:pass(devoted, are)
root(ROOT, devoted)
case(studies, to)
obl(devoted, studies)
case(composer, of)
det(composer, a)
amod(composer, selected)
amod(composer, American)
nmod(studies, composer)
punct(composer, ,)
det(type, a)
amod(type, particular)
appos(composer, type)
case(music, of)
nmod(type, music)
cc(music, or)
det(music, the)
conj(music, music)
case(country, of)
det(country, a)
amod(country, given)
nmod(music, country)
punct(devoted, .)
expl(commendable, It)
