amod(Pants-2, Red-1)
advmod(of-43, instead-42)
prep(I-40, of-43)
punct(of-43, “-44)
pobj(of-43, me-45)
punct(reported-12, .-46)
punct(reported-12, ”-47)
punct(reported-12, ...-48)

punct(makes-5, “-1)
discourse(makes-5, Well-2)
punct(makes-5, ,-3)
nsubj(makes-5, it-4)
root(ROOT-0, makes-5)
dobj(makes-5, company-6)
prep(company-6, for-7)
pobj(for-7, I-8)
cc(company-6, and-9)
conj(company-6, company-10)
prep(company-10, for-11)
pobj(for-11, she-12)
punct(makes-5, .-13)
punct(makes-5, ”-14)

nsubj(inner-wards-7, Another-1)
prep(Another-1, of-2)
poss(expressions-5, his-3)
amod(expressions-5, happy-4)
pobj(of-2, expressions-5)
cop(inner-wards-7, is-6)
root(ROOT-0, inner-wards-7)
punct(inner-wards-7, ,-8)
vmod(inner-wards-7, meaning-9)
punct(meaning-9, `-10)
dobj(meaning-9, since-11)
punct(inner-wards-7, ,-12)
punct(inner-wards-7, '-13)
prep(inner-wards-7, as-14)
pcomp(as-14, in-15)
punct(in-15, ...-16)
punct(in-15, “-17)
nsubj(chucked-19, I-18)
dep(in-15, chucked-19)
dobj(chucked-19, him-20)
prep(chucked-19, out-21)
det(door-23, the-22)
pobj(out-21, door-23)
cc(chucked-19, and-24)
nsubjpass(been-28, he-25)
auxpass(been-28, 's-26)
neg(been-28, not-27)
conj(chucked-19, been-28)
advmod(been-28, back-29)
advmod(been-28, innerwards-30)
punct(inner-wards-7, .-31)
punct(inner-wards-7, ”-32)

nsubj(reported-2, Another-1)
root(ROOT-0, reported-2)
dep(reported-2, -LSB--3)
amod(date-5, same-4)
tmod(reported-2, date-5)
dep(reported-2, -RSB--6)
punct(reported-2, :-7)
ccomp(reported-2, Let-8)
nsubj(get-10, 's-9)
ccomp(Let-8, get-10)
nsubj(right-12, it-11)
xcomp(get-10, right-12)
punct(reported-2, .-13)

det(Bristol-2, The-1)
nsubj(I-10, Bristol-2)
prep(Bristol-2, for-3)
punct(me-5, “-4)
pobj(for-3, me-5)
punct(me-5, ”-6)
cop(I-10, is-7)
neg(I-10, not-8)
punct(I-10, “-9)
root(ROOT-0, I-10)
punct(I-10, ,-11)
punct(I-10, ”-12)
cc(I-10, but-13)
punct(I-10, “-14)
dep(I-10, oi-15)
punct(I-10, .-16)
punct(I-10, ”-17)

advmod(teaching-4, When-1)
nsubj(teaching-4, I-2)
aux(teaching-4, was-3)
advcl(was-21, teaching-4)
advmod(teaching-4, there-5)
punct(was-21, ,-6)
det(explanation-8, the-7)
nsubj(was-21, explanation-8)
advmod(explanation-8, invariably-9)
vmod(explanation-8, given-10)
prep(given-10, by-11)
pobj(by-11, boys-12)
vmod(boys-12, brought-13)
prep(brought-13, to-14)
pobj(to-14, me-15)
prep(brought-13, for-16)
pobj(for-16, scrapping-17)
prep(scrapping-17, in-18)
det(playground-20, the-19)
pobj(in-18, playground-20)
root(ROOT-0, was-21)
punct(was-21, :-22)
punct(was-21, “-23)
nsubj(it-25, Ee-24)
dep(was-21, it-25)
dobj(it-25, oi-26)
punct(it-25, ,-27)
cc(it-25, so-28)
nsubj(it-30, oi-29)
conj(it-25, it-30)
dobj(it-30, ee-31)
punct(was-21, .-32)
punct(was-21, ”-33)

det(maps-3, The-1)
num(maps-3, 100-2)
nsubj(yield-10, maps-3)
vmod(maps-3, selected-4)
prep(selected-4, for-5)
pobj(for-5, representation-6)
prep(selected-4, from-7)
det(Survey-9, the-8)
pobj(from-7, Survey-9)
root(ROOT-0, yield-10)
dobj(yield-10, information-11)
prep(information-11, on-12)
quantmod(hundred-14, several-13)
num(words-15, hundred-14)
pobj(on-12, words-15)
punct(words-15, ,-16)
dep(variants-22, some-17)
prep(some-17, of-18)
pobj(of-18, which-19)
cop(variants-22, are-20)
amod(variants-22, clear-21)
rcmod(words-15, variants-22)
punct(variants-22, ,-23)
dep(entities-28, others-24)
advmod(different-26, quite-25)
amod(entities-28, different-26)
amod(entities-28, lexical-27)
parataxis(variants-22, entities-28)
punct(yield-10, .-29)

prep(shows-6, For-1)
pobj(For-1, instance-2)
punct(shows-6, ,-3)
nsubj(shows-6, Map-4)
num(Map-4, 34-5)
root(ROOT-0, shows-6)
det(areas-8, the-7)
dobj(shows-6, areas-8)
punct(areas-8, ,-9)
vmod(areas-8, marked-10)
prt(marked-10, off-11)
prep(marked-10, by-12)
nn(lines-14, boundary-13)
pobj(by-12, lines-14)
punct(areas-8, ,-15)
advmod(occur-30, where-16)
det(variants-18, the-17)
nsubj(occur-30, variants-18)
nn(chimbley-20, chimley-19)
dep(variants-18, chimbley-20)
punct(chimbley-20, ,-21)
conj(chimbley-20, chimmock-22)
punct(chimbley-20, ,-23)
conj(chimbley-20, chimdey-24)
punct(chimbley-20, ,-25)
conj(chimbley-20, chimbey-26)
punct(chimbley-20, ,-27)
cc(chimbley-20, and-28)
conj(chimbley-20, chimney-29)
rcmod(areas-8, occur-30)
punct(shows-6, .-31)

nsubj(shows-3, Map-1)
num(Map-1, 33-2)
root(ROOT-0, shows-3)
det(distribution-5, the-4)
dobj(shows-3, distribution-5)
prep(distribution-5, of-6)
pobj(of-6, child-7)
punct(child-7, -LRB--8)
advmod(child-7, most-9)
prep(most-9, of-10)
amod(England-12, southern-11)
pobj(of-10, England-12)
punct(child-7, -RRB--13)
cc(of-6, and-14)
conj(of-6, of-15)
pobj(of-15, bairn-16)
punct(bairn-16, -LRB--17)
advmod(bairn-16, north-18)
prep(north-18, of-19)
det(line-23, a-20)
advmod(wavy-22, slightly-21)
amod(line-23, wavy-22)
pobj(of-19, line-23)
prep(line-23, between-24)
pobj(between-24, Boston-25)
punct(Boston-25, ,-26)
prep(Boston-25, on-27)
det(Wash-29, the-28)
pobj(on-27, Wash-29)
prep(Boston-25, to-30)
det(east-32, the-31)
pobj(to-30, east-32)
punct(Boston-25, ,-33)
cc(Boston-25, and-34)
conj(Boston-25, Lancaster-35)
punct(Lancaster-35, ,-36)
prep(Lancaster-35, on-37)
det(coast-40, the-38)
nn(coast-40, west-39)
pobj(on-37, coast-40)
punct(bairn-16, -RRB--41)
punct(shows-3, .-42)

det(authors-2, The-1)
nsubj(provided-4, authors-2)
aux(provided-4, have-3)
root(ROOT-0, provided-4)
det(introduction-7, a-5)
amod(introduction-7, brief-6)
dobj(provided-4, introduction-7)
nsubj(easy-10, which-8)
cop(easy-10, is-9)
rcmod(introduction-7, easy-10)
aux(follow-12, to-11)
ccomp(easy-10, follow-12)
punct(introduction-7, ,-13)
det(list-15, a-14)
conj(introduction-7, list-15)
prep(list-15, of-16)
amod(readings-18, suggested-17)
pobj(of-16, readings-18)
punct(introduction-7, ,-19)
cc(introduction-7, and-20)
det(names-22, the-21)
conj(introduction-7, names-22)
cc(names-22, and-23)
conj(names-22, addresses-24)
prep(names-22, of-25)
det(institutions-28, the-26)
amod(institutions-28, several-27)
pobj(of-25, institutions-28)
cc(institutions-28, and-29)
conj(institutions-28, societies-30)
prep(institutions-28, in-31)
pobj(in-31, Britain-32)
advmod(indulge-36, where-33)
nsubj(indulge-36, readers-34)
aux(indulge-36, may-35)
rcmod(institutions-28, indulge-36)
det(interest-40, a-37)
advmod(intensive-39, more-38)
amod(interest-40, intensive-39)
dobj(indulge-36, interest-40)
prep(interest-40, in-41)
nn(study-43, dialect-42)
pobj(in-41, study-43)
punct(provided-4, .-44)

det(maps-2, The-1)
nsubj(clear-4, maps-2)
cop(clear-4, are-3)
root(ROOT-0, clear-4)
punct(clear-4, ,-5)
nsubj(occupying-7, each-6)
dep(clear-4, occupying-7)
det(page-10, a-8)
amod(page-10, full-9)
dobj(occupying-7, page-10)
punct(clear-4, ,-11)
cc(clear-4, and-12)
det(information-15, the-13)
nn(information-15, word-14)
nsubjpass(set-18, information-15)
auxpass(set-18, is-16)
advmod(set-18, well-17)
conj(clear-4, set-18)
prt(set-18, forth-19)
prep(set-18, on-20)
pobj(on-20, them-21)
punct(clear-4, .-22)

advmod(necessary-2, Where-1)
advcl(provided-10, necessary-2)
punct(provided-10, ,-3)
dep(cryptic-7, brief-4)
cc(cryptic-7, but-5)
conj(cryptic-7, not-6)
amod(explanations-8, cryptic-7)
nsubjpass(provided-10, explanations-8)
auxpass(provided-10, are-9)
root(ROOT-0, provided-10)
prep(provided-10, of-11)
det(information-13, any-12)
pobj(of-11, information-13)
nsubj(seem-16, that-14)
aux(seem-16, might-15)
rcmod(information-13, seem-16)
aux(be-18, to-17)
xcomp(seem-16, be-18)
prep(be-18, out-19)
pcomp(out-19, of-20)
det(ordinary-22, the-21)
pobj(of-20, ordinary-22)
punct(provided-10, .-23)

nsubj(have-2, I-1)
root(ROOT-0, have-2)
quantmod(one-4, only-3)
num(nit-5, one-4)
dobj(have-2, nit-5)
aux(pick-7, to-6)
vmod(nit-5, pick-7)
prep(pick-7, with-8)
det(authors-10, the-9)
pobj(with-8, authors-10)
punct(have-2, .-11)

prep(write-8, In-1)
poss(description-3, their-2)
pobj(In-1, description-3)
prep(description-3, of-4)
pobj(of-4, isoglosses-5)
punct(write-8, ,-6)
nsubj(write-8, they-7)
root(ROOT-0, write-8)
punct(write-8, :-9)
nsubjpass(drawn-12, These-10)
auxpass(drawn-12, are-11)
ccomp(write-8, drawn-12)
aux(run-14, to-13)
xcomp(drawn-12, run-14)
advmod(between-16, midway-15)
prep(run-14, between-16)
dep(between-16, /-17)
pobj(between-16, localities-18)
nsubjpass(shown-21, which-19)
auxpass(shown-21, were-20)
rcmod(localities-18, shown-21)
prep(shown-21, by-22)
det(Survey-24, the-23)
pobj(by-22, Survey-24)
prep(Survey-24, of-25)
nn(Dialects-27, English-26)
pobj(of-25, Dialects-27)
aux(use-29, to-28)
xcomp(shown-21, use-29)
det(words-32, the-30)
amod(words-32, different-31)
dobj(use-29, words-32)
cc(words-32, or-33)
conj(words-32, pronunciations-34)
nsubj(subject-38, which-35)
cop(subject-38, are-36)
det(subject-38, the-37)
rcmod(words-32, subject-38)
prep(subject-38, of-39)
det(map-41, the-40)
pobj(of-39, map-41)
punct(write-8, .-42)

mark(true-4, Although-1)
nsubj(true-4, it-2)
cop(true-4, is-3)
advcl(drawn-28, true-4)
mark(set-11, that-5)
nsubj(set-11, isoglosses-6)
punct(set-11, ,-7)
prep(set-11, in-8)
pobj(in-8, effect-9)
punct(set-11, ,-10)
ccomp(true-4, set-11)
prt(set-11, off-12)
det(areas-15, the-13)
amod(areas-15, various-14)
dobj(set-11, areas-15)
advmod(recorded-21, where-16)
det(usage-19, a-17)
amod(usage-19, particular-18)
nsubjpass(recorded-21, usage-19)
auxpass(recorded-21, was-20)
rcmod(areas-15, recorded-21)
punct(drawn-28, ,-22)
advmod(accurately-24, more-23)
advmod(drawn-28, accurately-24)
det(isogloss-26, an-25)
nsubjpass(drawn-28, isogloss-26)
auxpass(drawn-28, is-27)
root(ROOT-0, drawn-28)
aux(connect-30, to-29)
xcomp(drawn-28, connect-30)
dobj(connect-30, sites-31)
preconj(employ-35, either-32)
advmod(employ-35, where-33)
nsubj(employ-35, speakers-34)
dep(sites-31, employ-35)
det(usages-37, both-36)
dobj(employ-35, usages-37)
cc(employ-35, or-38)
advmod(live-46, where-39)
nsubj(live-46, speakers-40)
vmod(speakers-40, using-41)
dobj(using-41, one-42)
cc(one-42, or-43)
det(other-45, the-44)
conj(one-42, other-45)
conj(employ-35, live-46)
prep(live-46, in-47)
advmod(close-49, very-48)
amod(proximity-50, close-49)
pobj(in-47, proximity-50)
punct(drawn-28, .-51)

dep(term-4, Hence-1)
punct(term-4, ,-2)
det(term-4, the-3)
root(ROOT-0, term-4)
dep(term-4, isogloss-5)
punct(term-4, ,-6)
prep(term-4, from-7)
pobj(from-7, iso-8)
punct(iso-8, --9)
punct(iso-8, `-10)
dep(iso-8, same-11)
punct(iso-8, '-12)
dep(iso-8, +-13)
dep(iso-8, gloss-14)
punct(gloss-14, `-15)
dep(gloss-14, word-16)
punct(term-4, ,-17)
punct(term-4, '-18)
aux(describe-20, to-19)
vmod(term-4, describe-20)
det(line-22, the-21)
dobj(describe-20, line-22)
prep(line-22, on-23)
det(map-25, a-24)
pobj(on-23, map-25)
advmod(are-29, where-26)
det(terms-28, the-27)
nsubj(are-29, terms-28)
rcmod(line-22, are-29)
prep(are-29, of-30)
amod(distribution-32, equal-31)
pobj(of-30, distribution-32)
punct(term-4, .-33)

nsubj(are-2, Isoglosses-1)
root(ROOT-0, are-2)
prep(are-2, to-3)
nn(maps-5, dialect-4)
pobj(to-3, maps-5)
dobj(are-10, what-6)
nsubj(are-10, isobars-7)
cc(isobars-7, and-8)
conj(isobars-7, isotherms-9)
dep(are-2, are-10)
prep(are-10, to-11)
nn(maps-13, weather-12)
pobj(to-11, maps-13)
punct(are-10, ,-14)
dobj(are-17, what-15)
nsubj(are-17, isobaths-16)
dep(are-10, are-17)
prep(are-17, to-18)
amod(maps-20, geophysical-19)
pobj(to-18, maps-20)
prep(maps-20, of-21)
det(oceans-23, the-22)
pobj(of-21, oceans-23)
punct(are-10, ,-24)
conj(are-10, etc-25)
punct(are-2, .-26)

det(authors-2, The-1)
nsubj(alone-5, authors-2)
cop(alone-5, are-3)
neg(alone-5, not-4)
root(ROOT-0, alone-5)
prep(alone-5, in-6)
pcomp(in-6, getting-7)
nsubj(wrong-9, this-8)
xcomp(getting-7, wrong-9)
punct(alone-5, :-10)
nsubj(incorrect-13, it-11)
cop(incorrect-13, is-12)
parataxis(alone-5, incorrect-13)
prep(incorrect-13, in-14)
det(dictionaries-16, some-15)
pobj(in-14, dictionaries-16)
punct(alone-5, .-17)

prep(observe-11, In-1)
det(countries-3, those-2)
pobj(In-1, countries-3)
advmod(undertaken-8, where-4)
nn(study-6, dialect-5)
nsubjpass(undertaken-8, study-6)
auxpass(undertaken-8, is-7)
rcmod(countries-3, undertaken-8)
punct(observe-11, ,-9)
nsubj(observe-11, dialectologists-10)
root(ROOT-0, observe-11)
mark(are-14, that-12)
expl(are-14, there-13)
ccomp(observe-11, are-14)
tmod(are-14, today-15)
amod(factors-17, many-16)
nsubj(are-14, factors-17)
vmod(factors-17, militating-18)
prep(militating-18, against-19)
det(maintenance-22, the-20)
amod(maintenance-22, strict-21)
pobj(against-19, maintenance-22)
prep(maintenance-22, of-23)
amod(boundaries-26, older-24)
amod(boundaries-26, dialect-25)
pobj(of-23, boundaries-26)
punct(factors-17, :-27)
det(standardization-29, the-28)
dep(factors-17, standardization-29)
prep(standardization-29, of-30)
pobj(of-30, terminology-31)
mark(adopted-33, as-32)
dep(terminology-31, adopted-33)
prep(adopted-33, by-34)
amod(periodicals-36, national-35)
pobj(by-34, periodicals-36)
punct(periodicals-36, ,-37)
nn(services-39, news-38)
conj(periodicals-36, services-39)
punct(periodicals-36, ,-40)
conj(periodicals-36, radio-41)
punct(periodicals-36, ,-42)
cc(periodicals-36, and-43)
conj(periodicals-36, television-44)
punct(standardization-29, ;-45)
det(establishment-47, the-46)
conj(standardization-29, establishment-47)
prep(establishment-47, of-48)
punct(dialects-52, “-49)
nn(dialects-52, prestige-50)
punct(dialects-52, ”-51)
pobj(of-48, dialects-52)
cc(establishment-47, and-53)
punct(establishment-47, ,-54)
conj(establishment-47, through-55)
det(media-57, the-56)
pobj(through-55, media-57)
punct(establishment-47, ,-58)
poss(promulgation-60, their-59)
conj(establishment-47, promulgation-60)
punct(standardization-29, ;-61)
cc(standardization-29, and-62)
det(shifts-66, the-63)
amod(shifts-66, huge-64)
nn(shifts-66, population-65)
conj(standardization-29, shifts-66)
nsubj(taken-69, that-67)
aux(taken-69, have-68)
rcmod(shifts-66, taken-69)
dobj(taken-69, place-70)
punct(taken-69, ,-71)
advmod(in-73, particularly-72)
prep(taken-69, in-73)
det(S.-76, the-74)
nn(S.-76, U.-75)
pobj(in-73, S.-76)
prep(taken-69, since-77)
pobj(since-77, WWII-78)
punct(observe-11, .-79)

amod(shifts-2, Such-1)
nsubj(slower-6, shifts-2)
aux(slower-6, have-3)
cop(slower-6, been-4)
advmod(slower-6, somewhat-5)
root(ROOT-0, slower-6)
prep(slower-6, in-7)
pobj(in-7, England-8)
punct(slower-6, ,-9)
cc(slower-6, but-10)
conj(slower-6, seem-11)
advmod(seem-11, now-12)
aux(speeding-15, to-13)
aux(speeding-15, be-14)
xcomp(seem-11, speeding-15)
prt(speeding-15, up-16)
punct(slower-6, .-17)

expl(are-2, There-1)
root(ROOT-0, are-2)
amod(factors-7, many-3)
amod(factors-7, other-4)
punct(factors-7, ,-5)
amod(factors-7, lesser-6)
nsubj(are-2, factors-7)
prep(factors-7, at-8)
pobj(at-8, work-9)
punct(are-2, ,-10)
cc(are-2, but-11)
vmod(tend-16, taken-12)
advmod(taken-12, together-13)
punct(tend-16, ,-14)
nsubj(tend-16, all-15)
conj(are-2, tend-16)
prep(tend-16, toward-17)
pobj(toward-17, standardization-18)
punct(tend-16, ,-19)
advmod(die-25, especially-20)
mark(die-25, as-21)
det(speakers-24, the-22)
amod(speakers-24, older-23)
nsubj(die-25, speakers-24)
advcl(tend-16, die-25)
prt(die-25, off-26)
punct(are-2, .-27)

prep(be-8, In-1)
det(respects-3, some-2)
pobj(In-1, respects-3)
punct(be-8, ,-4)
nsubj(be-8, it-5)
aux(be-8, may-6)
neg(be-8, not-7)
root(ROOT-0, be-8)
advmod(be-8, long-9)
mark(historical-19, before-10)
amod(aspects-12, certain-11)
nsubj(historical-19, aspects-12)
prep(aspects-12, of-13)
nn(geography-15, dialect-14)
pobj(of-13, geography-15)
aux(historical-19, will-16)
cop(historical-19, be-17)
advmod(historical-19, largely-18)
advcl(be-8, historical-19)
punct(be-8, .-20)

det(importance-2, The-1)
nsubjpass(emphasized-6, importance-2)
prep(importance-2, of-3)
pobj(of-3, dialect-4)
auxpass(emphasized-6, is-5)
root(ROOT-0, emphasized-6)
advmod(emphasized-6, regularly-7)
prep(emphasized-6, in-8)
det(press-10, the-9)
pobj(in-8, press-10)
punct(press-10, ,-11)
advmod(read-14, where-12)
nsubj(read-14, we-13)
rcmod(press-10, read-14)
prep(read-14, about-15)
nsubjpass(killed-18, people-16)
auxpass(killed-18, being-17)
pcomp(about-15, killed-18)
punct(killed-18, ,-19)
prep(killed-18, as-20)
pcomp(as-20, in-21)
pobj(in-21, parts-22)
prep(parts-22, of-23)
pobj(of-23, India-24)
punct(killed-18, ,-25)
mark(use-28, because-26)
nsubj(use-28, they-27)
advcl(killed-18, use-28)
det(shibboleths-31, the-29)
amod(shibboleths-31, wrong-30)
dobj(use-28, shibboleths-31)
punct(emphasized-6, .-32)

det(book-2, This-1)
nsubj(introduction-6, book-2)
cop(introduction-6, is-3)
det(introduction-6, a-4)
amod(introduction-6, good-5)
root(ROOT-0, introduction-6)
prep(introduction-6, to-7)
det(subject-9, the-8)
pobj(to-7, subject-9)
punct(subject-9, -LRB--10)
prep(subject-9, in-11)
pobj(in-11, England-12)
punct(subject-9, -RRB--13)
punct(introduction-6, ;-14)
nsubjpass(advised-38, those-15)
amod(those-15, familiar-16)
prep(familiar-16, with-17)
pobj(with-17, dialectology-18)
prep(dialectology-18, in-19)
pobj(in-19, America-20)
punct(those-15, ,-21)
cc(those-15, and-22)
conj(those-15, those-23)
amod(those-23, interested-24)
prep(interested-24, in-25)
det(study-27, the-26)
pobj(in-25, study-27)
prep(study-27, in-28)
pobj(in-28, England-29)
cc(in-28, or-30)
punct(in-28, ,-31)
conj(in-28, indeed-32)
punct(in-28, ,-33)
conj(in-28, generally-34)
aux(advised-38, would-35)
auxpass(advised-38, be-36)
advmod(advised-38, well-37)
parataxis(introduction-6, advised-38)
aux(add-40, to-39)
xcomp(advised-38, add-40)
nn(Maps-42, Word-41)
dobj(add-40, Maps-42)
prep(add-40, to-43)
poss(libraries-45, their-44)
pobj(to-43, libraries-45)
punct(introduction-6, .-46)

nn(Urdang-2, Laurence-1)
root(ROOT-0, Urdang-2)

amod(Almanac-3, American-1)
amod(Almanac-3, Literary-2)
root(ROOT-0, Almanac-3)

nsubj(book-8, This-1)
cop(book-8, is-2)
det(book-8, an-3)
amod(book-8, interesting-4)
punct(book-8, ,-5)
amod(book-8, useful-6)
nn(book-8, reference-7)
root(ROOT-0, book-8)
vmod(book-8, containing-9)
dobj(containing-9, information-10)
prep(information-10, about-11)
det(writers-16, the-12)
advmod(known-15, better-13)
punct(known-15, --14)
amod(writers-16, known-15)
pobj(about-11, writers-16)
prep(writers-16, of-17)
pobj(of-17, America-18)
punct(book-8, .-19)

nsubjpass(divided-3, It-1)
auxpass(divided-3, is-2)
root(ROOT-0, divided-3)
prep(divided-3, into-4)
num(chapters-6, eighteen-5)
pobj(into-4, chapters-6)
vmod(chapters-6, varying-7)
prep(varying-7, in-8)
pobj(in-8, length-9)
punct(chapters-6, ,-10)
nsubj(dealing-12, each-11)
dep(chapters-6, dealing-12)
prep(dealing-12, with-13)
det(aspect-16, a-14)
amod(aspect-16, different-15)
pobj(with-13, aspect-16)
prep(aspect-16, of-17)
det(authors-19, the-18)
pobj(of-17, authors-19)
cc(authors-19, and-20)
poss(works-22, their-21)
conj(authors-19, works-22)
punct(chapters-6, ,-23)
prep(Writers-27, among-24)
pobj(among-24, them-25)
punct(Writers-27, ,-26)
appos(chapters-6, Writers-27)
amod(Writers-27, Related-28)
prep(Related-28, to-29)
pobj(to-29, Writers-30)
dep(Writers-27, Schooldays-31)
punct(Schooldays-31, -LRB--32)
det(colleges-34, which-33)
nsubj(spawned-37, colleges-34)
cc(colleges-34, and-35)
conj(colleges-34, universities-36)
rcmod(Schooldays-31, spawned-37)
det(writers-39, which-38)
dobj(spawned-37, writers-39)
punct(Schooldays-31, -RRB--40)
amod(Pseudonyms-43, American-41)
amod(Pseudonyms-43, Literary-42)
dep(Writers-27, Pseudonyms-43)
amod(Sources-47, American-44)
amod(Sources-47, Literary-45)
nn(Sources-47, Title-46)
dep(Writers-27, Sources-47)
amod(Cons-49, Literary-48)
dep(Writers-27, Cons-49)
punct(Cons-49, :-50)
dep(Cons-49, Hoaxes-51)
punct(Hoaxes-51, ,-52)
conj(Hoaxes-51, Frauds-53)
punct(Hoaxes-51, ,-54)
cc(Hoaxes-51, and-55)
conj(Hoaxes-51, Plagiarism-56)
prep(Hoaxes-51, in-57)
amod(Literature-59, American-58)
pobj(in-57, Literature-59)
det(Profession-61, The-60)
dep(Writers-27, Profession-61)
prep(Profession-61, of-62)
pobj(of-62, Authorship-63)
punct(Profession-61, :-64)
nn(Agents-71, Authors-65)
dep(Agents-71, /-66)
nn(Agents-71, Publishers-67)
dep(Agents-71, /-68)
nn(Agents-71, Editors-69)
dep(Agents-71, /-70)
dep(Profession-61, Agents-71)
dep(Reviews-77, Thrown-72)
prep(Thrown-72, to-73)
det(Wolves-75, the-74)
pobj(to-73, Wolves-75)
punct(Reviews-77, :-76)
dep(Writers-27, Reviews-77)
cc(Reviews-77, and-78)
conj(Reviews-77, Reviewers-79)

nsubjpass(supplemented-3, These-1)
auxpass(supplemented-3, are-2)
root(ROOT-0, supplemented-3)
prep(supplemented-3, by-4)
det(Bibliography-7, an-5)
amod(Bibliography-7, extensive-6)
pobj(by-4, Bibliography-7)
cc(Bibliography-7, and-8)
det(Index-11, a-9)
amod(Index-11, detailed-10)
conj(Bibliography-7, Index-11)
punct(supplemented-3, .-12)

mark(seen-4, As-1)
aux(seen-4, can-2)
auxpass(seen-4, be-3)
advcl(trivial-15, seen-4)
prep(seen-4, from-5)
det(headings-8, the-6)
nn(headings-8, chapter-7)
pobj(from-5, headings-8)
punct(trivial-15, ,-9)
nsubj(trivial-15, some-10)
prep(some-10, of-11)
det(material-13, the-12)
