advmod(Go-3, Where-1)
dep(is-8, Tel.-15)
num(Tel.-15, 2859-3333-16)
punct(is-8, .-17)

det(trip-5, The-1)
num(mile-4, 40-2)
punct(mile-4, --3)
nn(trip-5, mile-4)
nsubj(takes-6, trip-5)
root(ROOT-0, takes-6)
advmod(hour-9, about-7)
det(hour-9, an-8)
dobj(takes-6, hour-9)
punct(takes-6, .-10)

nsubj(are-2, Departures-1)
root(ROOT-0, are-2)
prep(are-2, from-3)
det(Terminal-7, the-4)
nn(Terminal-7, Macau-5)
nn(Terminal-7, Ferry-6)
pobj(from-3, Terminal-7)
punct(Terminal-7, ,-8)
advmod(west-10, just-9)
rcmod(Terminal-7, west-10)
prep(west-10, of-11)
pobj(of-11, Central-12)
prep(west-10, in-13)
det(Centre-17, the-14)
nn(Centre-17, Shun-15)
nn(Centre-17, Tak-16)
pobj(in-13, Centre-17)
punct(Centre-17, ,-18)
num(Central-23, 200-19)
nn(Central-23, Connaught-20)
nn(Central-23, Road-21)
punct(Central-23, ,-22)
dep(Centre-17, Central-23)
punct(are-2, ,-24)
prep(are-2, in-25)
nn(Kong-27, Hong-26)
pobj(in-25, Kong-27)
punct(are-2, .-28)

nsubj(leave-2, Jetfoils-1)
root(ROOT-0, leave-2)
det(minutes-7, every-3)
number(30-6, 15-4)
quantmod(30-6, to-5)
num(minutes-7, 30-6)
tmod(leave-2, minutes-7)
num(hours-9, 24-8)
tmod(leave-2, hours-9)
det(day-11, a-10)
dep(hours-9, day-11)
punct(leave-2, .-12)

nn(procedures-2, Entry-1)
nsubj(similar-4, procedures-2)
cop(similar-4, are-3)
root(ROOT-0, similar-4)
prep(similar-4, to-5)
pobj(to-5, those-6)
prep(those-6, in-7)
nn(Kong-9, Hong-8)
pobj(in-7, Kong-9)
punct(similar-4, ?-10)
amod(nationalities-12, most-11)
nsubj(need-13, nationalities-12)
parataxis(similar-4, need-13)
advmod(passport-16, only-14)
det(passport-16, a-15)
dobj(need-13, passport-16)
aux(enter-18, to-17)
vmod(need-13, enter-18)
dobj(enter-18, Macau-19)
punct(similar-4, .-20)

poss(currency-4, Macau-1)
possessive(Macau-1, RSQUOs-2)
amod(currency-4, own-3)
nsubjpass(pegged-10, currency-4)
punct(currency-4, ,-5)
det(pataca-7, the-6)
appos(currency-4, pataca-7)
punct(pegged-10, ,-8)
auxpass(pegged-10, is-9)
root(ROOT-0, pegged-10)
prep(pegged-10, to-11)
det(dollar-15, the-12)
nn(Kong-14, Hong-13)
nn(dollar-15, Kong-14)
pobj(to-11, dollar-15)
punct(pegged-10, ,-16)
cc(pegged-10, and-17)
nsubj(use-20, you-18)
aux(use-20, can-19)
conj(pegged-10, use-20)
poss(currency-24, your-21)
nn(Kong-23, Hong-22)
nn(currency-24, Kong-23)
dobj(use-20, currency-24)
advmod(use-20, freely-25)
prep(use-20, in-26)
pobj(in-26, Macau-27)
punct(pegged-10, .-28)

prep(sure-7, Upon-1)
pobj(Upon-1, arrival-2)
prep(arrival-2, in-3)
pobj(in-3, Macau-4)
punct(sure-7, ,-5)
cop(sure-7, be-6)
root(ROOT-0, sure-7)
aux(stop-9, to-8)
xcomp(sure-7, stop-9)
prep(stop-9, by-10)
det(Office-15, the-11)
nn(Government-13, Macau-12)
nn(Office-15, Government-13)
nn(Office-15, Tourist-14)
pobj(by-10, Office-15)
prep(stop-9, for-16)
det(map-18, a-17)
pobj(for-16, map-18)
punct(map-18, ,-19)
conj(map-18, brochures-20)
punct(map-18, ,-21)
cc(map-18, and-22)
conj(map-18, directions-23)
punct(sure-7, .-24)

prep(find-7, Outside-1)
det(terminal-3, the-2)
pobj(Outside-1, terminal-3)
punct(find-7, ,-4)
nsubj(find-7, you-5)
aux(find-7, will-6)
root(ROOT-0, find-7)
dobj(find-7, taxis-8)
advmod(well-10, as-9)
cc(taxis-8, well-10)
mwe(well-10, as-11)
conj(taxis-8, buses-12)
prep(taxis-8, to-13)
det(points-15, all-14)
pobj(to-13, points-15)
parataxis(find-7, take-16)
dobj(take-16, 3-17)
punct(3-17, ,-18)
conj(3-17, 3A-19)
punct(3-17, ,-20)
num(3-17, 10-21)
punct(3-17, ,-22)
cc(3-17, or-23)
conj(3-17, 10A-24)
prep(take-16, to-25)
det(center-28, the-26)
amod(center-28, historic-27)
pobj(to-25, center-28)
punct(find-7, ;-29)
amod(change-31, exact-30)
nsubjpass(required-33, change-31)
auxpass(required-33, is-32)
parataxis(find-7, required-33)
punct(find-7, .-34)

nsubjpass(approached-5, You-1)
aux(approached-5, RSQUOll-2)
advmod(approached-5, also-3)
auxpass(approached-5, be-4)
root(ROOT-0, approached-5)
prep(approached-5, by-6)
nn(drivers-8, pedicab-7)
pobj(by-6, drivers-8)
punct(approached-5, ;-9)
nsubj(tricycles-12, these-10)
cop(tricycles-12, are-11)
parataxis(approached-5, tricycles-12)
vmod(tricycles-12, carrying-13)
num(passengers-15, two-14)
dobj(carrying-13, passengers-15)
punct(approached-5, .-16)

nsubj(form-7, Pedicabs-1)
cop(form-7, were-2)
advmod(form-7, once-3)
det(form-7, the-4)
advmod(common-6, most-5)
amod(form-7, common-6)
root(ROOT-0, form-7)
prep(form-7, of-8)
pobj(of-8, transportation-9)
prep(form-7, in-10)
pobj(in-10, Macau-11)
punct(form-7, ,-12)
cc(form-7, but-13)
tmod(attraction-20, today-14)
nsubj(attraction-20, they-15)
cop(attraction-20, are-16)
advmod(attraction-20, mainly-17)
det(attraction-20, a-18)
nn(attraction-20, tourist-19)
conj(form-7, attraction-20)
punct(form-7, .-21)

root(ROOT-0, Sights-1)
prep(Sights-1, in-2)
pobj(in-2, Macau-3)

advmod(across-2, Directly-1)
prep(is-14, across-2)
det(street-4, the-3)
pobj(across-2, street-4)
prep(street-4, from-5)
det(wharf-7, the-6)
pobj(from-5, wharf-7)
advmod(arrive-10, where-8)
nsubj(arrive-10, passengers-9)
rcmod(wharf-7, arrive-10)
prep(arrive-10, from-11)
nn(Kong-13, Hong-12)
pobj(from-11, Kong-13)
root(ROOT-0, is-14)
det(surprise-17, the-15)
amod(surprise-17, first-16)
nsubj(is-14, surprise-17)
aux(greet-19, to-18)
vmod(surprise-17, greet-19)
dobj(greet-19, visitors-20)
prep(visitors-20, to-21)
pobj(to-21, Macau-22)
punct(surprise-17, ?-23)
det(Palace-27, the-24)
amod(Palace-27, vast-25)
nn(Palace-27, Jai-alai-26)
appos(surprise-17, Palace-27)
punct(Palace-27, ,-28)
vmod(Palace-27, said-29)
aux(world-33, to-30)
cop(world-33, be-31)
det(world-33, the-32)
xcomp(said-29, world-33)
possessive(world-33, RSQUOs-34)
advmod(luxurious-36, most-35)
amod(world-33, luxurious-36)
dep(world-33, frontón-37)
punct(is-14, .-38)

prep(imported-16, In-1)
det(effort-3, an-2)
pobj(In-1, effort-3)
aux(provide-5, to-4)
vmod(effort-3, provide-5)
quantmod(one-7, yet-6)
num(thing-9, one-7)
quantmod(one-7, more-8)
dobj(provide-5, thing-9)
aux(bet-11, to-10)
vmod(thing-9, bet-11)
prep(bet-11, on-12)
punct(imported-16, ,-13)
nsubjpass(imported-16, players-14)
auxpass(imported-16, are-15)
root(ROOT-0, imported-16)
prep(imported-16, from-17)
pobj(from-17, Spain-18)
aux(take-20, to-19)
xcomp(imported-16, take-20)
dobj(take-20, part-21)
prep(take-20, in-22)
det(game-29, this-23)
npadvmod(fast-26, lightning-24)
punct(fast-26, --25)
amod(game-29, fast-26)
amod(game-29, Basque-27)
nn(game-29, ball-28)
pobj(in-22, game-29)
punct(imported-16, .-30)

det(grandstand-2, The-1)
nsubj(marks-16, grandstand-2)
vmod(grandstand-2, situated-3)
prep(situated-3, on-4)
det(road-7, the-5)
nn(road-7, seaside-6)
pobj(on-4, road-7)
punct(road-7, ,-8)
det(Amizade-12, the-9)
nn(Amizade-12, Avenida-10)
nn(Amizade-12, da-11)
appos(road-7, Amizade-12)
nn(Avenue-14, Friendship-13)
dep(Amizade-12, Avenue-14)
punct(marks-16, ,-15)
root(ROOT-0, marks-16)
det(line-19, the-17)
amod(line-19, finishing-18)
dobj(marks-16, line-19)
prep(line-19, for-20)
det(Prix-24, the-21)
nn(Prix-24, Macau-22)
nn(Prix-24, Grand-23)
pobj(for-20, Prix-24)
punct(Prix-24, ,-25)
det(event-31, the-26)
amod(event-31, international-27)
nn(racing-30, car-28)
punct(racing-30, --29)
nn(event-31, racing-30)
appos(Prix-24, event-31)
vmod(event-31, held-32)
advmod(held-32, here-33)
det(November-35, every-34)
tmod(held-32, November-35)
punct(marks-16, .-36)

advmod(in-2, Also-1)
prep(is-8, in-2)
pobj(in-2, front-3)
prep(front-3, of-4)
det(terminal-7, the-5)
nn(terminal-7, ferry-6)
pobj(of-4, terminal-7)
root(ROOT-0, is-8)
det(fountain-12, a-9)
amod(fountain-12, new-10)
amod(fountain-12, Cyber-11)
nsubj(is-8, fountain-12)
punct(fountain-12, ,-13)
prep(fountain-12, with-14)
num(spouts-17, 86-15)
nn(spouts-17, water-16)
pobj(with-14, spouts-17)
nsubj(shoot-19, that-18)
rcmod(spouts-17, shoot-19)
dep(70-22, up-20)
quantmod(70-22, to-21)
num(m-23, 70-22)
dobj(shoot-19, m-23)
num(ft-25, 230-24)
dep(m-23, ft-25)
cc(shoot-19, and-26)
auxpass(illuminated-28, are-27)
conj(shoot-19, illuminated-28)
prep(illuminated-28, at-29)
pobj(at-29, night-30)
prep(illuminated-28, by-31)
num(spotlights-33, 288-32)
pobj(by-31, spotlights-33)
vmod(spotlights-33, producing-34)
num(colors-36, 80-35)
dobj(producing-34, colors-36)
punct(is-8, .-37)

csubj(brings-9, Continuing-1)
prep(Continuing-1, around-2)
det(peninsula-4, the-3)
pobj(around-2, peninsula-4)
prep(Continuing-1, in-5)
det(direction-8, a-6)
amod(direction-8, clockwise-7)
pobj(in-5, direction-8)
root(ROOT-0, brings-9)
dobj(brings-9, you-10)
prep(brings-9, to-11)
det(Grande-16, the-12)
nn(Grande-16, Rua-13)
nn(Grande-16, da-14)
nn(Grande-16, Praia-15)
pobj(to-11, Grande-16)
nn(Beach-18, Big-17)
nn(Street-19, Beach-18)
dep(Grande-16, Street-19)
punct(Grande-16, ?-20)
det(promenade-23, a-21)
amod(promenade-23, pleasant-22)
appos(Grande-16, promenade-23)
prep(promenade-23, with-24)
amod(benches-26, shaded-25)
pcomp(with-24, benches-26)
dep(benches-26, under-27)
det(trees-30, the-28)
nn(trees-30, banyan-29)
pobj(under-27, trees-30)
punct(brings-9, .-31)

prep(is-5, Along-1)
det(avenue-4, this-2)
amod(avenue-4, elegant-3)
pobj(Along-1, avenue-4)
root(ROOT-0, is-5)
nn(House-7, Government-6)
nsubj(is-5, House-7)
punct(House-7, ,-8)
det(palace-12, a-9)
amod(palace-12, modest-10)
amod(palace-12, pink-11)
appos(House-7, palace-12)
punct(is-5, .-13)

det(square-3, The-1)
amod(square-3, central-2)
nsubj(Senado-12, square-3)
prep(square-3, of-4)
det(center-8, the-5)
amod(center-8, historic-6)
nn(center-8, city-7)
pobj(of-4, center-8)
cop(Senado-12, is-9)
nn(Senado-12, Largo-10)
nn(Senado-12, do-11)
root(ROOT-0, Senado-12)
punct(Senado-12, .-13)

prep(slip-9, For-1)
det(feel-4, an-2)
amod(feel-4, authentic-3)
pobj(For-1, feel-4)
prep(feel-4, of-5)
amod(Portugal-7, old-6)
pobj(of-5, Portugal-7)
punct(slip-9, ,-8)
root(ROOT-0, slip-9)
prep(slip-9, into-10)
det(hall-14, the-11)
amod(hall-14, cool-12)
nn(hall-14, entrance-13)
pobj(into-10, hall-14)
prep(hall-14, of-15)
det(building-24, the-16)
amod(building-24, impressive-17)
nn(Senado-19, Leal-18)
nn(building-24, Senado-19)
dep(building-24, "-20)
amod(building-24, Loyal-21)
nn(building-24, Senate-22)
dep(building-24, "-23)
pobj(of-15, building-24)
punct(building-24, ,-25)
det(example-28, a-26)
amod(example-28, fine-27)
appos(building-24, example-28)
prep(example-28, of-29)
amod(architecture-31, colonial-30)
pobj(of-29, architecture-31)
punct(slip-9, .-32)

prep(are-5, On-1)
det(walls-4, the-2)
amod(walls-4, inside-3)
pobj(On-1, walls-4)
root(ROOT-0, are-5)
amod(tiles-8, flowered-6)
amod(tiles-8, blue-7)
nsubj(are-5, tiles-8)
dep(tiles-8, azulejos-9)
cc(tiles-8, and-10)
conj(tiles-8, coats-11)
prep(coats-11, of-12)
pobj(of-12, arms-13)
punct(are-5, .-14)

det(inscription-2, The-1)
nsubj(reads-6, inscription-2)
prep(inscription-2, over-3)
det(archway-5, the-4)
pobj(over-3, archway-5)
root(ROOT-0, reads-6)
punct(reads-6, ,-7)
dep(reads-6, "-8)
nn(leal-19, Cidade-9)
nn(leal-19, do-10)
nn(leal-19, nome-11)
nn(leal-19, de-12)
nn(leal-19, Deus-13)
punct(leal-19, ,-14)
dep(leal-19, não-15)
nn(leal-19, ha-16)
nn(leal-19, outra-17)
nn(leal-19, mais-18)
dobj(reads-6, leal-19)
dep(leal-19, "-20)
dep(leal-19, "-21)
dep(leal-19, City-22)
prep(City-22, of-23)
det(Name-25, the-24)
pobj(of-23, Name-25)
prep(Name-25, of-26)
pobj(of-26, God-27)
punct(City-22, ,-28)
nsubj(Loyal-32, None-29)
cop(Loyal-32, is-30)
advmod(Loyal-32, More-31)
dep(City-22, Loyal-32)
dep(leal-19, "-33)
punct(leal-19, ?-34)
det(bit-36, a-35)
appos(leal-19, bit-36)
prep(bit-36, of-37)
pobj(of-37, praise-38)
vmod(praise-38, attributed-39)
prep(attributed-39, to-40)
poss(John-44, Portugal-41)
possessive(Portugal-41, RSQUOs-42)
nn(John-44, King-43)
pobj(to-40, John-44)
num(John-44, IV-45)
prep(attributed-39, in-46)
det(century-49, the-47)
amod(century-49, 17th-48)
pobj(in-46, century-49)
punct(reads-6, .-50)

prep(equivalent-13, For-1)
predet(grandeur-5, all-2)
poss(grandeur-5, its-3)
amod(grandeur-5, historic-4)
pobj(For-1, grandeur-5)
punct(equivalent-13, ,-6)
det(Senate-9, the-7)
amod(Senate-9, loyal-8)
nsubj(equivalent-13, Senate-9)
advmod(equivalent-13, now-10)
cop(equivalent-13, is-11)
det(equivalent-13, the-12)
root(ROOT-0, equivalent-13)
prep(equivalent-13, of-14)
det(council-17, a-15)
nn(council-17, city-16)
pobj(of-14, council-17)
punct(equivalent-13, ,-18)
poss(statesmanship-20, its-19)
nsubj(dedicated-21, statesmanship-20)
vmod(equivalent-13, dedicated-21)
prep(dedicated-21, to-22)
nn(supplies-24, water-23)
pobj(to-22, supplies-24)
punct(supplies-24, ,-25)
nn(lines-27, sewage-26)
conj(supplies-24, lines-27)
punct(supplies-24, ,-28)
cc(supplies-24, and-29)
det(establishment-31, the-30)
conj(supplies-24, establishment-31)
prep(establishment-31, of-32)
pobj(of-32, playgrounds-33)
punct(equivalent-13, .-34)

poss(monument-5, Macau-1)
possessive(Macau-1, RSQUOs-2)
advmod(memorable-4, most-3)
amod(monument-5, memorable-4)
nsubj(façade-9, monument-5)
cop(façade-9, is-6)
det(façade-9, the-7)
amod(façade-9, Baroque-8)
root(ROOT-0, façade-9)
prep(façade-9, of-10)
det(ruins-12, the-11)
pobj(of-10, ruins-12)
prep(ruins-12, of-13)
nn(Paulo-15, São-14)
pobj(of-13, Paulo-15)
punct(remains-19, ,-16)
det(remains-19, the-17)
amod(remains-19, only-18)
dep(ruins-12, remains-19)
prep(remains-19, of-20)
det(century-25, a-21)
amod(century-25, beautiful-22)
amod(century-25, 17th-23)
punct(century-25, --24)
pobj(of-20, century-25)
amod(church-27, Jesuit-26)
dep(ruins-12, church-27)
punct(façade-9, .-28)

prep(RSQUOs-14, On-1)
pobj(On-1, top-2)
prep(top-2, of-3)
det(hill-5, a-4)
pobj(of-3, hill-5)
prep(hill-5, in-6)
det(center-8, the-7)
pobj(in-6, center-8)
prep(center-8, of-9)
det(city-11, the-10)
pobj(of-9, city-11)
punct(it-13, ,-12)
nsubj(RSQUOs-14, it-13)
root(ROOT-0, RSQUOs-14)
dep(RSQUOs-14, approached-15)
prep(approached-15, by-16)
det(staircase-19, a-17)
amod(staircase-19, grand-18)
pobj(by-16, staircase-19)
punct(RSQUOs-14, .-20)

det(rest-2, The-1)
nsubjpass(destroyed-11, rest-2)
prep(rest-2, of-3)
det(building-5, the-4)
pobj(of-3, building-5)
cc(rest-2, and-6)
det(college-9, an-7)
amod(college-9, adjoining-8)
conj(rest-2, college-9)
auxpass(destroyed-11, were-10)
root(ROOT-0, destroyed-11)
prep(destroyed-11, in-12)
det(fire-17, a-13)
npadvmod(fanned-16, typhoon-14)
punct(fanned-16, --15)
amod(fire-17, fanned-16)
pobj(in-12, fire-17)
prep(destroyed-11, in-18)
pobj(in-18, 1835-19)
punct(destroyed-11, .-20)

det(effects-4, The-1)
amod(effects-4, rich-2)
amod(effects-4, sculptural-3)
nsubj(mix-8, effects-4)
prep(effects-4, on-5)
det(façade-7, the-6)
pobj(on-5, façade-7)
root(ROOT-0, mix-8)
amod(saints-15, Eastern-9)
cc(Eastern-9, and-10)
conj(Eastern-9, Western-11)
nn(saints-15, symbols-12)
punct(saints-15, :-13)
amod(saints-15, familiar-14)
dobj(mix-8, saints-15)
punct(dragons-18, ,-16)
amod(dragons-18, Chinese-17)
dep(saints-15, dragons-18)
punct(saints-15, ,-19)
cc(saints-15, and-20)
det(caravel-23, a-21)
amod(caravel-23, Portuguese-22)
conj(saints-15, caravel-23)
punct(mix-8, .-24)

prep(houses-10, Beneath-1)
det(church-3, the-2)
pobj(Beneath-1, church-3)
punct(houses-10, ,-4)
det(Museum-6, the-5)
nsubj(houses-10, Museum-6)
prep(Museum-6, of-7)
nn(Art-9, Sacred-8)
pobj(of-7, Art-9)
root(ROOT-0, houses-10)
det(collection-12, a-11)
dobj(houses-10, collection-12)
prep(collection-12, of-13)
amod(objects-15, sacramental-14)
pobj(of-13, objects-15)
punct(houses-10, .-16)

det(Museum-3, The-1)
amod(Museum-3, ambitious-2)
nsubj(opened-19, Museum-3)
prep(Museum-3, of-4)
dep(Sunday-9, Macau-5)
amod(Sunday-9, open-6)
nn(Sunday-9, Tuesday-7)
dep(Sunday-9, ?-8)
pobj(of-4, Sunday-9)
dep(Sunday-9, 10-10)
dep(10-10, am-11)
dep(am-11, ?-12)
num(admission-16, 6-13)
amod(admission-16, pm-14)
punct(admission-16, ;-15)
dep(am-11, admission-16)
dep(Sunday-9, HK$-17)
num(Sunday-9, 15-18)
root(ROOT-0, opened-19)
prep(opened-19, in-20)
pobj(in-20, 1998-21)
prep(1998-21, in-22)
det(levels-25, the-23)
amod(levels-25, lower-24)
pobj(in-22, levels-25)
prep(levels-25, of-26)
det(Fortress-29, the-27)
nn(Fortress-29, Monte-28)
pobj(of-26, Fortress-29)
punct(opened-19, .-30)

nsubj(is-2, Entrance-1)
root(ROOT-0, is-2)
prep(is-2, by-3)
pobj(by-3, escalator-4)
punct(near-6, ,-5)
prep(escalator-4, near-6)
nn(Paul-8, St.-7)
pobj(near-6, Paul-8)
possessive(Paul-8, RSQUOs-9)
punct(is-2, .-10)

nsubj(gives-2, It-1)
root(ROOT-0, gives-2)
det(overview-4, an-3)
dobj(gives-2, overview-4)
prep(overview-4, of-5)
poss(history-8, Macau-6)
possessive(Macau-6, RSQUOs-7)
pobj(of-5, history-8)
cc(overview-4, and-9)
poss(life-12, its-10)
amod(life-12, daily-11)
conj(overview-4, life-12)
cc(life-12, and-13)
conj(life-12, traditions-14)
punct(gives-2, .-15)

det(street-3, A-1)
amod(street-3, re-created-2)
nsubjpass(lined-8, street-3)
prep(street-3, of-4)
amod(Macau-6, colonial-5)
pobj(of-4, Macau-6)
auxpass(lined-8, is-7)
root(ROOT-0, lined-8)
prep(lined-8, with-9)
amod(shops-12, traditional-10)
amod(shops-12, Chinese-11)
pobj(with-9, shops-12)
punct(lined-8, .-13)

det(fort-2, The-1)
nsubjpass(destroyed-21, fort-2)
punct(fort-2, ,-3)
vmod(fort-2, built-4)
prep(built-4, by-5)
det(Jesuits-7, the-6)
pobj(by-5, Jesuits-7)
prep(built-4, in-8)
det(century-11, the-9)
amod(century-11, 17th-10)
pobj(in-8, century-11)
prep(built-4, as-12)
det(defense-14, a-13)
pobj(as-12, defense-14)
prep(defense-14, against-15)
det(Dutch-17, the-16)
pobj(against-15, Dutch-17)
punct(destroyed-21, ,-18)
auxpass(destroyed-21, was-19)
advmod(destroyed-21, largely-20)
root(ROOT-0, destroyed-21)
prep(destroyed-21, by-22)
det(fire-25, the-23)
amod(fire-25, same-24)
pobj(by-22, fire-25)
nsubj(burned-27, that-26)
rcmod(fire-25, burned-27)
nn(Paul-29, St.-28)
dobj(burned-27, Paul-29)
possessive(Paul-29, RSQUOs-30)
punct(destroyed-21, .-31)

nn(Camões-4, Luís-1)
nn(Camões-4, Vaz-2)
nn(Camões-4, de-3)
nsubj(stayed-26, Camões-4)
dep(Camões-4, 1524-5)
prep(1524-5, ?-6)
dep(?-6, 1580-7)
punct(Camões-4, ,-8)
det(poet-12, the-9)
amod(poet-12, Portuguese-10)
amod(poet-12, national-11)
appos(Camões-4, poet-12)
poss(work-14, whose-13)
nsubj(immortalized-15, work-14)
rcmod(poet-12, immortalized-15)
det(country-17, that-16)
poss(age-20, country-17)
possessive(country-17, RSQUOs-18)
amod(age-20, golden-19)
dobj(immortalized-15, age-20)
prep(age-20, of-21)
pobj(of-21, discoveries-22)
punct(stayed-26, ,-23)
aux(stayed-26, may-24)
aux(stayed-26, have-25)
root(ROOT-0, stayed-26)
prep(stayed-26, in-27)
pobj(in-27, Macau-28)
punct(stayed-26, .-29)

amod(legend-2, Local-1)
nsubj(claims-3, legend-2)
root(ROOT-0, claims-3)
mark(wrote-6, that-4)
nsubj(wrote-6, he-5)
ccomp(claims-3, wrote-6)
num(saga-11, part-7)
quantmod(part-7, of-8)
poss(saga-11, his-9)
amod(saga-11, great-10)
dobj(wrote-6, saga-11)
punct(saga-11, ,-12)
nn(Lusíadas-14, Os-13)
appos(saga-11, Lusíadas-14)
punct(wrote-6, ,-15)
prep(wrote-6, in-16)
nsubjpass(called-20, what-17)
auxpass(called-20, is-18)
advmod(called-20, now-19)
pcomp(in-16, called-20)
det(Grotto-23, the-21)
nn(Grotto-23, Camões-22)
xcomp(called-20, Grotto-23)
punct(Grotto-23, ,-24)
vmod(Grotto-23, situated-25)
prep(situated-25, in-26)
det(Garden-31, the-27)
amod(Garden-31, spacious-28)
amod(Garden-31, tropical-29)
nn(Garden-31, Camões-30)
pobj(in-26, Garden-31)
punct(claims-3, .-32)

advmod(is-15, Next-1)
prep(Next-1, to-2)
det(museum-4, the-3)
pobj(to-2, museum-4)
punct(Next-1, ,-5)
prep(Next-1, behind-6)
det(gate-8, a-7)
pobj(behind-6, gate-8)
vmod(gate-8, opened-9)
prep(opened-9, to-10)
pobj(to-10, anyone-11)
nsubj(knocks-13, who-12)
rcmod(anyone-11, knocks-13)
punct(is-15, ,-14)
root(ROOT-0, is-15)
det(Cemetery-19, the-16)
nn(Cemetery-19, Old-17)
nn(Cemetery-19, Protestant-18)
nsubj(is-15, Cemetery-19)
punct(is-15, .-20)

nsubj(wanted-15, Those-1)
poss(fate-3, whose-2)
nsubj(was-4, fate-3)
rcmod(Those-1, was-4)
aux(die-6, to-5)
xcomp(was-4, die-6)
prep(die-6, on-7)
det(field-11, some-8)
advmod(foreign-10, far-9)
amod(field-11, foreign-10)
pobj(on-7, field-11)
aux(wanted-15, could-12)
neg(wanted-15, not-13)
aux(wanted-15, have-14)
root(ROOT-0, wanted-15)
det(graveyard-21, a-16)
advmod(peaceful-18, more-17)
amod(graveyard-21, peaceful-18)
punct(graveyard-21, ,-19)
amod(graveyard-21, lovely-20)
dobj(wanted-15, graveyard-21)
punct(wanted-15, .-22)

det(chapel-5, The-1)
amod(chapel-5, small-2)
punct(chapel-5, ,-3)
amod(chapel-5, whitewashed-4)
nsubj(church-10, chapel-5)
cop(church-10, was-6)
det(church-10, the-7)
amod(church-10, first-8)
amod(church-10, Protestant-9)
root(ROOT-0, church-10)
vmod(church-10, built-11)
prep(built-11, in-12)
pobj(in-12, China-13)
punct(church-10, .-14)

prep(spend-9, For-1)
det(vision-4, a-2)
amod(vision-4, different-3)
pobj(For-1, vision-4)
prep(vision-4, of-5)
nn(China-7, Old-6)
pobj(of-5, China-7)
punct(spend-9, ,-8)
root(ROOT-0, spend-9)
quantmod(few-11, a-10)
num(moments-13, few-11)
amod(moments-13, quiet-12)
dobj(spend-9, moments-13)
prep(spend-9, in-14)
det(Garden-20, the-15)
amod(Garden-20, classic-16)
nn(Ieoc-19, Lou-17)
nn(Ieoc-19, Lim-18)
nn(Garden-20, Ieoc-19)
pobj(in-14, Garden-20)
punct(spend-9, .-21)

advmod(create-15, Here-1)
punct(create-15, ,-2)
amod(bridges-4, arched-3)
nsubj(create-15, bridges-4)
punct(bridges-4, ,-5)
conj(bridges-4, pagodas-6)
punct(bridges-4, ,-7)
nn(ponds-9, fish-8)
conj(bridges-4, ponds-9)
punct(bridges-4, ,-10)
cc(bridges-4, and-11)
conj(bridges-4, stands-12)
prep(stands-12, of-13)
pobj(of-13, bamboo-14)
root(ROOT-0, create-15)
det(mood-17, the-16)
dobj(create-15, mood-17)
prep(mood-17, of-18)
det(painting-22, a-19)
amod(painting-22, timeless-20)
amod(painting-22, Chinese-21)
pobj(of-18, painting-22)
punct(create-15, .-23)

advmod(is-2, Nearby-1)
