nsubj(break, he)
expl(be, there)
root(ROOT, be)
mark(be, to)
ccomp(be, be)
det(gunplay, no)
nsubj(be, gunplay)
punct(be, .)
mark(fail, if)
det(bluff, the)
nsubj(fail, bluff)
advcl(tell, fail)
cc(run, and)
nsubj(run, they)
conj(fail, run)
case(trouble, into)
obl(run, trouble)
punct(tell, ,)
nsubj(tell, Brannon)
aux(tell, have)
root(ROOT, tell)
det(other, the)
obj(tell, other)
punct(withdraw, ,)
nsubj(withdraw, they)
aux(withdraw, would)
parataxis(tell, withdraw)
punct(withdraw, --)
cc(come, and)
nsubj(come, he)
aux(come, would)
conj(withdraw, come)
case(son, after)
nmod:poss(son, he)
obl(come, son)
det(time, another)
obl:tmod(come, time)
punct(tell, .)
nsubj(want, he)
aux(want, do)
advmod(want, not)
root(ROOT, want)
mark(put, to)
xcomp(want, put)
obj(put, himself)
case(law, outside)
det(law, the)
obl(put, law)
punct(want, .)
case(he, with)
nmod(Hank, he)
cop(Hank, be)
nsubj(along, Hank)
flat(Hank, Maguire)
punct(Luis, ,)
conj(Hank, Luis)
flat(Luis, Hernandez)
punct(son, ,)
cc(son, and)
nmod:poss(son, Luis)
case(Luis, 's)
conj(Hank, son)
conj(Hank, Pedro)
punct(along, .)
det(brother, the)
compound(brother, Ramirez)
nsubj(along, brother)
cop(along, be)
advmod(along, also)
root(ROOT, along)
punct(along, .)
det(man, the)
amod(man, seventh)
nsubj(Red, man)
cop(Red, be)
root(ROOT, Red)
flat(Red, Hogan)
punct(Red, ,)
det(puncher, a)
amod(puncher, wiry)
amod(puncher, little)
appos(Red, puncher)
case(streak, with)
det(streak, a)
amod(streak, wild)
nmod(puncher, streak)
cc(like, and)
det(like, a)
conj(Red, like)
case(raising, for)
compound(raising, hell)
punct(raising, -)
nmod(like, raising)
punct(Red, .)
nsubj(man, they)
cop(man, be)
advmod(man, all)
amod(man, good)
root(ROOT, man)
punct(man, .)
nsubj(dark, it)
cop(dark, be)
root(ROOT, dark)
advmod(dark, early)
punct(dark, ,)
case(storm, because)
fixed(because, of)
det(storm, the)
obl(dark, storm)
punct(dark, .)
advmod(desert, also)
case(storm, because)
fixed(because, of)
det(storm, the)
obl(desert, storm)
punct(desert, ,)
det(street, the)
nsubj:pass(desert, street)
case(Rockfork, of)
nmod(street, Rockfork)
aux:pass(desert, be)
root(ROOT, desert)
punct(desert, .)
amod(window, light)
nsubj(glow, window)
root(ROOT, glow)
compound(bright, jewel)
punct(bright, -)
xcomp(glow, bright)
case(downpour, through)
det(downpour, the)
obl(glow, downpour)
punct(glow, .)
nsubj(rein, they)
root(ROOT, rein)
advmod(rein, in)
case(office, before)
det(marshal, the)
compound(marshal, town)
nmod:poss(office, marshal)
case(marshal, 's)
obl(rein, office)
punct(office, ,)
det(building, a)
advmod(size, box-)
amod(building, size)
appos(office, building)
case(Street, on)
compound(Street, main)
nmod(building, Street)
punct(building, .)
det(lamp, a)
appos(office, lamp)
acl(lamp, burn)
advmod(burn, inside)
punct(see, ,)
cc(see, but)
nsubj(see, Brannon)
punct(Brannon, ,)
acl(Brannon, peer)
case(window, through)
det(window, the)
obl(peer, window)
punct(see, ,)
conj(rein, see)
mark(empty, that)
det(office, the)
nsubj(empty, office)
cop(empty, be)
ccomp(see, empty)
punct(rein, .)
nsubj(hope, he)
aux(hope, would)
root(ROOT, hope)
mark(catch, to)
xcomp(hope, catch)
obj(catch, Jesse)
flat(Jesse, Macklin)
advmod(catch, there)
punct(hope, .)
punct(hope, ``)
advmod(step, probably)
advmod(step, just)
root(ROOT, step)
compound:prt(step, out)
punct(step, '')
punct(step, ,)
nsubj(say, he)
parataxis(step, say)
punct(step, .)
punct(step, ``)
advmod(have, maybe)
mark(have, to)
advcl(come, have)
obj(have, supper)
punct(have, .)
nsubj(come, Red)
punct(come, ,)
root(ROOT, come)
advmod(come, along)
punct(come, .)
det(rest, the)
nsubj(wait, rest)
case(you, of)
nmod(rest, you)
root(ROOT, wait)
advmod(wait, here)
punct(wait, '')
punct(wait, .)
case(Red, with)
obl(wait, Red)
flat(Red, Hogan)
punct(ride, ,)
nsubj(ride, he)
parataxis(wait, ride)
case(Cafe, to)
det(Cafe, the)
compound(Cafe, welcome)
obl(ride, Cafe)
punct(wait, .)
nsubj(get, Hogan)
root(ROOT, get)
advmod(get, down)
case(saddle, from)
det(saddle, the)
obl(get, saddle)
cc(have, and)
conj(get, have)
det(look, a)
obj(have, look)
advmod(have, inside)
punct(get, .)
punct(get, ``)
advmod(there, not)
advcl(say, there)
punct(there, '')
punct(say, ,)
nsubj(say, he)
root(ROOT, say)
punct(say, ,)
xcomp(say, get)
advmod(get, back)
case(horse, onto)
nmod:poss(horse, he)
obl(get, horse)
punct(say, .)
punct(say, ``)
advmod(hotel, maybe)
nsubj(hotel, he)
cop(hotel, be)
case(hotel, at)
det(hotel, the)
root(ROOT, hotel)
punct(hotel, '')
punct(hotel, .)
nsubj(ride, they)
parataxis(hotel, ride)
case(House, to)
det(House, the)
compound(House, Rockfork)
obl(ride, House)
punct(House, ,)
det(little, a)
obl:npmod(farther, little)
amod(House, farther)
case(side, along)
det(side, the)
amod(side, opposite)
obl(farther, side)
case(street, of)
det(street, the)
nmod(side, street)
punct(hotel, .)
nsubj(rein, they)
root(ROOT, rein)
case(there, in)
obl(rein, there)
punct(rein, ,)
vocative(rein, Brannon)
advcl(rein, remain)
case(saddle, in)
det(saddle, the)
obl(remain, saddle)
mark(go, while)
nsubj(go, Hogan)
advcl(remain, go)
mark(look, to)
xcomp(go, look)
case(Jesse, for)
obl(look, Jesse)
flat(Jesse, Macklin)
case(room, in)
det(room, the)
compound(room, hotel)
compound(room, dining)
obl(look, room)
punct(rein, .)
nsubj(have, Brannon)
root(ROOT, have)
det(slicker, no)
obj(have, slicker)
punct(have, .)
nsubj(put, he)
aux(put, would)
root(ROOT, put)
case(coat, on)
nmod:poss(coat, he)
amod(coat, old)
amod(coat, brown)
compound(coat, corduroy)
obl(put, coat)
cc(soak, and)
nsubj:pass(soak, it)
aux:pass(soak, be)
advmod(soak, already)
conj(put, soak)
punct(put, .)
cc(feel, but)
nsubj(feel, he)
root(ROOT, feel)
det(discomfort, no)
amod(discomfort, physical)
obj(feel, discomfort)
punct(feel, .)
nsubj(aware, he)
cop(aware, be)
advmod(aware, only)
advmod(aware, vaguely)
root(ROOT, aware)
case(rain, of)
det(rain, the)
compound(rain, sluic)
obl(aware, rain)
punct(aware, .)
nsubj(notice, he)
advmod(notice, hardly)
root(ROOT, notice)
det(flash, the)
amod(green, blue)
punct(green, -)
amod(flash, green)
obj(notice, flash)
case(lightning, of)
nmod(flash, lightning)
cc(clap, and)
det(clap, the)
amod(clap, hard)
conj(flash, clap)
case(thunder, of)
nmod(clap, thunder)
punct(notice, .)
nsubj(reappear, Hogan)
root(ROOT, reappear)
punct(stop, ,)
conj(reappear, stop)
case(porch, on)
det(porch, the)
compound(porch, hotel)
obl(stop, porch)
punct(lift, ,)
conj(reappear, lift)
det(hand, a)
obj(lift, hand)
case(signal, in)
obl(lift, signal)
punct(reappear, .)
nsubj(dismount, Brannon)
parataxis(reappear, dismount)
cc(climb, and)
conj(dismount, climb)
det(step, the)
obj(climb, step)
punct(reappear, .)
punct(reappear, ``)
nsubj:pass(finish, he)
aux:pass(finish, be)
root(ROOT, finish)
xcomp(finish, eat)
punct(finish, '')
punct(finish, ,)
nsubj(say, Hogan)
parataxis(finish, say)
punct(finish, .)
punct(finish, ``)
root(ROOT, sit)
case(cup, with)
det(cup, a)
obl(sit, cup)
case(coffee, of)
nmod(cup, coffee)
advmod(sit, now)
punct(sit, .)
nsubj(long, it)
aux(long, should)
advmod(long, not)
cop(long, be)
root(ROOT, long)
punct(long, '')
punct(long, .)
nsubj(seem, it)
parataxis(long, seem)
advmod(seem, long)
punct(seem, ,)
case(Tom, at)
fixed(at, least)
case(Tom, to)
obl(seem, Tom)
flat(Tom, Brannon)
punct(long, .)
nsubj(wait, he)
cc(Hogan, and)
conj(he, Hogan)
root(ROOT, wait)
case(door, by)
det(door, the)
obl(wait, door)
punct(wait, ,)
nummod(side, one)
case(side, to)
det(side, either)
obl(wait, side)
punct(wait, .)
nsubj(man, Macklin)
cop(man, be)
det(man, the)
amod(man, third)
parataxis(wait, man)
mark(come, to)
acl(man, come)
advmod(come, out)
punct(come, ,)
cc(come, and)
nsubj(come, he)
conj(wait, come)
advmod(come, unhurriedly)
punct(wait, .)
nsubj(puffing, he)
aux(puffing, be)
root(ROOT, puffing)
case(cigar, on)
det(cigar, a)
obl(puffing, cigar)
punct(turn, ,)
cc(turn, and)
nsubj(turn, he)
aux(turn, be)
conj(puffing, turn)
compound:prt(turn, up)
nmod:poss(collar, he)
compound(collar, coat)
obj(turn, collar)
case(rain, against)
det(rain, the)
obl(turn, rain)
punct(puffing, .)
expl(be, it)
root(ROOT, be)
advmod(be, not)
mark(move, until)
nsubj(move, he)
advcl(be, move)
case(porch, across)
det(porch, the)
obl(move, porch)
mark(become, that)
nsubj(become, he)
ccomp(move, become)
xcomp(become, aware)
case(they, of)
obl(aware, they)
punct(late, ,)
cc(late, and)
advmod(late, then)
nsubj(late, it)
cop(late, be)
advmod(late, too)
conj(be, late)
punct(be, .)
nsubj(close, they)
root(ROOT, close)
case(fast, in)
obl(close, fast)
punct(close, ,)
conj(close, keep)
obj(keep, he)
mark(reach, from)
advcl(keep, reach)
case(coat, inside)
nmod:poss(coat, he)
obl(reach, coat)
case(gun, for)
nmod:poss(gun, he)
obl(reach, gun)
punct(close, .)
punct(close, ``)
advmod(come, just)
root(ROOT, come)
advmod(come, along)
punct(come, '')
punct(come, ,)
nsubj(tell, Brannon)
parataxis(come, tell)
obj(tell, he)
punct(come, .)
punct(come, ``)
aux(start, do)
advmod(start, not)
root(ROOT, start)
obj(start, anything)
nsubj(finish, you)
aux(finish, can)
advmod(finish, not)
acl:relcl(anything, finish)
punct(start, '')
punct(start, .)
punct(start, ``)
advmod(listen, now)
punct(listen, ,)
root(ROOT, listen)
punct(listen, '')
root(ROOT, --)
nsubj(begin, Macklin)
root(ROOT, begin)
punct(begin, .)
punct(begin, ``)
nsubj(talk, we)
aux(talk, will)
root(ROOT, talk)
advmod(talk, over)
case(office, at)
nmod:poss(office, you)
obl(talk, office)
punct(talk, '')
punct(talk, .)
punct(talk, ``)
vocative(warn, Brannon)
punct(warn, ,)
nsubj(warn, I)
root(ROOT, warn)
obj(warn, you)
punct(warn, '')
punct(warn, !)
punct(warn, !)
punct(warn, ``)
root(ROOT, let)
obj(let, 's)
xcomp(let, go)
punct(Marshal, ,)
obj(go, Marshal)
punct(Marshal, '')
punct(say, ,)
nsubj(say, Brannon)
parataxis(let, say)
punct(take, ,)
cc(take, and)
conj(say, take)
obj(take, he)
case(arm, by)
det(arm, the)
obl(take, arm)
punct(let, .)
nsubj(grip, Hogan)
root(ROOT, grip)
det(lawman, the)
nmod:poss(arm, lawman)
case(lawman, 's)
amod(arm, other)
obj(grip, arm)
punct(grip, .)
nsubj(escort, they)
root(ROOT, escort)
obj(escort, he)
compound:prt(escort, down)
case(porch, from)
det(porch, the)
obl(escort, porch)
cc(rain, and)
case(rain, through)
det(rain, the)
conj(escort, rain)
case(office, to)
nmod:poss(office, he)
nmod(rain, office)
punct(escort, .)
det(man, the)
amod(man, other)
nummod(man, five)
compound(b, slash)
punct(b, -)
compound(man, b)
nsubj(follow, man)
root(ROOT, follow)
obj(follow, they)
advmod(follow, inside)
punct(follow, ,)
advcl(follow, crowding)
det(room, the)
amod(room, small)
obj(crowding, room)
punct(follow, .)
nmod:poss(face, he)
nsubj(stiff, face)
cop(stiff, be)
root(ROOT, stiff)
case(anger, with)
obl(stiff, anger)
mark(let, when)
nsubj(let, they)
advcl(stiff, let)
xcomp(let, go)
case(arm, of)
nmod:poss(arm, he)
obl(go, arm)
punct(stiff, .)
nsubj(look, he)
root(ROOT, look)
case(each, at)
obl(look, each)
case(they, of)
nmod(each, they)
case(turn, in)
obl(look, turn)
punct(look, ,)
vocative(look, Brannon)
advmod(look, last)
case(all, of)
obl(last, all)
punct(look, .)
punct(look, ``)
nsubj(remember, I)
aux(remember, will)
root(ROOT, remember)
obj(remember, you)
punct(remember, '')
punct(remember, ,)
nsubj(say, he)
parataxis(remember, say)
punct(remember, .)
punct(remember, ``)
det(one, every)
amod(one, last)
root(ROOT, one)
case(you, of)
nmod(one, you)
punct(one, .)
case(you, as)
fixed(as, for)
nmod(Brannon, you)
punct(Brannon, ,)
root(ROOT, Brannon)
punct(Brannon, '')
punct(Brannon, --)
punct(Brannon, ``)
root(ROOT, put)
nmod:poss(gun, you)
obj(put, gun)
case(desk, on)
det(desk, the)
obl(put, desk)
punct(put, ,)
vocative(put, Marshal)
punct(put, '')
punct(put, .)
punct(put, ``)
advmod(hold, now)
punct(hold, ,)
root(ROOT, hold)
advmod(hold, on)
punct(hold, ,)
discourse(hold, damn)
obl:npmod(hold, it)
punct(hold, ;)
punct(hold, ;)
nsubj(will, I)
parataxis(hold, will)
advmod(will, not)
punct(hold, '')
punct(run, --)
nmod:poss(patience, Red)
flat(Red, Hogan)
case(Red, 's)
nsubj(run, patience)
parataxis(hold, run)
compound:prt(run, out)
punct(hold, .)
nsubj(lift, he)
root(ROOT, lift)
det(skirt, the)
obj(lift, skirt)
case(coat, of)
nmod:poss(coat, Macklin)
case(Macklin, 's)
nmod(skirt, coat)
punct(take, ,)
conj(lift, take)
nmod:poss(gun, he)
obj(take, gun)
case(holster, from)
nmod:poss(holster, it)
case(it, 's)
obl(take, holster)
punct(toss, ,)
conj(lift, toss)
obj(toss, it)
case(desk, onto)
det(desk, the)
obl(toss, desk)
punct(lift, .)
punct(lift, ``)
advmod(much, too)
advmod(fool, much)
advcl(say, fool)
advmod(fool, around)
punct(fool, '')
punct(say, ,)
nsubj(say, he)
root(ROOT, say)
punct(say, .)
punct(say, ``)
aux(press, do)
advmod(press, not)
ccomp(say, press)
nmod:poss(luck, you)
obj(press, luck)
punct(toter, ,)
compound(toter, badge)
punct(toter, -)
appos(luck, toter)
punct(press, '')
punct(say, .)
nsubj(say, Brannon)
root(ROOT, say)
punct(say, ,)
punct(say, ``)
advmod(key, now)
det(key, the)
root(ROOT, key)
case(lockup, to)
det(lockup, the)
nmod(key, lockup)
punct(lockup, ,)
appos(lockup, Marshal)
punct(key, '')
punct(key, .)
punct(key, ``)
root(ROOT, key)
punct(key, '')
punct(key, ?)
punct(key, ?)
nsubj(say, Macklin)
appos(key, say)
punct(key, .)
punct(key, ``)
root(ROOT, what)
nmod(what, for)
punct(what, '')
punct(what, ?)
punct(what, ?)
punct(what, ``)
aux(guess, can)
advmod(guess, not)
nsubj(guess, you)
root(ROOT, guess)
punct(guess, '')
punct(guess, ?)
punct(guess, ?)
nsubj(say, Brannon)
root(ROOT, say)
punct(say, .)
punct(say, ``)
nsubj(put, we)
aux(put, be)
root(ROOT, put)
obj(put, you)
mark(come, where)
nsubj(come, you)
aux(come, will)
advmod(come, not)
advcl(put, come)
mark(harm, to)
xcomp(come, harm)
punct(put, .)
root(ROOT, come)
advmod(come, on)
punct(come, --)
det(key, the)
parataxis(come, key)
punct(come, .)
parataxis(come, get)
obj(get, it)
compound:prt(get, out)
punct(get, '')
punct(come, !)
punct(come, !)
punct(come, ``)
advmod(assault, Damned)
mark(will, if)
nsubj(will, I)
advcl(Damned, will)
punct(assault, .)
vocative(assault, Brannon)
punct(assault, ,)
nsubj(assault, you)
aux(assault, have)
root(ROOT, assault)
det(officer, a)
compound(officer, law)
obj(assault, officer)
cc(assault, and)
punct(assault, '')
root(ROOT, --)
nsubj(move, they)
root(ROOT, move)
advmod(move, in)
case(he, on)
obl(move, he)
punct(move, ,)
conj(move, crowded)
obj(crowded, he)
case(side, from)
det(side, all)
obl(crowded, side)
punct(move, .)
det(man, no)
nsubj(lay, man)
root(ROOT, lay)
det(hand, a)
obj(lay, hand)
case(he, on)
obl(lay, he)
punct(there, ,)
cc(there, but)
det(threat, the)
nsubj(there, threat)
case(violence, of)
nmod(threat, violence)
cop(there, be)
conj(lay, there)
punct(lay, .)
nmod:poss(face, he)
nsubj(take, face)
root(ROOT, take)
compound:prt(take, on)
det(pallor, a)
amod(pallor, sudden)
obj(take, pallor)
punct(become, ,)
conj(take, become)
xcomp(become, bead)
case(sweat, with)
obl(bead, sweat)
punct(seem, ,)
cc(seem, and)
nsubj(seem, he)
conj(take, seem)
mark(have, to)
xcomp(seem, have)
obj(have, trouble)
case(breathing, with)
nmod:poss(breathing, he)
nmod(trouble, breathing)
punct(take, .)
nsubj(hold, he)
root(ROOT, hold)
compound:prt(hold, out)
det(moment, a)
obj(hold, moment)
advmod(hold, longer)
punct(hold, ,)
advmod(give, then)
nmod:poss(nerve, he)
nsubj(give, nerve)
parataxis(hold, give)
case(pressure, under)
det(pressure, the)
obl(give, pressure)
punct(hold, .)
nsubj(swore, he)
root(ROOT, swore)
punct(say, ,)
cc(say, and)
conj(swore, say)
punct(swore, ,)
punct(swore, ``)
root(ROOT, all)
advmod(all, right)
punct(all, .)
nsubj(here, it)
cop(here, be)
root(ROOT, here)
case(pocket, in)
nmod:poss(pocket, my)
obl(here, pocket)
punct(here, '')
punct(here, .)
punct(here, ``)
ccomp(order, get)
obj(get, it)
compound:prt(get, out)
punct(get, '')
punct(order, ,)
nsubj(order, Brannon)
root(ROOT, order)
punct(order, .)
advmod(obey, then)
punct(obey, ,)
mark(obey, as)
nsubj(obey, Macklin)
root(ROOT, obey)
punct(obey, :)
punct(obey, ``)
advmod(let, now)
root(ROOT, let)
obj(let, 's)
xcomp(let, go)
advmod(go, out)
advmod(go, back)
punct(go, '')
punct(let, .)
advmod(turn, Resignedly)
punct(turn, ,)
nsubj(turn, Macklin)
parataxis(let, turn)
case(door, to)
det(door, the)
compound(door, back)
obl(turn, door)
punct(let, .)
nsubj(follow, they)
root(ROOT, follow)
obj(follow, he)
case(rain, into)
det(rain, the)
obl(follow, rain)
cc(across, and)
conj(follow, across)
case(building, to)
det(building, the)
compound(building, squat)
compound(building, stone)
obl(across, building)
nummod(foot, fifty)
obl(follow, foot)
case(rear, to)
det(rear, the)
nmod(foot, rear)
punct(follow, .)
det(door, the)
nsubj(plank, door)
case(lockup, of)
det(lockup, the)
nmod(door, lockup)
cop(plank, be)
case(plank, of)
compound(plank, oak)
root(ROOT, plank)
cc(band, and)
conj(plank, band)
case(iron, with)
compound(iron, strap)
obl(band, iron)
punct(plank, .)
nsubj:pass(secure, it)
aux:pass(secure, be)
root(ROOT, secure)
case(padlock, by)
det(padlock, a)
amod(padlock, oversize)
obl(secure, padlock)
punct(secure, .)
nsubj(balk, Macklin)
parataxis(secure, balk)
advmod(balk, again)
punct(want, ,)
advmod(want, not)
conj(balk, want)
mark(unlock, to)
xcomp(want, unlock)
cc(open, and)
conj(unlock, open)
det(door, the)
obj(unlock, door)
punct(secure, .)
nsubj(crowded, they)
root(ROOT, crowded)
obj(crowded, he)
case(way, in)
det(way, that)
amod(way, threaten)
obl(crowded, way)
advmod(more, once)
advmod(crowded, more)
punct(crowded, ,)
conj(crowded, force)
obj(force, he)
mark(give, to)
xcomp(force, give)
compound:prt(give, in)
punct(crowded, .)
mark(open, once)
det(door, the)
nsubj(open, door)
cop(open, be)
advcl(crowded, open)
punct(crowded, ,)
nsubj(crowded, they)
root(ROOT, crowded)
obj(crowded, he)
case(building, inside)
det(building, the)
amod(building, dark)
obl(crowded, building)
punct(crowded, .)
nsubj(utter, he)
aux(utter, be)
root(ROOT, utter)
obj(utter, threat)
case(voice, in)
det(voice, a)
amod(voice, low)
cc(savage, but)
conj(low, savage)
nmod(threat, voice)
mark(close, when)
nsubj(close, they)
advcl(utter, close)
cc(padlock, and)
conj(close, padlock)
det(door, the)
obj(padlock, door)
punct(utter, .)
nsubj(return, they)
root(ROOT, return)
case(street, to)
det(street, the)
obl(return, street)
punct(return, ,)
conj(return, mount)
nmod:poss(horse, they)
obj(mount, horse)
punct(ride, ,)
conj(return, ride)
case(rain, through)
det(rain, the)
obl(ride, rain)
case(house, to)
det(house, the)
amod(house, big)
obl(ride, house)
case(Street, on)
compound(Street, Houston)
nmod(house, Street)
punct(return, .)
nsubj(glow, it)
aux(glow, be)
nsubj(glow, window)
root(ROOT, glow)
case(lamplight, with)
obl(glow, lamplight)
punct(glow, .)
root(ROOT, deputy)
flat(deputy, Marshal)
nsubj(stand, Luke)
flat(Luke, Harper)
advmod(stand, still)
root(ROOT, stand)
obj(stand, guard)
case(veranda, on)
det(veranda, the)
obl(stand, veranda)
punct(veranda, ,)
det(forlorn, a)
appos(veranda, forlorn)
punct(figure, ,)
nsubj(figure, scarecrowish)
parataxis(stand, figure)
case(dark, in)
det(dark, the)
amod(dark, murky)
obl(figure, dark)
punct(stand, .)
nsubj(come, he)
root(ROOT, come)
case(edge, to)
det(edge, the)
obl(come, edge)
case(veranda, of)
det(veranda, the)
nmod(edge, veranda)
punct(peer, ,)
conj(come, peer)
advmod(peer, down)
case(they, at)
obl(peer, they)
case(hand, with)
nmod:poss(hand, he)
obl(peer, hand)
case(gun, on)
nmod:poss(gun, he)
nmod(hand, gun)
punct(come, .)
punct(come, ``)
aux(try, do)
advmod(try, not)
root(ROOT, try)
obj(try, it)
punct(try, '')
punct(tell, ,)
nsubj(tell, Brannon)
parataxis(try, tell)
obj(tell, he)
punct(tell, ,)
advcl(tell, dismount)
cc(start, and)
conj(dismount, start)
compound:prt(start, up)
det(step, the)
obj(start, step)
case(man, with)
nmod:poss(man, he)
nmod(step, man)
acl(man, follow)
punct(tell, .)
punct(tell, ``)
aux(get, do)
advmod(get, not)
root(ROOT, get)
obj(get, yourself)
xcomp(get, kill)
case(something, for)
obl(kill, something)
nsubj(concern, that)
aux(concern, do)
advmod(concern, not)
acl:relcl(something, concern)
obj(concern, you)
punct(get, '')
punct(get, .)
nsubj(strode, he)
root(ROOT, strode)
case(man, past)
det(man, the)
